Orthogroup	Azeb	Tgra
OG0000105	mikado.HiC_scaffold_21.0G825.1	KUTeg_012048, KUTeg_012043, KUTeg_011738, KUTeg_005662
OG0000105	mikado.HiC_scaffold_15.0G2033.1	KUTeg_021465, KUTeg_009095, KUTeg_014835, KUTeg_000999
OG0000107	mikado.HiC_scaffold_10.0G420.1, mikado.HiC_scaffold_10.0G421.1, mikado.HiC_scaffold_10.0G450.1, mikado.HiC_scaffold_13.0G1377.1, mikado.HiC_scaffold_17.0G792.1, mikado.HiC_scaffold_5.0G811.1, mikado.HiC_scaffold_5.0G810.1, mikado.HiC_scaffold_9.0G410.1, mikado.HiC_scaffold_9.0G407.1, mikado.HiC_scaffold_9.0G408.1, mikado.HiC_scaffold_9.0G409.1, mikado.HiC_scaffold_10.0G756.1, mikado.HiC_scaffold_1.0G261.1, mikado.HiC_scaffold_21.0G1287.1	KUTeg_018492
OG0000108	mikado.HiC_scaffold_1.0G323.1, mikado.HiC_scaffold_1.0G322.1, mikado.HiC_scaffold_1.0G324.1, mikado.HiC_scaffold_1.0G330.1, mikado.HiC_scaffold_1.0G332.1, mikado.HiC_scaffold_1.0G336.1, mikado.HiC_scaffold_1.0G328.1, mikado.HiC_scaffold_7.0G1180.1, mikado.HiC_scaffold_7.0G1179.1, mikado.HiC_scaffold_1.0G339.1, mikado.HiC_scaffold_1.0G326.1, mikado.HiC_scaffold_1.0G344.1, mikado.HiC_scaffold_1.0G337.1, mikado.HiC_scaffold_1.0G340.1, mikado.HiC_scaffold_1.0G343.1	KUTeg_006147
OG0000110	mikado.HiC_scaffold_12.3160685G1145.1, mikado.HiC_scaffold_14.0G825.1, mikado.HiC_scaffold_14.0G826.1, mikado.HiC_scaffold_137G1.1, mikado.HiC_scaffold_1.0G1020.1, mikado.HiC_scaffold_7.0G586.1, mikado.HiC_scaffold_19.0G1266.1	KUTeg_020928, KUTeg_018010, KUTeg_013064, KUTeg_000015, KUTeg_019790, KUTeg_007300
OG0000112	mikado.HiC_scaffold_3.0G53.1	KUTeg_000832, KUTeg_017558, KUTeg_017559, KUTeg_006398, KUTeg_006395, KUTeg_006037, KUTeg_006396, KUTeg_006035, KUTeg_006401, KUTeg_006033, KUTeg_006034, KUTeg_006397, KUTeg_006402
OG0000113	mikado.HiC_scaffold_10.0G423.1, mikado.HiC_scaffold_4.0G837.1, mikado.HiC_scaffold_10.0G75.1, mikado.HiC_scaffold_11.0G173.1, mikado.HiC_scaffold_11.0G174.1, mikado.HiC_scaffold_10.0G51.1, mikado.HiC_scaffold_4354G1.1, mikado.HiC_scaffold_3.0G967.1, mikado.HiC_scaffold_3.0G974.1	KUTeg_022019, KUTeg_015684, KUTeg_000515
OG0000114	mikado.HiC_scaffold_4.0G557.1, mikado.HiC_scaffold_16.0G750.1, mikado.HiC_scaffold_16.0G749.1, mikado.HiC_scaffold_4.0G560.1, mikado.HiC_scaffold_4.0G561.1, mikado.HiC_scaffold_4.0G953.1, mikado.HiC_scaffold_4.0G956.1, mikado.HiC_scaffold_9.0G1383.1, mikado.HiC_scaffold_4.0G559.1, mikado.HiC_scaffold_4.0G558.1, mikado.HiC_scaffold_9.0G1383.2, mikado.HiC_scaffold_4.0G529.1, mikado.HiC_scaffold_4.0G565.1, mikado.HiC_scaffold_4.0G564.1, mikado.HiC_scaffold_4.0G563.1	KUTeg_022818
OG0000119	mikado.HiC_scaffold_18.0G468.1	KUTeg_018933
OG0000119	mikado.HiC_scaffold_18.0G418.1, mikado.HiC_scaffold_18.0G417.1, mikado.HiC_scaffold_8.8335562G261.1, mikado.HiC_scaffold_8.8335562G260.1, mikado.HiC_scaffold_8.8335562G262.1	KUTeg_020020
OG0000119	mikado.HiC_scaffold_18.0G1207.1, mikado.HiC_scaffold_10.0G266.1, mikado.HiC_scaffold_10.0G314.1, mikado.HiC_scaffold_10.0G315.1, mikado.HiC_scaffold_13.0G411.1	KUTeg_019045
OG0000120	mikado.HiC_scaffold_13.0G1421.1	KUTeg_018571, KUTeg_012111, KUTeg_002114, KUTeg_022061, KUTeg_008706, KUTeg_004928, KUTeg_023433, KUTeg_022060, KUTeg_019815, KUTeg_018797, KUTeg_018793, KUTeg_018317, KUTeg_000030, KUTeg_021607
OG0000121	mikado.HiC_scaffold_15.0G2356.1	KUTeg_020537
OG0000121	mikado.HiC_scaffold_15.0G2357.1, mikado.HiC_scaffold_15.0G2274.1	KUTeg_020535
OG0000121	mikado.HiC_scaffold_15.0G2327.1	KUTeg_021375, KUTeg_021169, KUTeg_021166
OG0000122	mikado.HiC_scaffold_16.0G734.1, mikado.HiC_scaffold_21.0G2.1	KUTeg_014156, KUTeg_006010, KUTeg_016120, KUTeg_003676, KUTeg_006325
OG0000123	mikado.HiC_scaffold_8.8335562G194.1	KUTeg_023317, KUTeg_023004, KUTeg_023316, KUTeg_023138
OG0000123	mikado.HiC_scaffold_8.8335562G969.1	KUTeg_023005, KUTeg_022998, KUTeg_023457, KUTeg_023456
OG0000128	mikado.HiC_scaffold_4.0G518.1	KUTeg_015107
OG0000128	mikado.HiC_scaffold_18.0G242.1, mikado.HiC_scaffold_19.0G661.1, mikado.HiC_scaffold_1.0G201.1, mikado.HiC_scaffold_1.0G751.1, mikado.HiC_scaffold_4.0G1026.1, mikado.HiC_scaffold_4.0G1031.1, mikado.HiC_scaffold_4.0G1029.1, mikado.HiC_scaffold_16.0G156.1, mikado.HiC_scaffold_4.0G1028.1	KUTeg_015331
OG0000129	mikado.HiC_scaffold_1.0G308.1	KUTeg_025022, KUTeg_005048, KUTeg_005047, KUTeg_001200, KUTeg_010582
OG0000130	mikado.HiC_scaffold_1.0G1134.1, mikado.HiC_scaffold_1.0G849.1, mikado.HiC_scaffold_19.0G959.1	KUTeg_023898
OG0000132	mikado.HiC_scaffold_9.0G243.1, mikado.HiC_scaffold_9.0G244.1, mikado.HiC_scaffold_19.0G1336.1, mikado.HiC_scaffold_21.0G943.1, mikado.HiC_scaffold_1.0G976.1	KUTeg_012534, KUTeg_013291, KUTeg_021920, KUTeg_021921, KUTeg_002672, KUTeg_001756, KUTeg_021585, KUTeg_022304, KUTeg_011601
OG0000136	mikado.HiC_scaffold_2.0G1523.1	KUTeg_017261, KUTeg_009842, KUTeg_009844, KUTeg_009843, KUTeg_005453
OG0000139	mikado.HiC_scaffold_7.0G715.1	KUTeg_024000
OG0000139	mikado.HiC_scaffold_15.0G1704.1	KUTeg_012214
OG0000141	mikado.HiC_scaffold_4.0G798.1, mikado.HiC_scaffold_4.0G796.1, mikado.HiC_scaffold_4.0G795.1, mikado.HiC_scaffold_4.0G793.1, mikado.HiC_scaffold_4.0G794.1, mikado.HiC_scaffold_4.0G338.1, mikado.HiC_scaffold_4.0G515.1, mikado.HiC_scaffold_4.0G340.1, mikado.HiC_scaffold_4.0G358.1, mikado.HiC_scaffold_4.0G341.1, mikado.HiC_scaffold_4.0G341.2, mikado.HiC_scaffold_4.0G337.1, mikado.HiC_scaffold_4.0G336.1, mikado.HiC_scaffold_4.0G336.2	KUTeg_023113
OG0000142	mikado.HiC_scaffold_9.0G860.1, mikado.HiC_scaffold_5.0G690.1	KUTeg_010679, KUTeg_009638, KUTeg_010678, KUTeg_006835, KUTeg_018767
OG0000142	mikado.HiC_scaffold_19.0G844.1	KUTeg_015204, KUTeg_017364, KUTeg_006834, KUTeg_010427, KUTeg_017361, KUTeg_015462
OG0000143	mikado.HiC_scaffold_17.0G1115.1, mikado.HiC_scaffold_17.0G1117.1, mikado.HiC_scaffold_14.0G975.1, mikado.HiC_scaffold_14.0G737.1, mikado.HiC_scaffold_8.8335562G1217.1, mikado.HiC_scaffold_8.8335562G1216.1, mikado.HiC_scaffold_8.8335562G1215.1, mikado.HiC_scaffold_7.0G288.1, mikado.HiC_scaffold_17.0G1121.1, mikado.HiC_scaffold_17.0G1116.1, mikado.HiC_scaffold_17.0G1118.1	KUTeg_010218
OG0000144	mikado.HiC_scaffold_14.0G679.1	KUTeg_005399
OG0000144	mikado.HiC_scaffold_10.0G108.1	KUTeg_010812, KUTeg_014793, KUTeg_010815
OG0000144	mikado.HiC_scaffold_9.0G1259.6, mikado.HiC_scaffold_9.0G1259.1, mikado.HiC_scaffold_9.0G1259.8	KUTeg_003419
OG0000145	mikado.HiC_scaffold_13.0G1386.1	KUTeg_017058
OG0000145	mikado.HiC_scaffold_13.0G1383.1	KUTeg_017055, KUTeg_017057
OG0000145	mikado.HiC_scaffold_10.0G3.1, mikado.HiC_scaffold_10.0G4.1	KUTeg_000890
OG0000145	mikado.HiC_scaffold_13.0G1316.2, mikado.HiC_scaffold_13.0G1316.1	KUTeg_016879
OG0000146	mikado.HiC_scaffold_13.0G148.1	KUTeg_021362
OG0000146	mikado.HiC_scaffold_15.0G964.1, mikado.HiC_scaffold_15.0G966.1	KUTeg_021135, KUTeg_021203
OG0000147	mikado.HiC_scaffold_13.0G976.1	KUTeg_017788
OG0000147	mikado.HiC_scaffold_13.0G546.1	KUTeg_000913
OG0000148	mikado.HiC_scaffold_13.0G897.1	KUTeg_014419, KUTeg_013095, KUTeg_021567, KUTeg_021707, KUTeg_021699, KUTeg_003770
OG0000150	mikado.HiC_scaffold_16.0G1555.1	KUTeg_015533, KUTeg_015531, KUTeg_015530, KUTeg_014939, KUTeg_015268, KUTeg_015453, KUTeg_015354, KUTeg_015089, KUTeg_015265, KUTeg_014937, KUTeg_015266, KUTeg_014936, KUTeg_015088, KUTeg_015267
OG0000151	mikado.HiC_scaffold_16.0G1755.1	KUTeg_001024, KUTeg_005893, KUTeg_015130, KUTeg_005891, KUTeg_005894, KUTeg_001023, KUTeg_005897, KUTeg_015457, KUTeg_006536, KUTeg_011352, KUTeg_001021, KUTeg_015456, KUTeg_005890
OG0000152	mikado.HiC_scaffold_17.0G493.1	KUTeg_017600, KUTeg_001828, KUTeg_007764, KUTeg_017599, KUTeg_013858, KUTeg_002882, KUTeg_016055, KUTeg_018657, KUTeg_019099, KUTeg_022554, KUTeg_018658, KUTeg_019293
OG0000153	mikado.HiC_scaffold_17.0G1041.1	KUTeg_006314
OG0000153	mikado.HiC_scaffold_21.0G477.1	KUTeg_006855, KUTeg_006854, KUTeg_009931, KUTeg_009732, KUTeg_009429, KUTeg_010176, KUTeg_010175, KUTeg_009423, KUTeg_009934, KUTeg_009932, KUTeg_017965
OG0000154	mikado.HiC_scaffold_19.0G1011.1	KUTeg_021786
OG0000154	mikado.HiC_scaffold_19.0G818.1	KUTeg_021857, KUTeg_021859
OG0000155	mikado.HiC_scaffold_12.3160685G1614.1	KUTeg_012702, KUTeg_011899, KUTeg_012698, KUTeg_012696, KUTeg_011900, KUTeg_012693, KUTeg_003485, KUTeg_011897, KUTeg_012697, KUTeg_012701, KUTeg_012700
OG0000163	mikado.HiC_scaffold_2.0G628.1, mikado.HiC_scaffold_15.0G1345.1, mikado.HiC_scaffold_17.0G655.1, mikado.HiC_scaffold_5.0G1091.1, mikado.HiC_scaffold_13.0G1568.1, mikado.HiC_scaffold_17.0G654.1, mikado.HiC_scaffold_16.0G1839.1, mikado.HiC_scaffold_5.0G354.1, mikado.HiC_scaffold_7.0G1317.1, mikado.HiC_scaffold_12.3160685G427.1, mikado.HiC_scaffold_7.0G1194.1, mikado.HiC_scaffold_19.0G500.1, mikado.HiC_scaffold_11.0G566.1	KUTeg_021773
OG0000164	mikado.HiC_scaffold_3.0G446.1	KUTeg_002149, KUTeg_009846
OG0000164	mikado.HiC_scaffold_10.0G24.1	KUTeg_005901, KUTeg_012243
OG0000165	mikado.HiC_scaffold_3.0G847.1	KUTeg_000719
OG0000165	mikado.HiC_scaffold_9.0G889.1, mikado.HiC_scaffold_9.0G885.1, mikado.HiC_scaffold_14.0G1202.1, mikado.HiC_scaffold_14.0G1205.1	KUTeg_000216
OG0000165	mikado.HiC_scaffold_9.0G886.1, mikado.HiC_scaffold_9.0G888.1, mikado.HiC_scaffold_9.0G887.1	KUTeg_000220, KUTeg_000215
OG0000166	mikado.HiC_scaffold_21.0G805.1, mikado.HiC_scaffold_18.0G1416.1, mikado.HiC_scaffold_14.0G107.1, mikado.HiC_scaffold_13.0G1360.1, mikado.HiC_scaffold_4.0G422.1, mikado.HiC_scaffold_10.0G697.1	KUTeg_002099
OG0000167	mikado.HiC_scaffold_19.0G242.1, mikado.HiC_scaffold_8.8335562G522.1	KUTeg_022168
OG0000167	mikado.HiC_scaffold_4.0G741.1	KUTeg_011917, KUTeg_004191, KUTeg_014636
OG0000168	mikado.HiC_scaffold_15.0G1994.1, mikado.HiC_scaffold_15.0G1996.1, mikado.HiC_scaffold_15.0G1995.1, mikado.HiC_scaffold_12.3160685G476.1, mikado.HiC_scaffold_7.0G1221.1, mikado.HiC_scaffold_7.0G1220.1, mikado.HiC_scaffold_7.0G1215.2, mikado.HiC_scaffold_7.0G1215.1, mikado.HiC_scaffold_7.0G1216.1, mikado.HiC_scaffold_12.3160685G475.1, mikado.HiC_scaffold_7.0G1219.1, mikado.HiC_scaffold_7.0G1218.1	KUTeg_008815
OG0000169	mikado.HiC_scaffold_10.0G207.1	KUTeg_003802, KUTeg_021032
OG0000169	mikado.HiC_scaffold_21.0G639.1, mikado.HiC_scaffold_21.0G1250.1	KUTeg_015356, KUTeg_015353, KUTeg_008534
OG0000170	mikado.HiC_scaffold_10.0G841.1	KUTeg_021391, KUTeg_019787, KUTeg_018510, KUTeg_005679, KUTeg_011679, KUTeg_024139, KUTeg_005697, KUTeg_018186, KUTeg_021916, KUTeg_021915, KUTeg_018509, KUTeg_018188
OG0000171	mikado.HiC_scaffold_15.0G338.1, mikado.HiC_scaffold_15.0G337.1, mikado.HiC_scaffold_15.0G331.1, mikado.HiC_scaffold_15.0G332.1, mikado.HiC_scaffold_15.0G330.1, mikado.HiC_scaffold_15.0G329.1, mikado.HiC_scaffold_15.0G336.1, mikado.HiC_scaffold_15.0G336.2, mikado.HiC_scaffold_15.0G335.1, mikado.HiC_scaffold_15.0G334.1, mikado.HiC_scaffold_15.0G333.1	KUTeg_020295
OG0000172	mikado.HiC_scaffold_15.0G1459.1	KUTeg_012613, KUTeg_011642
OG0000172	mikado.HiC_scaffold_15.0G1498.1, mikado.HiC_scaffold_15.0G1497.1	KUTeg_019129, KUTeg_024105, KUTeg_024104
OG0000173	mikado.HiC_scaffold_18.0G1271.1	KUTeg_019540
OG0000174	mikado.HiC_scaffold_19.0G1425.1	KUTeg_008107, KUTeg_011731, KUTeg_013617, KUTeg_017984, KUTeg_018762, KUTeg_010553, KUTeg_007016, KUTeg_016812, KUTeg_018318, KUTeg_000026, KUTeg_010664, KUTeg_010011, KUTeg_022699
OG0000175	mikado.HiC_scaffold_21.0G143.1	KUTeg_009288, KUTeg_001720, KUTeg_023870
OG0000176	mikado.HiC_scaffold_21.0G593.1	KUTeg_009915, KUTeg_009916, KUTeg_009295
OG0000177	mikado.HiC_scaffold_336G1.1	KUTeg_004664, KUTeg_005056, KUTeg_008092, KUTeg_002916, KUTeg_006849, KUTeg_005055, KUTeg_004084, KUTeg_020407, KUTeg_022448, KUTeg_019481, KUTeg_021841
OG0000178	mikado.HiC_scaffold_4346G4.1	KUTeg_014917, KUTeg_007534, KUTeg_007535, KUTeg_006821
OG0000179	mikado.HiC_scaffold_8.8335562G100.1	KUTeg_014577, KUTeg_023045
OG0000179	mikado.HiC_scaffold_8.8335562G932.5, mikado.HiC_scaffold_8.8335562G932.3, mikado.HiC_scaffold_8.8335562G932.1, mikado.HiC_scaffold_8.8335562G932.4, mikado.HiC_scaffold_8.8335562G932.2	KUTeg_022893, KUTeg_014828, KUTeg_014829, KUTeg_023654
OG0000180	mikado.HiC_scaffold_8.8335562G417.1, mikado.HiC_scaffold_8.8335562G416.1, mikado.HiC_scaffold_8.8335562G419.1	KUTeg_023561, KUTeg_023820
OG0000194	mikado.HiC_scaffold_21.0G821.1	KUTeg_002469
OG0000194	mikado.HiC_scaffold_21.0G128.1, mikado.HiC_scaffold_11.0G94.1, mikado.HiC_scaffold_11.0G103.1, mikado.HiC_scaffold_1.0G132.1, mikado.HiC_scaffold_11.0G91.1, mikado.HiC_scaffold_11.0G104.1, mikado.HiC_scaffold_11.0G93.1	KUTeg_002018
OG0000197	mikado.HiC_scaffold_1.0G530.1	KUTeg_018192, KUTeg_018197
OG0000200	mikado.HiC_scaffold_1.0G731.1, mikado.HiC_scaffold_10.0G37.1, mikado.HiC_scaffold_10.0G27.1, mikado.HiC_scaffold_10.0G42.1, mikado.HiC_scaffold_10.0G109.1, mikado.HiC_scaffold_13.0G1006.1, mikado.HiC_scaffold_10.0G140.1, mikado.HiC_scaffold_16.0G1861.1, mikado.HiC_scaffold_10.0G602.1, mikado.HiC_scaffold_10.0G603.1, mikado.HiC_scaffold_10.0G110.1	KUTeg_010854
OG0000202	mikado.HiC_scaffold_1.0G877.1, mikado.HiC_scaffold_4334G2.1, mikado.HiC_scaffold_14.0G1151.1, mikado.HiC_scaffold_17.0G76.1, mikado.HiC_scaffold_2.0G319.1, mikado.HiC_scaffold_3.0G516.1, mikado.HiC_scaffold_3.0G515.1	KUTeg_020864, KUTeg_018777
OG0000202	mikado.HiC_scaffold_5.0G300.1	KUTeg_009058, KUTeg_015839, KUTeg_006075
OG0000203	mikado.HiC_scaffold_2.0G129.1	KUTeg_009207, KUTeg_009338, KUTeg_009339, KUTeg_000973, KUTeg_002720, KUTeg_008031, KUTeg_008030, KUTeg_000972
OG0000204	mikado.HiC_scaffold_15.0G876.1, mikado.HiC_scaffold_14.0G180.1, mikado.HiC_scaffold_8.8335562G1042.1, mikado.HiC_scaffold_4336G7.1, mikado.HiC_scaffold_2.0G321.1, mikado.HiC_scaffold_12.3160685G1259.1, mikado.HiC_scaffold_4.0G852.1, mikado.HiC_scaffold_5.0G260.1, mikado.HiC_scaffold_15.0G575.1, mikado.HiC_scaffold_15.0G965.1, mikado.HiC_scaffold_15.0G967.1	KUTeg_013255
OG0000205	mikado.HiC_scaffold_9.0G379.1, mikado.HiC_scaffold_9.0G378.1, mikado.HiC_scaffold_2.0G763.1, mikado.HiC_scaffold_14.0G314.1	KUTeg_005585, KUTeg_015785, KUTeg_005582, KUTeg_005581
OG0000206	mikado.HiC_scaffold_15.0G2034.1, mikado.HiC_scaffold_21.0G939.1	KUTeg_021464, KUTeg_000998, KUTeg_009094
OG0000206	mikado.HiC_scaffold_2.0G1376.1, mikado.HiC_scaffold_19.0G591.1	KUTeg_011940, KUTeg_001119
OG0000206	mikado.HiC_scaffold_19.0G467.1	KUTeg_012049, KUTeg_005661, KUTeg_021739
OG0000207	mikado.HiC_scaffold_2.0G1450.1, mikado.HiC_scaffold_19.0G865.1	KUTeg_017915, KUTeg_000700, KUTeg_013110, KUTeg_016311, KUTeg_013113, KUTeg_015101, KUTeg_015100, KUTeg_002484, KUTeg_023177, KUTeg_017353
OG0000208	mikado.HiC_scaffold_3.0G32.1, mikado.HiC_scaffold_18.0G1439.1, mikado.HiC_scaffold_18.0G1435.1, mikado.HiC_scaffold_18.0G1438.1, mikado.HiC_scaffold_18.0G1437.1, mikado.HiC_scaffold_12.3160685G731.1, mikado.HiC_scaffold_12.3160685G732.1, mikado.HiC_scaffold_12.3160685G1473.1, mikado.HiC_scaffold_18.0G1436.1, mikado.HiC_scaffold_18.0G942.1	KUTeg_007193
OG0000209	mikado.HiC_scaffold_3.0G402.1, mikado.HiC_scaffold_3.0G401.1, mikado.HiC_scaffold_3.0G406.1, mikado.HiC_scaffold_3.0G403.1	KUTeg_000507
OG0000210	mikado.HiC_scaffold_4.0G915.1, mikado.HiC_scaffold_4.0G913.1, mikado.HiC_scaffold_4.0G343.1, mikado.HiC_scaffold_4.0G715.1, mikado.HiC_scaffold_4.0G951.1	KUTeg_011885, KUTeg_012365
OG0000211	mikado.HiC_scaffold_17.0G519.1, mikado.HiC_scaffold_5.0G1263.1, mikado.HiC_scaffold_17.0G520.1	KUTeg_014727
OG0000211	mikado.HiC_scaffold_17.0G524.1, mikado.HiC_scaffold_4.0G394.1	KUTeg_008751, KUTeg_008749
OG0000212	mikado.HiC_scaffold_4.0G749.1, mikado.HiC_scaffold_4.0G747.1	KUTeg_024840, KUTeg_004263, KUTeg_015486
OG0000213	mikado.HiC_scaffold_19.0G1455.1	KUTeg_013860
OG0000213	mikado.HiC_scaffold_19.0G1359.1, mikado.HiC_scaffold_19.0G724.1	KUTeg_012599, KUTeg_022402
OG0000213	mikado.HiC_scaffold_12.3160685G506.1, mikado.HiC_scaffold_10.0G438.1, mikado.HiC_scaffold_11.0G32.1, mikado.HiC_scaffold_19.0G1371.1, mikado.HiC_scaffold_18.0G1037.1, mikado.HiC_scaffold_7.0G106.1	KUTeg_021470
OG0000214	mikado.HiC_scaffold_7.0G1133.1, mikado.HiC_scaffold_7.0G1136.1	KUTeg_024376, KUTeg_024375
OG0000215	mikado.HiC_scaffold_7.0G1195.1	KUTeg_005451, KUTeg_006065, KUTeg_009142, KUTeg_011234, KUTeg_009140, KUTeg_009135, KUTeg_001507, KUTeg_012016, KUTeg_008368, KUTeg_000171, KUTeg_008366, KUTeg_021389
OG0000216	mikado.HiC_scaffold_8.8335562G246.1, mikado.HiC_scaffold_8.8335562G247.1, mikado.HiC_scaffold_8.8335562G245.1, mikado.HiC_scaffold_8.0G9.1, mikado.HiC_scaffold_8.0G50.1	KUTeg_018867
OG0000216	mikado.HiC_scaffold_15.0G307.1	KUTeg_019123
OG0000217	mikado.HiC_scaffold_9.0G773.1	KUTeg_004235
OG0000217	mikado.HiC_scaffold_10.0G373.1, mikado.HiC_scaffold_5.92308104G11.1, mikado.HiC_scaffold_19.0G79.1	KUTeg_017440, KUTeg_017888
OG0000218	mikado.HiC_scaffold_10.0G175.1	KUTeg_008129, KUTeg_004447, KUTeg_021751, KUTeg_017260, KUTeg_022275, KUTeg_005097, KUTeg_000043, KUTeg_021750, KUTeg_021939, KUTeg_012045
OG0000220	mikado.HiC_scaffold_14.0G37.1, mikado.HiC_scaffold_12.3160685G45.1, mikado.HiC_scaffold_16.0G1308.1	KUTeg_017776
OG0000221	mikado.HiC_scaffold_18.0G1070.1	KUTeg_019454, KUTeg_002874
OG0000221	mikado.HiC_scaffold_15.0G1083.1	KUTeg_019455, KUTeg_015902, KUTeg_011532, KUTeg_022733, KUTeg_015032, KUTeg_010311, KUTeg_020617
OG0000222	mikado.HiC_scaffold_17.0G350.1, mikado.HiC_scaffold_17.0G350.2, mikado.HiC_scaffold_17.0G349.1	KUTeg_008224
OG0000223	mikado.HiC_scaffold_8.8335562G324.1	KUTeg_023490
OG0000224	mikado.HiC_scaffold_18.0G590.1	KUTeg_019810
OG0000224	mikado.HiC_scaffold_18.0G757.1	KUTeg_019746
OG0000224	mikado.HiC_scaffold_18.0G758.1	KUTeg_019740
OG0000225	mikado.HiC_scaffold_19.0G1002.1	KUTeg_009691, KUTeg_006305, KUTeg_014791, KUTeg_014508, KUTeg_006511, KUTeg_006508, KUTeg_006311, KUTeg_009690, KUTeg_009805, KUTeg_005842, KUTeg_010107, KUTeg_009689
OG0000226	mikado.HiC_scaffold_19.0G1492.1, mikado.HiC_scaffold_19.0G1356.1	KUTeg_021987
OG0000226	mikado.HiC_scaffold_19.0G1175.1	KUTeg_001172
OG0000227	mikado.HiC_scaffold_21.0G97.1, mikado.HiC_scaffold_21.0G99.1, mikado.HiC_scaffold_21.0G581.1	KUTeg_001907, KUTeg_002077, KUTeg_001906, KUTeg_002078, KUTeg_002076, KUTeg_001903
OG0000228	mikado.HiC_scaffold_12.3160685G1556.1, mikado.HiC_scaffold_12.3160685G1008.1	KUTeg_001637, KUTeg_017782
OG0000228	mikado.HiC_scaffold_12.3160685G12.1	KUTeg_007417
OG0000229	mikado.HiC_scaffold_12.3160685G980.1, mikado.HiC_scaffold_12.3160685G1176.1, mikado.HiC_scaffold_12.3160685G1177.1	KUTeg_006958
OG0000229	mikado.HiC_scaffold_12.3160685G981.1	KUTeg_020353
OG0000237	mikado.HiC_scaffold_16.0G1549.1	KUTeg_013678
OG0000237	mikado.HiC_scaffold_16.0G1382.1	KUTeg_022421
OG0000237	mikado.HiC_scaffold_1.0G288.1	KUTeg_013228
OG0000238	mikado.HiC_scaffold_19.0G897.1	KUTeg_000046
OG0000238	mikado.HiC_scaffold_2.0G339.1, mikado.HiC_scaffold_1.0G310.1, mikado.HiC_scaffold_19.0G499.1, mikado.HiC_scaffold_19.0G898.1	KUTeg_011645, KUTeg_008402
OG0000240	mikado.HiC_scaffold_1.0G1014.1, mikado.HiC_scaffold_1.0G446.1, mikado.HiC_scaffold_5.0G1009.1, mikado.HiC_scaffold_5.92308104G14.1, mikado.HiC_scaffold_5.92308104G15.1, mikado.HiC_scaffold_5.92308104G16.1, mikado.HiC_scaffold_5.92308104G19.1, mikado.HiC_scaffold_5.92308104G17.1, mikado.HiC_scaffold_5.92308104G13.1	KUTeg_022106
OG0000244	mikado.HiC_scaffold_19.0G789.1, mikado.HiC_scaffold_7.0G787.1, mikado.HiC_scaffold_11.0G649.1, mikado.HiC_scaffold_1.0G964.1, mikado.HiC_scaffold_19.0G1430.1, mikado.HiC_scaffold_19.0G321.1, mikado.HiC_scaffold_2.0G534.1, mikado.HiC_scaffold_16.0G708.1	KUTeg_011603
OG0000245	mikado.HiC_scaffold_14.0G821.1, mikado.HiC_scaffold_1.0G972.1, mikado.HiC_scaffold_14.0G790.1, mikado.HiC_scaffold_18.0G1409.1, mikado.HiC_scaffold_19.0G672.1	KUTeg_015703, KUTeg_024649, KUTeg_000743
OG0000245	mikado.HiC_scaffold_13.0G351.1, mikado.HiC_scaffold_19.0G445.1	KUTeg_024617, KUTeg_005950
OG0000247	mikado.HiC_scaffold_19.0G895.1, mikado.HiC_scaffold_16.0G1151.1, mikado.HiC_scaffold_8.8335562G437.1, mikado.HiC_scaffold_10.0G724.1, mikado.HiC_scaffold_2.0G347.1, mikado.HiC_scaffold_2.0G343.1, mikado.HiC_scaffold_16.0G251.1, mikado.HiC_scaffold_7.0G1315.1, mikado.HiC_scaffold_7.0G863.1	KUTeg_012179, KUTeg_021483, KUTeg_006562
OG0000248	mikado.HiC_scaffold_2.0G531.1	KUTeg_017446, KUTeg_010148, KUTeg_015003, KUTeg_015775, KUTeg_021965, KUTeg_023023, KUTeg_023028
OG0000249	mikado.HiC_scaffold_2.0G611.1, mikado.HiC_scaffold_2.0G616.1, mikado.HiC_scaffold_2.0G613.1, mikado.HiC_scaffold_2.0G612.1	KUTeg_010900
OG0000250	mikado.HiC_scaffold_2.0G793.1	KUTeg_011728, KUTeg_011313, KUTeg_005855, KUTeg_015880, KUTeg_011729, KUTeg_009375, KUTeg_011735, KUTeg_001402, KUTeg_001403
OG0000251	mikado.HiC_scaffold_2.0G1483.1, mikado.HiC_scaffold_3.0G953.1	KUTeg_021992
OG0000251	mikado.HiC_scaffold_17.0G314.1, mikado.HiC_scaffold_3.0G960.2, mikado.HiC_scaffold_3.0G955.1, mikado.HiC_scaffold_3.0G954.1	KUTeg_010034, KUTeg_021533
OG0000252	mikado.HiC_scaffold_3.0G114.1	KUTeg_000681
OG0000252	mikado.HiC_scaffold_3.0G222.1	KUTeg_000810
OG0000252	mikado.HiC_scaffold_3.0G395.1	KUTeg_014594, KUTeg_000473
OG0000254	mikado.HiC_scaffold_13.0G547.1, mikado.HiC_scaffold_13.0G1574.1, mikado.HiC_scaffold_13.0G1580.1, mikado.HiC_scaffold_13.0G543.1, mikado.HiC_scaffold_13.0G1575.1, mikado.HiC_scaffold_3.0G542.1, mikado.HiC_scaffold_3.0G537.1, mikado.HiC_scaffold_3.0G541.1, mikado.HiC_scaffold_3.0G543.1, mikado.HiC_scaffold_3.0G545.1	KUTeg_016266
