Orthogroup	Azeb	Sbro
OG0000087	mikado.HiC_scaffold_2.0G1525.1, mikado.HiC_scaffold_2.0G449.1, mikado.HiC_scaffold_2.0G555.1, mikado.HiC_scaffold_2.0G556.1, mikado.HiC_scaffold_2.0G398.1, mikado.HiC_scaffold_3.0G789.1, mikado.HiC_scaffold_2.0G443.1, mikado.HiC_scaffold_2.0G450.1	EVM0017486.1
OG0000089	mikado.HiC_scaffold_4.0G1019.1, mikado.HiC_scaffold_7.0G1337.1, mikado.HiC_scaffold_10.0G80.1, mikado.HiC_scaffold_9.0G578.1, mikado.HiC_scaffold_9.0G579.1, mikado.HiC_scaffold_7.0G1088.1, mikado.HiC_scaffold_9.0G1672.1, mikado.HiC_scaffold_18.0G486.1, mikado.HiC_scaffold_18.0G416.1, mikado.HiC_scaffold_18.0G553.1, mikado.HiC_scaffold_18.0G471.1, mikado.HiC_scaffold_18.0G472.1, mikado.HiC_scaffold_18.0G543.1, mikado.HiC_scaffold_18.0G542.1, mikado.HiC_scaffold_18.0G859.1, mikado.HiC_scaffold_18.0G566.1, mikado.HiC_scaffold_18.0G527.1	EVM0001006.1
OG0000090	mikado.HiC_scaffold_17.0G571.1	EVM0020531.1, EVM0017814.1, EVM0001626.1, EVM0004762.1, EVM0003553.1, EVM0007030.1, EVM0018529.1, EVM0004219.1, EVM0011179.1, EVM0002746.1, EVM0001663.1, EVM0018962.1, EVM0011701.1, EVM0009012.1, EVM0020069.1, EVM0022173.1
OG0000092	mikado.HiC_scaffold_21.0G249.1	EVM0017408.1, EVM0019712.1, EVM0010874.1, EVM0020255.1, EVM0000260.1, EVM0007135.1, EVM0012481.1, EVM0018475.1, EVM0020843.1, EVM0005575.1, EVM0002616.1, EVM0018074.1, EVM0000280.1, EVM0014619.1, EVM0001368.1, EVM0013643.1
OG0000093	mikado.HiC_scaffold_12.3160685G1521.1	EVM0009411.1, EVM0011437.1, EVM0017277.1, EVM0012891.1, EVM0016624.1, EVM0014980.1, EVM0008514.1, EVM0013274.1, EVM0019466.1, EVM0005551.1
OG0000097	mikado.HiC_scaffold_2.0G112.1, mikado.HiC_scaffold_2.0G111.1	EVM0017327.1, EVM0012287.1
OG0000097	mikado.HiC_scaffold_18.0G81.1, mikado.HiC_scaffold_18.0G80.1, mikado.HiC_scaffold_18.0G83.1, mikado.HiC_scaffold_18.0G83.2, mikado.HiC_scaffold_14.0G1201.1, mikado.HiC_scaffold_14.0G1206.1, mikado.HiC_scaffold_18.0G76.1	EVM0014957.1
OG0000098	mikado.HiC_scaffold_19.0G373.1	EVM0012984.1
OG0000098	mikado.HiC_scaffold_2.0G169.1	EVM0015125.1, EVM0006556.1, EVM0003062.1, EVM0001403.1, EVM0007504.1, EVM0001937.1, EVM0003931.1, EVM0019633.1, EVM0018836.1, EVM0004285.1
OG0000099	mikado.HiC_scaffold_16.0G1564.1, mikado.HiC_scaffold_2.0G440.1, mikado.HiC_scaffold_16.0G917.1, mikado.HiC_scaffold_15.0G1270.1, mikado.HiC_scaffold_21.0G1044.1, mikado.HiC_scaffold_15.0G326.1, mikado.HiC_scaffold_10.0G213.1, mikado.HiC_scaffold_10.0G214.1, mikado.HiC_scaffold_16.0G448.1, mikado.HiC_scaffold_4.0G474.1, mikado.HiC_scaffold_16.0G430.1, mikado.HiC_scaffold_16.0G971.1, mikado.HiC_scaffold_9.0G276.1, mikado.HiC_scaffold_13.0G1022.1, mikado.HiC_scaffold_18.0G490.1, mikado.HiC_scaffold_12.3160685G1024.1	EVM0007976.1
OG0000100	mikado.HiC_scaffold_16.0G191.1	EVM0023515.1, EVM0018410.1
OG0000100	mikado.HiC_scaffold_21.0G161.1, mikado.HiC_scaffold_5.0G1168.1, mikado.HiC_scaffold_7.0G670.1, mikado.HiC_scaffold_21.0G980.1	EVM0012043.1, EVM0022507.1
OG0000100	mikado.HiC_scaffold_2.0G714.1, mikado.HiC_scaffold_2.0G1495.1	EVM0011206.1
OG0000101	mikado.HiC_scaffold_2.0G829.1	EVM0019836.1
OG0000101	mikado.HiC_scaffold_2.0G833.1, mikado.HiC_scaffold_2.0G831.1, mikado.HiC_scaffold_2.0G830.1	EVM0002094.1, EVM0006286.1, EVM0013635.1, EVM0008566.1
OG0000102	mikado.HiC_scaffold_3.0G1066.1	EVM0003119.1
OG0000102	mikado.HiC_scaffold_4.0G925.1	EVM0009890.1
OG0000103	mikado.HiC_scaffold_5.0G582.1	EVM0013891.1, EVM0009335.1, EVM0005154.1, EVM0023919.1, EVM0020062.1, EVM0010323.1, EVM0000499.1, EVM0015204.1, EVM0001983.1, EVM0014844.1, EVM0002767.1, EVM0012378.1, EVM0018411.1, EVM0000234.1, EVM0005301.1
OG0000104	mikado.HiC_scaffold_9.0G1572.1	EVM0010708.1, EVM0023962.1, EVM0009733.1, EVM0010577.1, EVM0002506.1, EVM0023994.1, EVM0001646.1, EVM0017890.1, EVM0014615.1, EVM0011257.1, EVM0007024.1, EVM0013337.1, EVM0020022.1, EVM0020457.1
OG0000105	mikado.HiC_scaffold_21.0G825.1	EVM0021403.1
OG0000107	mikado.HiC_scaffold_10.0G420.1, mikado.HiC_scaffold_10.0G421.1, mikado.HiC_scaffold_10.0G450.1, mikado.HiC_scaffold_13.0G1377.1, mikado.HiC_scaffold_17.0G792.1, mikado.HiC_scaffold_5.0G811.1, mikado.HiC_scaffold_5.0G810.1, mikado.HiC_scaffold_9.0G410.1, mikado.HiC_scaffold_9.0G407.1, mikado.HiC_scaffold_9.0G408.1, mikado.HiC_scaffold_9.0G409.1, mikado.HiC_scaffold_10.0G756.1, mikado.HiC_scaffold_1.0G261.1, mikado.HiC_scaffold_21.0G1287.1	EVM0017265.1
OG0000109	mikado.HiC_scaffold_1.0G567.1	EVM0020223.1
OG0000109	mikado.HiC_scaffold_1.0G497.1, mikado.HiC_scaffold_11.0G85.1, mikado.HiC_scaffold_11.0G84.1, mikado.HiC_scaffold_21.0G410.1, mikado.HiC_scaffold_19.0G1094.2, mikado.HiC_scaffold_19.0G1094.1, mikado.HiC_scaffold_19.0G1082.1, mikado.HiC_scaffold_19.0G1081.1, mikado.HiC_scaffold_19.0G1075.1, mikado.HiC_scaffold_8.0G23.1, mikado.HiC_scaffold_19.0G1080.1, mikado.HiC_scaffold_19.0G1085.2, mikado.HiC_scaffold_19.0G1085.1	EVM0001366.1
OG0000110	mikado.HiC_scaffold_12.3160685G1145.1, mikado.HiC_scaffold_14.0G825.1, mikado.HiC_scaffold_14.0G826.1, mikado.HiC_scaffold_137G1.1, mikado.HiC_scaffold_1.0G1020.1, mikado.HiC_scaffold_7.0G586.1, mikado.HiC_scaffold_19.0G1266.1	EVM0012379.1, EVM0003556.1, EVM0018943.1
OG0000112	mikado.HiC_scaffold_3.0G53.1	EVM0015521.1, EVM0016184.1
OG0000113	mikado.HiC_scaffold_10.0G423.1, mikado.HiC_scaffold_4.0G837.1, mikado.HiC_scaffold_10.0G75.1, mikado.HiC_scaffold_11.0G173.1, mikado.HiC_scaffold_11.0G174.1, mikado.HiC_scaffold_10.0G51.1, mikado.HiC_scaffold_4354G1.1, mikado.HiC_scaffold_3.0G967.1, mikado.HiC_scaffold_3.0G974.1	EVM0015727.1, EVM0015755.1, EVM0006384.1, EVM0014022.1
OG0000116	mikado.HiC_scaffold_16.0G65.1, mikado.HiC_scaffold_16.0G66.1, mikado.HiC_scaffold_16.0G69.1, mikado.HiC_scaffold_16.0G70.1, mikado.HiC_scaffold_16.0G67.1, mikado.HiC_scaffold_16.0G63.1, mikado.HiC_scaffold_5.0G764.1, mikado.HiC_scaffold_5.0G763.1, mikado.HiC_scaffold_11.0G414.1, mikado.HiC_scaffold_5.0G326.1, mikado.HiC_scaffold_19.0G428.1, mikado.HiC_scaffold_17.0G62.1, mikado.HiC_scaffold_19.0G429.1, mikado.HiC_scaffold_19.0G427.1, mikado.HiC_scaffold_12.3160685G1416.1	EVM0021534.1
OG0000118	mikado.HiC_scaffold_12.3160685G1263.1	EVM0020190.1
OG0000118	mikado.HiC_scaffold_18.0G727.1, mikado.HiC_scaffold_19.0G1449.1, mikado.HiC_scaffold_18.0G728.1, mikado.HiC_scaffold_11.0G502.1, mikado.HiC_scaffold_8.0G16.1, mikado.HiC_scaffold_14.0G532.1	EVM0021012.1, EVM0003364.1, EVM0009480.1, EVM0013409.1, EVM0018389.1, EVM0000014.1, EVM0005134.1, EVM0002527.1
OG0000119	mikado.HiC_scaffold_18.0G1207.1, mikado.HiC_scaffold_10.0G266.1, mikado.HiC_scaffold_10.0G314.1, mikado.HiC_scaffold_10.0G315.1, mikado.HiC_scaffold_13.0G411.1	EVM0008575.1, EVM0002511.1
OG0000120	mikado.HiC_scaffold_13.0G1421.1	EVM0023981.1
OG0000121	mikado.HiC_scaffold_15.0G2356.1	EVM0012737.1
OG0000121	mikado.HiC_scaffold_15.0G2325.1	EVM0023424.1
OG0000121	mikado.HiC_scaffold_15.0G2357.1, mikado.HiC_scaffold_15.0G2274.1	EVM0000107.1
OG0000121	mikado.HiC_scaffold_15.0G2326.1	EVM0002434.1
OG0000121	mikado.HiC_scaffold_15.0G2327.1	EVM0001094.1
OG0000122	mikado.HiC_scaffold_16.0G734.1, mikado.HiC_scaffold_21.0G2.1	EVM0001842.1, EVM0023148.1, EVM0007019.1, EVM0000955.1, EVM0023172.1, EVM0008879.1, EVM0000641.1, EVM0002500.1, EVM0020266.1
OG0000123	mikado.HiC_scaffold_8.8335562G194.1	EVM0006636.1
OG0000123	mikado.HiC_scaffold_8.8335562G969.1	EVM0018567.1
OG0000128	mikado.HiC_scaffold_4.0G518.1	EVM0014515.1
OG0000128	mikado.HiC_scaffold_18.0G242.1, mikado.HiC_scaffold_19.0G661.1, mikado.HiC_scaffold_1.0G201.1, mikado.HiC_scaffold_1.0G751.1, mikado.HiC_scaffold_4.0G1026.1, mikado.HiC_scaffold_4.0G1031.1, mikado.HiC_scaffold_4.0G1029.1, mikado.HiC_scaffold_16.0G156.1, mikado.HiC_scaffold_4.0G1028.1	EVM0023115.1, EVM0016623.1
OG0000129	mikado.HiC_scaffold_1.0G308.1	EVM0005873.1, EVM0023208.1, EVM0001577.1, EVM0012295.1, EVM0007165.1, EVM0002376.1, EVM0022095.1, EVM0006506.1, EVM0020032.1
OG0000130	mikado.HiC_scaffold_1.0G1134.1, mikado.HiC_scaffold_1.0G849.1, mikado.HiC_scaffold_19.0G959.1	EVM0015155.1
OG0000130	mikado.HiC_scaffold_19.0G66.1, mikado.HiC_scaffold_15.0G1907.1, mikado.HiC_scaffold_7.0G1240.1, mikado.HiC_scaffold_19.0G1295.1, mikado.HiC_scaffold_10.0G269.1, mikado.HiC_scaffold_17.0G566.1	EVM0007866.1, EVM0008874.1, EVM0002772.1, EVM0004030.1
OG0000131	mikado.HiC_scaffold_14.0G1130.1, mikado.HiC_scaffold_14.0G1129.1, mikado.HiC_scaffold_21.0G192.1, mikado.HiC_scaffold_9.0G1022.1, mikado.HiC_scaffold_15.0G497.1, mikado.HiC_scaffold_15.0G496.1, mikado.HiC_scaffold_12.3160685G217.1, mikado.HiC_scaffold_4334G1.1, mikado.HiC_scaffold_9.0G620.1, mikado.HiC_scaffold_8.8335562G238.1, mikado.HiC_scaffold_21.0G193.1, mikado.HiC_scaffold_16.0G1117.1, mikado.HiC_scaffold_1.0G922.1, mikado.HiC_scaffold_10.0G229.1	EVM0020370.1
OG0000132	mikado.HiC_scaffold_9.0G243.1, mikado.HiC_scaffold_9.0G244.1, mikado.HiC_scaffold_19.0G1336.1, mikado.HiC_scaffold_21.0G943.1, mikado.HiC_scaffold_1.0G976.1	EVM0021965.1
OG0000133	mikado.HiC_scaffold_4.0G308.1, mikado.HiC_scaffold_11.0G419.1, mikado.HiC_scaffold_15.0G7.1	EVM0002882.1
OG0000133	mikado.HiC_scaffold_2.0G1451.1, mikado.HiC_scaffold_3.0G746.1, mikado.HiC_scaffold_2.0G1289.1, mikado.HiC_scaffold_19.0G571.1, mikado.HiC_scaffold_2.0G120.1, mikado.HiC_scaffold_2.0G1456.1, mikado.HiC_scaffold_2.0G1290.1, mikado.HiC_scaffold_19.0G1241.1, mikado.HiC_scaffold_19.0G568.1, mikado.HiC_scaffold_19.0G573.1	EVM0019489.1
OG0000135	mikado.HiC_scaffold_2.0G1164.1	EVM0018574.1, EVM0011348.1, EVM0016667.1, EVM0019635.1, EVM0016105.1, EVM0012756.1
OG0000135	mikado.HiC_scaffold_8.8335562G865.1	EVM0007734.1, EVM0008010.1, EVM0001300.1, EVM0014657.1, EVM0012629.1, EVM0013524.1, EVM0022108.1
OG0000136	mikado.HiC_scaffold_2.0G1523.1	EVM0010507.1, EVM0009149.1, EVM0010434.1, EVM0010976.1, EVM0004463.1, EVM0006515.1, EVM0005137.1, EVM0022560.1, EVM0021202.1
OG0000138	mikado.HiC_scaffold_19.0G955.1	EVM0013366.1
OG0000138	mikado.HiC_scaffold_19.0G957.1, mikado.HiC_scaffold_7.0G601.1, mikado.HiC_scaffold_7.0G598.1, mikado.HiC_scaffold_19.0G956.1, mikado.HiC_scaffold_3.0G476.1, mikado.HiC_scaffold_3.0G478.1, mikado.HiC_scaffold_3.0G479.1, mikado.HiC_scaffold_3.0G477.1, mikado.HiC_scaffold_3.0G480.1, mikado.HiC_scaffold_3.0G469.1, mikado.HiC_scaffold_3.0G468.1	EVM0006199.1, EVM0018316.1
OG0000139	mikado.HiC_scaffold_7.0G715.1	EVM0018740.1
OG0000139	mikado.HiC_scaffold_3.0G803.1	EVM0005028.1
OG0000139	mikado.HiC_scaffold_10.0G459.1	EVM0005046.1
OG0000139	mikado.HiC_scaffold_15.0G1703.1	EVM0016925.1
OG0000139	mikado.HiC_scaffold_15.0G1704.1	EVM0010081.1
OG0000142	mikado.HiC_scaffold_9.0G860.1, mikado.HiC_scaffold_5.0G690.1	EVM0020904.1
OG0000143	mikado.HiC_scaffold_14.0G974.1	EVM0000243.1
OG0000143	mikado.HiC_scaffold_17.0G1115.1, mikado.HiC_scaffold_17.0G1117.1, mikado.HiC_scaffold_14.0G975.1, mikado.HiC_scaffold_14.0G737.1, mikado.HiC_scaffold_8.8335562G1217.1, mikado.HiC_scaffold_8.8335562G1216.1, mikado.HiC_scaffold_8.8335562G1215.1, mikado.HiC_scaffold_7.0G288.1, mikado.HiC_scaffold_17.0G1121.1, mikado.HiC_scaffold_17.0G1116.1, mikado.HiC_scaffold_17.0G1118.1	EVM0010621.1
OG0000144	mikado.HiC_scaffold_14.0G679.1	EVM0016570.1
OG0000144	mikado.HiC_scaffold_10.0G108.1	EVM0006619.1
OG0000144	mikado.HiC_scaffold_9.0G1259.6, mikado.HiC_scaffold_9.0G1259.1, mikado.HiC_scaffold_9.0G1259.8	EVM0008102.1
OG0000145	mikado.HiC_scaffold_13.0G1386.1	EVM0012614.1
OG0000145	mikado.HiC_scaffold_13.0G1383.1	EVM0003912.1
OG0000145	mikado.HiC_scaffold_10.0G3.1, mikado.HiC_scaffold_10.0G4.1	EVM0008138.1
OG0000145	mikado.HiC_scaffold_13.0G1316.2, mikado.HiC_scaffold_13.0G1316.1	EVM0008602.4
OG0000146	mikado.HiC_scaffold_13.0G148.1	EVM0002477.1, EVM0010816.1
OG0000146	mikado.HiC_scaffold_15.0G964.1, mikado.HiC_scaffold_15.0G966.1	EVM0003747.1, EVM0015869.1, EVM0006240.1, EVM0005897.1
OG0000148	mikado.HiC_scaffold_13.0G897.1	EVM0012374.1, EVM0003025.1, EVM0006502.1, EVM0017243.1, EVM0013058.1, EVM0006678.1, EVM0011156.1, EVM0005564.1
OG0000151	mikado.HiC_scaffold_16.0G1755.1	EVM0011419.1
OG0000152	mikado.HiC_scaffold_17.0G493.1	EVM0019845.1, EVM0016226.1
OG0000153	mikado.HiC_scaffold_17.0G1041.1	EVM0023311.1
OG0000154	mikado.HiC_scaffold_19.0G1011.1	EVM0010301.1, EVM0007086.1
OG0000154	mikado.HiC_scaffold_19.0G818.1	EVM0009716.1
OG0000154	mikado.HiC_scaffold_19.0G816.1	EVM0016761.1, EVM0003108.1
OG0000155	mikado.HiC_scaffold_12.3160685G1614.1	EVM0011229.1, EVM0021208.1, EVM0022954.1
OG0000161	mikado.HiC_scaffold_21.0G1293.1, mikado.HiC_scaffold_21.0G1297.1, mikado.HiC_scaffold_21.0G1297.2, mikado.HiC_scaffold_21.0G1297.3, mikado.HiC_scaffold_21.0G1271.1, mikado.HiC_scaffold_21.0G896.1, mikado.HiC_scaffold_21.0G622.1, mikado.HiC_scaffold_21.0G616.1, mikado.HiC_scaffold_21.0G615.1, mikado.HiC_scaffold_1.0G732.1, mikado.HiC_scaffold_1.0G730.1, mikado.HiC_scaffold_1.0G733.1, mikado.HiC_scaffold_21.0G599.1	EVM0005401.1
OG0000162	mikado.HiC_scaffold_2.0G487.1, mikado.HiC_scaffold_2.0G486.1, mikado.HiC_scaffold_7.0G877.1, mikado.HiC_scaffold_7.0G870.1, mikado.HiC_scaffold_7.0G876.1, mikado.HiC_scaffold_7.0G872.1, mikado.HiC_scaffold_7.0G873.1, mikado.HiC_scaffold_7.0G869.1, mikado.HiC_scaffold_14.0G643.1, mikado.HiC_scaffold_21.0G1258.1, mikado.HiC_scaffold_21.0G1266.1, mikado.HiC_scaffold_2.0G1230.1, mikado.HiC_scaffold_2.0G1231.1	EVM0008792.1
OG0000164	mikado.HiC_scaffold_3.0G446.1	EVM0008030.1, EVM0007173.1
OG0000164	mikado.HiC_scaffold_10.0G24.1	EVM0021805.1, EVM0008131.1
OG0000165	mikado.HiC_scaffold_3.0G847.1, mikado.HiC_scaffold_9.0G889.1, mikado.HiC_scaffold_9.0G885.1, mikado.HiC_scaffold_14.0G1202.1, mikado.HiC_scaffold_14.0G1205.1	EVM0020289.1
OG0000165	mikado.HiC_scaffold_9.0G886.1, mikado.HiC_scaffold_9.0G888.1, mikado.HiC_scaffold_9.0G887.1	EVM0009839.1
OG0000166	mikado.HiC_scaffold_10.0G698.1	EVM0016205.1, EVM0009410.1
OG0000167	mikado.HiC_scaffold_14.0G80.1	EVM0001857.1
OG0000167	mikado.HiC_scaffold_4.0G741.1	EVM0009248.1, EVM0023656.1, EVM0007273.1, EVM0004726.1
OG0000168	mikado.HiC_scaffold_15.0G1994.1, mikado.HiC_scaffold_15.0G1996.1, mikado.HiC_scaffold_15.0G1995.1, mikado.HiC_scaffold_12.3160685G476.1, mikado.HiC_scaffold_7.0G1221.1, mikado.HiC_scaffold_7.0G1220.1, mikado.HiC_scaffold_7.0G1215.2, mikado.HiC_scaffold_7.0G1215.1, mikado.HiC_scaffold_7.0G1216.1, mikado.HiC_scaffold_12.3160685G475.1, mikado.HiC_scaffold_7.0G1219.1, mikado.HiC_scaffold_7.0G1218.1	EVM0004263.2
OG0000169	mikado.HiC_scaffold_10.0G207.1	EVM0012211.1, EVM0003290.1, EVM0001220.1
OG0000169	mikado.HiC_scaffold_21.0G639.1, mikado.HiC_scaffold_21.0G1250.1	EVM0019094.1, EVM0003987.1, EVM0022751.1
OG0000170	mikado.HiC_scaffold_10.0G841.1	EVM0015949.1
OG0000171	mikado.HiC_scaffold_15.0G338.1, mikado.HiC_scaffold_15.0G337.1, mikado.HiC_scaffold_15.0G331.1, mikado.HiC_scaffold_15.0G332.1, mikado.HiC_scaffold_15.0G330.1, mikado.HiC_scaffold_15.0G329.1, mikado.HiC_scaffold_15.0G336.1, mikado.HiC_scaffold_15.0G336.2, mikado.HiC_scaffold_15.0G335.1, mikado.HiC_scaffold_15.0G334.1, mikado.HiC_scaffold_15.0G333.1	EVM0004671.1, EVM0005247.1
OG0000172	mikado.HiC_scaffold_15.0G2523.1	EVM0020003.1
OG0000172	mikado.HiC_scaffold_15.0G1459.1, mikado.HiC_scaffold_15.0G1498.1, mikado.HiC_scaffold_15.0G1497.1	EVM0023327.1, EVM0000777.1, EVM0004142.1, EVM0004086.1
OG0000173	mikado.HiC_scaffold_18.0G1271.1	EVM0011714.1, EVM0019541.1, EVM0006283.1, EVM0010021.1, EVM0018769.1, EVM0005678.1, EVM0013503.1, EVM0019471.1, EVM0011754.1, EVM0021456.1, EVM0016329.1, EVM0004483.1
OG0000175	mikado.HiC_scaffold_21.0G143.1	EVM0001512.1, EVM0005850.1, EVM0007664.1, EVM0009177.1, EVM0012932.1, EVM0008941.1, EVM0000490.1, EVM0000706.1, EVM0005889.1, EVM0019338.1
OG0000176	mikado.HiC_scaffold_21.0G593.1	EVM0006522.1, EVM0009710.1, EVM0019501.1, EVM0021578.1, EVM0011233.1, EVM0002037.1, EVM0017661.1, EVM0013916.1, EVM0007689.1, EVM0007584.1
OG0000177	mikado.HiC_scaffold_336G1.1	EVM0000898.1, EVM0010044.1
OG0000178	mikado.HiC_scaffold_4346G4.1	EVM0002705.1, EVM0013584.1, EVM0006669.1, EVM0012948.1, EVM0007422.1, EVM0008273.1, EVM0006825.1, EVM0019019.1, EVM0020406.1
OG0000179	mikado.HiC_scaffold_8.8335562G100.1	EVM0023396.1
OG0000179	mikado.HiC_scaffold_8.8335562G932.5, mikado.HiC_scaffold_8.8335562G932.3, mikado.HiC_scaffold_8.8335562G932.1, mikado.HiC_scaffold_8.8335562G932.4, mikado.HiC_scaffold_8.8335562G932.2	EVM0013977.1
OG0000180	mikado.HiC_scaffold_8.8335562G417.1, mikado.HiC_scaffold_8.8335562G416.1, mikado.HiC_scaffold_8.8335562G419.1	EVM0022548.1, EVM0004833.1, EVM0006251.1, EVM0010935.1, EVM0018329.1, EVM0013403.1, EVM0023762.1, EVM0003909.1, EVM0015714.1
OG0000194	mikado.HiC_scaffold_21.0G821.1	EVM0012735.1
OG0000194	mikado.HiC_scaffold_21.0G128.1, mikado.HiC_scaffold_11.0G94.1, mikado.HiC_scaffold_11.0G103.1, mikado.HiC_scaffold_1.0G132.1, mikado.HiC_scaffold_11.0G91.1, mikado.HiC_scaffold_11.0G104.1, mikado.HiC_scaffold_11.0G93.1	EVM0001698.1, EVM0019963.1
OG0000197	mikado.HiC_scaffold_1.0G528.1	EVM0010020.1
OG0000197	mikado.HiC_scaffold_1.0G530.1	EVM0019569.1, EVM0011259.1
OG0000197	mikado.HiC_scaffold_8.8335562G358.1	EVM0016013.1
OG0000197	mikado.HiC_scaffold_5.0G638.1	EVM0014903.1, EVM0014361.1
OG0000199	mikado.HiC_scaffold_1.0G710.1, mikado.HiC_scaffold_1.0G707.1, mikado.HiC_scaffold_1.0G713.1, mikado.HiC_scaffold_1.0G704.1, mikado.HiC_scaffold_1.0G709.1, mikado.HiC_scaffold_1.0G638.1	EVM0019226.1, EVM0006095.1
OG0000199	mikado.HiC_scaffold_1.0G637.1, mikado.HiC_scaffold_1.0G714.1, mikado.HiC_scaffold_1.0G705.1, mikado.HiC_scaffold_1.0G741.1	EVM0002952.1
OG0000200	mikado.HiC_scaffold_1.0G731.1, mikado.HiC_scaffold_10.0G37.1, mikado.HiC_scaffold_10.0G27.1, mikado.HiC_scaffold_10.0G42.1, mikado.HiC_scaffold_10.0G109.1, mikado.HiC_scaffold_13.0G1006.1, mikado.HiC_scaffold_10.0G140.1, mikado.HiC_scaffold_16.0G1861.1, mikado.HiC_scaffold_10.0G602.1, mikado.HiC_scaffold_10.0G603.1, mikado.HiC_scaffold_10.0G110.1	EVM0017051.1
OG0000201	mikado.HiC_scaffold_11.0G592.1, mikado.HiC_scaffold_5.0G567.1, mikado.HiC_scaffold_5.0G566.1, mikado.HiC_scaffold_3.0G260.1, mikado.HiC_scaffold_1.0G851.1, mikado.HiC_scaffold_1.0G852.1, mikado.HiC_scaffold_3.0G861.1, mikado.HiC_scaffold_3.0G864.1, mikado.HiC_scaffold_18.0G1363.1, mikado.HiC_scaffold_19.0G763.1, mikado.HiC_scaffold_11.0G278.1, mikado.HiC_scaffold_11.0G276.1	EVM0023537.1
OG0000203	mikado.HiC_scaffold_2.0G129.1	EVM0000175.1, EVM0002225.1
OG0000203	mikado.HiC_scaffold_2.0G1237.1	EVM0009193.1
OG0000204	mikado.HiC_scaffold_15.0G876.1, mikado.HiC_scaffold_14.0G180.1, mikado.HiC_scaffold_8.8335562G1042.1, mikado.HiC_scaffold_4336G7.1, mikado.HiC_scaffold_2.0G321.1, mikado.HiC_scaffold_12.3160685G1259.1, mikado.HiC_scaffold_4.0G852.1, mikado.HiC_scaffold_5.0G260.1, mikado.HiC_scaffold_15.0G575.1, mikado.HiC_scaffold_15.0G965.1, mikado.HiC_scaffold_15.0G967.1	EVM0008533.1
OG0000205	mikado.HiC_scaffold_9.0G379.1, mikado.HiC_scaffold_9.0G378.1, mikado.HiC_scaffold_2.0G763.1, mikado.HiC_scaffold_14.0G314.1	EVM0023693.1, EVM0006108.1, EVM0002846.1, EVM0010510.1, EVM0006997.1
OG0000207	mikado.HiC_scaffold_2.0G1450.1, mikado.HiC_scaffold_19.0G865.1	EVM0020466.1
OG0000208	mikado.HiC_scaffold_3.0G32.1, mikado.HiC_scaffold_18.0G1439.1, mikado.HiC_scaffold_18.0G1435.1, mikado.HiC_scaffold_18.0G1438.1, mikado.HiC_scaffold_18.0G1437.1, mikado.HiC_scaffold_12.3160685G731.1, mikado.HiC_scaffold_12.3160685G732.1, mikado.HiC_scaffold_12.3160685G1473.1, mikado.HiC_scaffold_18.0G1436.1, mikado.HiC_scaffold_18.0G942.1	EVM0014073.1, EVM0021918.1
OG0000209	mikado.HiC_scaffold_3.0G402.1, mikado.HiC_scaffold_3.0G401.1, mikado.HiC_scaffold_3.0G406.1, mikado.HiC_scaffold_3.0G403.1	EVM0014181.1, EVM0003350.1
OG0000209	mikado.HiC_scaffold_3.0G408.1	EVM0002552.1
OG0000209	mikado.HiC_scaffold_3.0G247.1, mikado.HiC_scaffold_3.0G413.1, mikado.HiC_scaffold_3.0G429.1	EVM0003811.1
OG0000210	mikado.HiC_scaffold_4.0G915.1, mikado.HiC_scaffold_4.0G913.1, mikado.HiC_scaffold_4.0G343.1, mikado.HiC_scaffold_4.0G715.1, mikado.HiC_scaffold_4.0G951.1	EVM0022290.1, EVM0021186.1, EVM0016123.1, EVM0007947.1, EVM0002304.1, EVM0018473.1
OG0000211	mikado.HiC_scaffold_17.0G519.1, mikado.HiC_scaffold_5.0G1263.1, mikado.HiC_scaffold_17.0G520.1	EVM0007759.1
OG0000211	mikado.HiC_scaffold_17.0G524.1, mikado.HiC_scaffold_4.0G394.1	EVM0010811.1, EVM0014042.1, EVM0012314.1, EVM0001988.1
OG0000212	mikado.HiC_scaffold_4.0G749.1, mikado.HiC_scaffold_4.0G747.1	EVM0017312.1, EVM0006477.1, EVM0022749.1, EVM0021632.1, EVM0011971.1, EVM0002802.1, EVM0001044.1, EVM0006402.1
OG0000214	mikado.HiC_scaffold_7.0G1133.1, mikado.HiC_scaffold_7.0G1136.1	EVM0001351.1, EVM0015548.1, EVM0004812.1, EVM0014926.1, EVM0020993.1, EVM0023371.1, EVM0008810.1, EVM0021134.1, EVM0002010.1
OG0000216	mikado.HiC_scaffold_14.0G1193.1	EVM0008519.1
OG0000216	mikado.HiC_scaffold_8.8335562G246.1, mikado.HiC_scaffold_8.8335562G247.1, mikado.HiC_scaffold_8.8335562G245.1, mikado.HiC_scaffold_8.0G9.1, mikado.HiC_scaffold_8.0G50.1, mikado.HiC_scaffold_15.0G307.1	EVM0010565.1, EVM0023453.1, EVM0015478.1
OG0000217	mikado.HiC_scaffold_9.0G773.1	EVM0014622.1, EVM0014894.1
OG0000217	mikado.HiC_scaffold_10.0G373.1, mikado.HiC_scaffold_5.92308104G11.1, mikado.HiC_scaffold_19.0G79.1	EVM0003043.1, EVM0001676.1, EVM0020897.1, EVM0023088.1
OG0000218	mikado.HiC_scaffold_10.0G175.1	EVM0005228.1, EVM0005676.1
