HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N1.HOG0000147	OG0000068	n1		EVM0021180.1	KUTeg_007069
N1.HOG0000148	OG0000068	n7		EVM0017850.1, EVM0008811.1	KUTeg_003672, KUTeg_018738, KUTeg_018737
N1.HOG0000149	OG0000068	n11		EVM0014266.1, EVM0011395.1, EVM0019131.1	KUTeg_001953, KUTeg_005903, KUTeg_010581, KUTeg_001952, KUTeg_010580, KUTeg_001995
N1.HOG0000150	OG0000069	n1		EVM0005804.1, EVM0013442.1	KUTeg_024319, KUTeg_024320, KUTeg_024318
N1.HOG0000151	OG0000069	n5		EVM0018309.1	KUTeg_022363, KUTeg_021950, KUTeg_021949, KUTeg_022365, KUTeg_010608, KUTeg_022366, KUTeg_022364, KUTeg_010607, KUTeg_000917, KUTeg_005771, KUTeg_021951, KUTeg_022362, KUTeg_000918, KUTeg_022361
N1.HOG0000152	OG0000070	n0			KUTeg_011119
N1.HOG0000153	OG0000071	n0		EVM0006712.1, EVM0010806.1	KUTeg_017795
N1.HOG0000154	OG0000072	n5		EVM0015883.1, EVM0021860.1	
N1.HOG0000155	OG0000072	n7		EVM0021979.1	KUTeg_009563
N1.HOG0000156	OG0000072	n8		EVM0021526.1	KUTeg_008308
N1.HOG0000157	OG0000072	n9		EVM0010043.1, EVM0004666.1	KUTeg_014931
N1.HOG0000158	OG0000072	n11		EVM0014562.1, EVM0005376.1	KUTeg_002718
N1.HOG0000159	OG0000072	n16		EVM0000687.1	KUTeg_024688
N1.HOG0000160	OG0000073	n1		EVM0017308.1	KUTeg_013433
N1.HOG0000161	OG0000073	n6		EVM0001767.1	KUTeg_005058
N1.HOG0000162	OG0000074	n1			KUTeg_007306
N1.HOG0000163	OG0000074	n4			KUTeg_020903, KUTeg_015300
N1.HOG0000164	OG0000074	n6		EVM0001185.1	KUTeg_014669, KUTeg_015663, KUTeg_015596
N1.HOG0000165	OG0000074	n9		EVM0020724.1, EVM0009642.1, EVM0008812.1, EVM0000889.1, EVM0003348.1, EVM0020473.1, EVM0001063.1, EVM0015793.1	KUTeg_015534, KUTeg_017237
N1.HOG0000166	OG0000075	n1		EVM0013922.1	KUTeg_017808
N1.HOG0000167	OG0000075	n6		EVM0006736.1	KUTeg_000282, KUTeg_017553
N1.HOG0000168	OG0000075	n11		EVM0010182.1, EVM0001655.1, EVM0003089.1	
N1.HOG0000169	OG0000075	n14		EVM0000572.1, EVM0022397.1	KUTeg_017815
N1.HOG0000170	OG0000075	n16		EVM0021815.1, EVM0010173.1	
N1.HOG0000171	OG0000077	n1		EVM0008293.1	KUTeg_004573
N1.HOG0000172	OG0000077	n8		EVM0008172.1	
N1.HOG0000173	OG0000077	n12		EVM0013060.1	
N1.HOG0000174	OG0000077	n13		EVM0014407.1	
N1.HOG0000175	OG0000077	n14		EVM0021835.1, EVM0007930.1	KUTeg_012027, KUTeg_012026
N1.HOG0000176	OG0000078	n0		EVM0020689.1	KUTeg_002147, KUTeg_016964, KUTeg_012241, KUTeg_004970, KUTeg_007818, KUTeg_006233, KUTeg_004993, KUTeg_000265, KUTeg_009511, KUTeg_011764, KUTeg_021011, KUTeg_014162, KUTeg_015789, KUTeg_017459, KUTeg_019931, KUTeg_012120, KUTeg_020123
N1.HOG0000177	OG0000079	n1		EVM0018284.1	KUTeg_017390, KUTeg_000912
N1.HOG0000178	OG0000079	n7			KUTeg_011755, KUTeg_017589, KUTeg_002817
N1.HOG0000179	OG0000079	n10		EVM0010290.1	KUTeg_006216, KUTeg_016033, KUTeg_005373, KUTeg_017823, KUTeg_018841, KUTeg_003016, KUTeg_013500
N1.HOG0000180	OG0000080	n1		EVM0010046.1, EVM0010601.1	
N1.HOG0000181	OG0000080	n3			KUTeg_023899
N1.HOG0000182	OG0000080	n4			KUTeg_019133, KUTeg_006877, KUTeg_006529, KUTeg_017668, KUTeg_006532, KUTeg_021189, KUTeg_022530, KUTeg_023149, KUTeg_006531, KUTeg_011605, KUTeg_012412, KUTeg_002049, KUTeg_022529, KUTeg_011604
N1.HOG0000183	OG0000081	n3		EVM0012963.1, EVM0018023.1, EVM0016784.1, EVM0003222.1, EVM0017992.1, EVM0008147.1, EVM0003616.1, EVM0020848.1, EVM0008419.1	
N1.HOG0000184	OG0000081	n14		EVM0010642.1	KUTeg_023017
N1.HOG0000185	OG0000081	n15		EVM0004521.1, EVM0001972.1	KUTeg_022540
N1.HOG0000186	OG0000081	n17		EVM0014290.1	KUTeg_022539
N1.HOG0000187	OG0000082	n0		EVM0013651.1	KUTeg_023344, KUTeg_001656, KUTeg_022883, KUTeg_023536, KUTeg_018288, KUTeg_020776, KUTeg_014285, KUTeg_004018, KUTeg_017867, KUTeg_017862, KUTeg_018289, KUTeg_022882, KUTeg_001658, KUTeg_023343, KUTeg_014852, KUTeg_007690, KUTeg_004485, KUTeg_004253
N1.HOG0000188	OG0000083	n0			KUTeg_006490, KUTeg_014605, KUTeg_006081, KUTeg_006284, KUTeg_009154, KUTeg_002838, KUTeg_013868, KUTeg_002839, KUTeg_006344, KUTeg_000579, KUTeg_000575, KUTeg_005711, KUTeg_010583, KUTeg_022568, KUTeg_017267, KUTeg_001240, KUTeg_006491, KUTeg_022276, KUTeg_006334
N1.HOG0000189	OG0000084	n0			KUTeg_017623, KUTeg_018677, KUTeg_013117, KUTeg_018769, KUTeg_013115, KUTeg_022572, KUTeg_018678, KUTeg_001123, KUTeg_006972, KUTeg_009271, KUTeg_007231, KUTeg_005677, KUTeg_005682, KUTeg_005678, KUTeg_014600, KUTeg_020151, KUTeg_001306, KUTeg_007224, KUTeg_022575
N1.HOG0000190	OG0000085	n1		EVM0010894.1	
N1.HOG0000191	OG0000085	n2		EVM0017387.1, EVM0002764.1, EVM0020792.1, EVM0012830.1, EVM0006055.1, EVM0012321.1, EVM0019116.1, EVM0000469.1, EVM0020673.1, EVM0005246.1, EVM0021679.1, EVM0005361.1, EVM0001660.1, EVM0012596.1	KUTeg_014545
N1.HOG0000192	OG0000086	n1		EVM0009778.1	
N1.HOG0000193	OG0000086	n12		EVM0010907.1	
N1.HOG0000194	OG0000087	n1		EVM0007021.1	
N1.HOG0000195	OG0000087	n3		EVM0012017.1	KUTeg_019390, KUTeg_018929
N1.HOG0000196	OG0000087	n5		EVM0017486.1	KUTeg_019391, KUTeg_019393, KUTeg_018928, KUTeg_018925
N1.HOG0000197	OG0000088	n1			KUTeg_018774, KUTeg_015879
N1.HOG0000198	OG0000088	n7			KUTeg_000315
N1.HOG0000199	OG0000088	n8			KUTeg_000098
N1.HOG0000200	OG0000088	n10			KUTeg_022816, KUTeg_006602, KUTeg_003771
N1.HOG0000201	OG0000088	n14			KUTeg_000316
N1.HOG0000202	OG0000089	n0		EVM0001006.1	
N1.HOG0000203	OG0000090	n0		EVM0020531.1, EVM0017814.1, EVM0001626.1, EVM0004762.1, EVM0003553.1, EVM0007030.1, EVM0018529.1, EVM0004219.1, EVM0011179.1, EVM0002746.1, EVM0001663.1, EVM0018962.1, EVM0011701.1, EVM0009012.1, EVM0020069.1, EVM0022173.1	KUTeg_020672
N1.HOG0000204	OG0000091	n0			KUTeg_021792, KUTeg_005860, KUTeg_012044, KUTeg_012273, KUTeg_012284, KUTeg_012272, KUTeg_014878, KUTeg_017392, KUTeg_014881, KUTeg_011736, KUTeg_009010, KUTeg_005053, KUTeg_017394, KUTeg_017397, KUTeg_022534, KUTeg_017399, KUTeg_018666
N1.HOG0000205	OG0000092	n0		EVM0017408.1, EVM0019712.1, EVM0010874.1, EVM0020255.1, EVM0000260.1, EVM0007135.1, EVM0012481.1, EVM0018475.1, EVM0020843.1, EVM0005575.1, EVM0002616.1, EVM0018074.1, EVM0000280.1, EVM0014619.1, EVM0001368.1, EVM0013643.1	KUTeg_022498
N1.HOG0000206	OG0000093	n3		EVM0011437.1, EVM0017277.1	
N1.HOG0000207	OG0000093	n5		EVM0012891.1, EVM0016624.1, EVM0014980.1	
N1.HOG0000208	OG0000093	n8		EVM0008514.1, EVM0013274.1	KUTeg_006191, KUTeg_003335, KUTeg_003342
N1.HOG0000209	OG0000093	n12		EVM0019466.1, EVM0005551.1	KUTeg_015790, KUTeg_015764, KUTeg_015791, KUTeg_015783
N1.HOG0000210	OG0000094	n1		EVM0003890.1	KUTeg_015116
N1.HOG0000211	OG0000094	n2		EVM0006419.1	KUTeg_015289, KUTeg_020482, KUTeg_015281, KUTeg_009255, KUTeg_000949, KUTeg_002884, KUTeg_020483, KUTeg_015282, KUTeg_006446, KUTeg_011131, KUTeg_005691, KUTeg_015288, KUTeg_009011, KUTeg_017655, KUTeg_020777
N1.HOG0000212	OG0000095	n1		EVM0002668.1	KUTeg_003027, KUTeg_024270
N1.HOG0000213	OG0000095	n3		EVM0014631.1	KUTeg_018423, KUTeg_021789, KUTeg_008455, KUTeg_017372, KUTeg_017371, KUTeg_011423, KUTeg_018456, KUTeg_018034, KUTeg_008946, KUTeg_007472, KUTeg_015470, KUTeg_008200, KUTeg_002181, KUTeg_005258
N1.HOG0000214	OG0000096	n0			KUTeg_002628, KUTeg_017537, KUTeg_011567, KUTeg_021292, KUTeg_009745, KUTeg_016035, KUTeg_005436, KUTeg_001379, KUTeg_001275, KUTeg_011506, KUTeg_010741, KUTeg_010885, KUTeg_009353, KUTeg_005160, KUTeg_010625, KUTeg_000871, KUTeg_005745, KUTeg_011510
N1.HOG0000215	OG0000097	n1		EVM0017327.1, EVM0012287.1	KUTeg_022931
N1.HOG0000216	OG0000097	n6		EVM0015443.1	KUTeg_019521, KUTeg_004656
N1.HOG0000217	OG0000097	n8		EVM0014957.1	KUTeg_019522
N1.HOG0000218	OG0000098	n1		EVM0012984.1	KUTeg_021689
N1.HOG0000219	OG0000098	n6		EVM0006556.1, EVM0003062.1, EVM0001403.1	
N1.HOG0000220	OG0000098	n9		EVM0007504.1	KUTeg_009770
N1.HOG0000221	OG0000098	n13		EVM0003931.1	KUTeg_002553
N1.HOG0000222	OG0000098	n14		EVM0019633.1	KUTeg_002552
N1.HOG0000223	OG0000098	n15		EVM0018836.1, EVM0004285.1	
N1.HOG0000224	OG0000099	n0		EVM0007976.1	
N1.HOG0000225	OG0000100	n1		EVM0023515.1, EVM0018410.1	KUTeg_013281
N1.HOG0000226	OG0000100	n5		EVM0012043.1, EVM0022507.1	
N1.HOG0000227	OG0000100	n10		EVM0011206.1	KUTeg_011871, KUTeg_018786, KUTeg_015206, KUTeg_019253
N1.HOG0000228	OG0000101	n1		EVM0019836.1	KUTeg_009352, KUTeg_016550
N1.HOG0000229	OG0000101	n4		EVM0002094.1, EVM0006286.1, EVM0013635.1, EVM0008566.1	KUTeg_009351, KUTeg_009348, KUTeg_009350, KUTeg_002732, KUTeg_009349, KUTeg_009347
N1.HOG0000230	OG0000102	n1		EVM0003119.1	KUTeg_018485, KUTeg_018483
N1.HOG0000231	OG0000102	n4		EVM0009890.1	KUTeg_021205, KUTeg_020343, KUTeg_023106, KUTeg_014934, KUTeg_000817, KUTeg_020853, KUTeg_007334, KUTeg_002826, KUTeg_017644, KUTeg_015608, KUTeg_015609
N1.HOG0000232	OG0000103	n0		EVM0013891.1, EVM0009335.1, EVM0005154.1, EVM0023919.1, EVM0020062.1, EVM0010323.1, EVM0000499.1, EVM0015204.1, EVM0001983.1, EVM0014844.1, EVM0002767.1, EVM0012378.1, EVM0018411.1, EVM0000234.1, EVM0005301.1	KUTeg_017900
N1.HOG0000233	OG0000104	n0		EVM0010708.1, EVM0023962.1, EVM0009733.1, EVM0010577.1, EVM0002506.1, EVM0023994.1, EVM0001646.1, EVM0017890.1, EVM0014615.1, EVM0011257.1, EVM0007024.1, EVM0013337.1, EVM0020022.1, EVM0020457.1	KUTeg_024730, KUTeg_010841
N1.HOG0000234	OG0000105	n1			KUTeg_009569
N1.HOG0000235	OG0000105	n4			KUTeg_021518, KUTeg_018676
N1.HOG0000236	OG0000105	n6			KUTeg_018686
N1.HOG0000237	OG0000105	n7		EVM0021403.1	KUTeg_012048, KUTeg_012043, KUTeg_011738, KUTeg_005662
N1.HOG0000238	OG0000105	n12			KUTeg_021465, KUTeg_009095, KUTeg_014835, KUTeg_000999
N1.HOG0000239	OG0000106	n1		EVM0009906.1	KUTeg_014945
N1.HOG0000240	OG0000106	n2		EVM0012868.1, EVM0007910.1, EVM0014066.1, EVM0021622.1, EVM0010123.1, EVM0023156.1, EVM0007348.1, EVM0018602.1, EVM0013695.1, EVM0014479.1, EVM0018091.1, EVM0012310.1, EVM0020722.1, EVM0023787.1	KUTeg_022216
N1.HOG0000241	OG0000107	n0		EVM0017265.1	KUTeg_018492
N1.HOG0000242	OG0000108	n0			KUTeg_006147
N1.HOG0000243	OG0000109	n1		EVM0020223.1	
N1.HOG0000244	OG0000109	n2		EVM0001366.1	
N1.HOG0000245	OG0000110	n0		EVM0012379.1, EVM0003556.1, EVM0018943.1	KUTeg_020928, KUTeg_018010, KUTeg_013064, KUTeg_000015, KUTeg_019790, KUTeg_007300
N1.HOG0000246	OG0000112	n0		EVM0015521.1, EVM0016184.1	KUTeg_000832, KUTeg_017558, KUTeg_017559, KUTeg_006398, KUTeg_006395, KUTeg_006037, KUTeg_006396, KUTeg_006035, KUTeg_006401, KUTeg_006033, KUTeg_006034, KUTeg_006397, KUTeg_006402
N1.HOG0000247	OG0000113	n2		EVM0015727.1	KUTeg_022019, KUTeg_015684
N1.HOG0000248	OG0000113	n4		EVM0015755.1, EVM0006384.1, EVM0014022.1	KUTeg_000515
N1.HOG0000249	OG0000114	n0			KUTeg_022818
N1.HOG0000250	OG0000116	n0		EVM0021534.1	
N1.HOG0000251	OG0000118	n1		EVM0020190.1	
N1.HOG0000252	OG0000118	n2		EVM0021012.1, EVM0003364.1, EVM0009480.1, EVM0013409.1, EVM0018389.1, EVM0000014.1, EVM0005134.1, EVM0002527.1	
N1.HOG0000253	OG0000119	n1			KUTeg_018933
N1.HOG0000254	OG0000119	n3			KUTeg_020020
N1.HOG0000255	OG0000119	n8		EVM0008575.1, EVM0002511.1	KUTeg_019045
N1.HOG0000256	OG0000120	n0		EVM0023981.1	KUTeg_018571, KUTeg_012111, KUTeg_002114, KUTeg_022061, KUTeg_008706, KUTeg_004928, KUTeg_023433, KUTeg_022060, KUTeg_019815, KUTeg_018797, KUTeg_018793, KUTeg_018317, KUTeg_000030, KUTeg_021607
N1.HOG0000257	OG0000121	n1		EVM0012737.1	KUTeg_020537
N1.HOG0000258	OG0000121	n4		EVM0023424.1	
N1.HOG0000259	OG0000121	n6		EVM0000107.1	KUTeg_020535
N1.HOG0000260	OG0000121	n10		EVM0002434.1	
N1.HOG0000261	OG0000121	n11		EVM0001094.1	KUTeg_021375, KUTeg_021169, KUTeg_021166
N1.HOG0000262	OG0000122	n3		EVM0001842.1	KUTeg_014156
N1.HOG0000263	OG0000122	n7		EVM0007019.1	KUTeg_006010, KUTeg_016120, KUTeg_003676
N1.HOG0000264	OG0000122	n10		EVM0000955.1	KUTeg_006325
N1.HOG0000265	OG0000122	n11		EVM0023172.1, EVM0008879.1, EVM0000641.1, EVM0002500.1, EVM0020266.1	
N1.HOG0000266	OG0000123	n1		EVM0006636.1	KUTeg_023317, KUTeg_023004, KUTeg_023316, KUTeg_023138
N1.HOG0000267	OG0000123	n6		EVM0018567.1	KUTeg_023133, KUTeg_023448, KUTeg_023139, KUTeg_023001, KUTeg_023005, KUTeg_022998, KUTeg_023457, KUTeg_023456
N1.HOG0000268	OG0000124	n0		EVM0002229.1, EVM0000734.1, EVM0010476.1, EVM0007619.1, EVM0022513.1, EVM0020836.1, EVM0000736.1, EVM0021847.1, EVM0015249.1, EVM0020315.1, EVM0008935.1, EVM0000807.1, EVM0017550.1, EVM0012308.1, EVM0007143.1, EVM0016368.1	
N1.HOG0000269	OG0000125	n0		EVM0000529.1, EVM0016371.1, EVM0003417.1, EVM0019788.1, EVM0015948.1, EVM0013594.1, EVM0022585.1, EVM0012396.1, EVM0003045.1, EVM0007783.1, EVM0002651.1, EVM0010500.1, EVM0002703.1, EVM0001007.1, EVM0000972.1, EVM0009788.1	
N1.HOG0000270	OG0000126	n0		EVM0009767.1	KUTeg_005719, KUTeg_017402, KUTeg_022934, KUTeg_012655, KUTeg_023026, KUTeg_022461, KUTeg_024184, KUTeg_008674, KUTeg_020480, KUTeg_014425, KUTeg_013401, KUTeg_022388, KUTeg_024185, KUTeg_008677, KUTeg_006918
N1.HOG0000271	OG0000127	n0			KUTeg_019544, KUTeg_021922, KUTeg_021731, KUTeg_012612, KUTeg_019292, KUTeg_012281, KUTeg_012180, KUTeg_016538, KUTeg_013859, KUTeg_002879, KUTeg_014647, KUTeg_007763, KUTeg_011498, KUTeg_021341, KUTeg_007762, KUTeg_018512
N1.HOG0000272	OG0000128	n1		EVM0014515.1	KUTeg_015107
N1.HOG0000273	OG0000128	n3		EVM0023115.1, EVM0016623.1	KUTeg_015331
N1.HOG0000274	OG0000129	n5		EVM0023208.1, EVM0001577.1	KUTeg_025022
N1.HOG0000275	OG0000129	n7		EVM0012295.1	KUTeg_005048
N1.HOG0000276	OG0000129	n8		EVM0007165.1, EVM0002376.1, EVM0022095.1, EVM0006506.1	
N1.HOG0000277	OG0000129	n11		EVM0020032.1	KUTeg_005047, KUTeg_001200, KUTeg_010582
N1.HOG0000278	OG0000130	n1		EVM0015155.1	KUTeg_023898
N1.HOG0000279	OG0000130	n5		EVM0007866.1, EVM0008874.1, EVM0002772.1, EVM0004030.1	
N1.HOG0000280	OG0000131	n0		EVM0020370.1	
N1.HOG0000281	OG0000132	n0		EVM0021965.1	KUTeg_012534, KUTeg_013291, KUTeg_021920, KUTeg_021921, KUTeg_002672, KUTeg_001756, KUTeg_021585, KUTeg_022304, KUTeg_011601
N1.HOG0000282	OG0000133	n1		EVM0002882.1	
N1.HOG0000283	OG0000133	n4		EVM0019489.1	
N1.HOG0000284	OG0000135	n1		EVM0018574.1, EVM0011348.1, EVM0016667.1, EVM0019635.1, EVM0016105.1, EVM0012756.1	
N1.HOG0000285	OG0000135	n7		EVM0007734.1, EVM0008010.1, EVM0001300.1, EVM0014657.1, EVM0012629.1, EVM0013524.1, EVM0022108.1	
N1.HOG0000286	OG0000136	n6		EVM0010434.1, EVM0010976.1	
N1.HOG0000287	OG0000136	n8		EVM0004463.1, EVM0006515.1, EVM0005137.1	KUTeg_009842
N1.HOG0000288	OG0000136	n11		EVM0022560.1	KUTeg_009844
N1.HOG0000289	OG0000136	n12		EVM0021202.1	KUTeg_009843, KUTeg_005453
N1.HOG0000290	OG0000138	n1		EVM0013366.1	
N1.HOG0000291	OG0000138	n2		EVM0006199.1, EVM0018316.1	
N1.HOG0000292	OG0000139	n1		EVM0018740.1	KUTeg_024000
N1.HOG0000293	OG0000139	n4		EVM0005028.1	
N1.HOG0000294	OG0000139	n9		EVM0005046.1	
N1.HOG0000295	OG0000139	n11		EVM0016925.1	
N1.HOG0000296	OG0000139	n12		EVM0010081.1	KUTeg_012214
N1.HOG0000297	OG0000141	n0			KUTeg_023113
N1.HOG0000298	OG0000142	n1		EVM0020904.1	KUTeg_010679, KUTeg_009638, KUTeg_010678, KUTeg_006835, KUTeg_018767
N1.HOG0000299	OG0000142	n8			KUTeg_015204, KUTeg_017364, KUTeg_006834, KUTeg_010427, KUTeg_017361, KUTeg_015462
N1.HOG0000300	OG0000143	n1		EVM0000243.1	
N1.HOG0000301	OG0000143	n2		EVM0010621.1	KUTeg_010218
N1.HOG0000302	OG0000144	n1		EVM0016570.1	KUTeg_005399
N1.HOG0000303	OG0000144	n4		EVM0000230.1	KUTeg_023877
N1.HOG0000304	OG0000144	n6		EVM0006619.1	KUTeg_010812, KUTeg_014793, KUTeg_010815
N1.HOG0000305	OG0000144	n10		EVM0008102.1	KUTeg_003419
N1.HOG0000306	OG0000145	n1		EVM0012614.1	KUTeg_017058
N1.HOG0000307	OG0000145	n4		EVM0003912.1	KUTeg_017055, KUTeg_017057
N1.HOG0000308	OG0000145	n8		EVM0008138.1	KUTeg_000890
N1.HOG0000309	OG0000145	n11		EVM0008602.4	KUTeg_016879
N1.HOG0000310	OG0000146	n1		EVM0002477.1, EVM0010816.1	KUTeg_021362
N1.HOG0000311	OG0000146	n4		EVM0012915.1, EVM0012578.1, EVM0002653.1, EVM0003747.1, EVM0015869.1, EVM0006240.1, EVM0005897.1	KUTeg_021135, KUTeg_021203
N1.HOG0000312	OG0000147	n1			KUTeg_017788
N1.HOG0000313	OG0000147	n5			KUTeg_019039, KUTeg_023538
N1.HOG0000314	OG0000147	n7			KUTeg_018699, KUTeg_018670
N1.HOG0000315	OG0000147	n9			KUTeg_013604, KUTeg_011748
N1.HOG0000316	OG0000147	n11			KUTeg_000913
N1.HOG0000317	OG0000147	n12		EVM0002333.1	KUTeg_008353, KUTeg_001387
N1.HOG0000318	OG0000148	n3		EVM0012374.1	KUTeg_013095
N1.HOG0000319	OG0000148	n5		EVM0003025.1	KUTeg_021567
N1.HOG0000320	OG0000148	n8		EVM0006502.1	KUTeg_021699
N1.HOG0000321	OG0000148	n9		EVM0017243.1, EVM0013058.1, EVM0006678.1, EVM0011156.1, EVM0005564.1	KUTeg_003770
N1.HOG0000322	OG0000150	n0			KUTeg_015533, KUTeg_015531, KUTeg_015530, KUTeg_014939, KUTeg_015268, KUTeg_015453, KUTeg_015354, KUTeg_015089, KUTeg_015265, KUTeg_014937, KUTeg_015266, KUTeg_014936, KUTeg_015088, KUTeg_015267
N1.HOG0000323	OG0000151	n0		EVM0011419.1	KUTeg_001024, KUTeg_005893, KUTeg_015130, KUTeg_005891, KUTeg_005894, KUTeg_001023, KUTeg_005897, KUTeg_015457, KUTeg_006536, KUTeg_011352, KUTeg_001021, KUTeg_015456, KUTeg_005890
N1.HOG0000324	OG0000152	n0		EVM0019845.1, EVM0016226.1	KUTeg_017600, KUTeg_001828, KUTeg_007764, KUTeg_017599, KUTeg_013858, KUTeg_002882, KUTeg_016055, KUTeg_018657, KUTeg_019099, KUTeg_022554, KUTeg_018658, KUTeg_019293
N1.HOG0000325	OG0000153	n1		EVM0023311.1	KUTeg_006314
N1.HOG0000326	OG0000153	n3			KUTeg_006855, KUTeg_006854, KUTeg_009931, KUTeg_009732, KUTeg_009429, KUTeg_010176, KUTeg_010175, KUTeg_009423, KUTeg_009934, KUTeg_009932, KUTeg_017965
N1.HOG0000327	OG0000154	n1		EVM0010301.1, EVM0007086.1	KUTeg_021786
N1.HOG0000328	OG0000154	n7		EVM0009716.1	KUTeg_021857, KUTeg_021859
N1.HOG0000329	OG0000154	n10		EVM0023409.1, EVM0007714.1	KUTeg_014479
N1.HOG0000330	OG0000154	n12		EVM0016761.1, EVM0003108.1	
N1.HOG0000331	OG0000155	n0		EVM0011229.1, EVM0021208.1, EVM0022954.1	KUTeg_012702, KUTeg_011899, KUTeg_012698, KUTeg_012696, KUTeg_011900, KUTeg_012693, KUTeg_003485, KUTeg_011897, KUTeg_012697, KUTeg_012701, KUTeg_012700
N1.HOG0000332	OG0000156	n0		EVM0005453.1, EVM0017522.1, EVM0023983.1, EVM0006857.1, EVM0018186.1, EVM0000110.1, EVM0013445.1, EVM0014623.1, EVM0006694.1, EVM0021952.1, EVM0000095.1, EVM0012027.1, EVM0005377.1, EVM0021583.1	KUTeg_023897
N1.HOG0000333	OG0000157	n1		EVM0011802.1	KUTeg_004775
N1.HOG0000334	OG0000157	n3		EVM0007277.1, EVM0013456.1	
N1.HOG0000335	OG0000157	n5		EVM0014059.1, EVM0006875.1	KUTeg_005465
N1.HOG0000336	OG0000157	n7		EVM0009989.1, EVM0004557.1, EVM0013186.1, EVM0008472.1, EVM0015163.1, EVM0016449.1, EVM0011607.1	KUTeg_008728
N1.HOG0000337	OG0000158	n1		EVM0023238.1	KUTeg_017679
N1.HOG0000338	OG0000158	n2		EVM0008178.1	KUTeg_020340, KUTeg_018644, KUTeg_011703, KUTeg_024503, KUTeg_014720, KUTeg_020907, KUTeg_011704, KUTeg_018181, KUTeg_020339, KUTeg_017675, KUTeg_014723, KUTeg_020906
N1.HOG0000339	OG0000159	n0			KUTeg_001105, KUTeg_005881, KUTeg_010637, KUTeg_001103, KUTeg_008069, KUTeg_010639, KUTeg_015678, KUTeg_008401, KUTeg_006099, KUTeg_010635, KUTeg_005937, KUTeg_009301, KUTeg_011272, KUTeg_011275, KUTeg_001216
N1.HOG0000340	OG0000161	n0		EVM0005401.1	
N1.HOG0000341	OG0000162	n0		EVM0008792.1	
N1.HOG0000342	OG0000163	n0			KUTeg_021773
N1.HOG0000343	OG0000164	n1		EVM0008030.1, EVM0007173.1	KUTeg_002149, KUTeg_009846
N1.HOG0000344	OG0000164	n6		EVM0021805.1, EVM0008131.1	KUTeg_005901, KUTeg_012243
N1.HOG0000345	OG0000164	n10		EVM0008531.1, EVM0021104.1	KUTeg_012622, KUTeg_003329
N1.HOG0000346	OG0000165	n3			KUTeg_000719
N1.HOG0000347	OG0000165	n4			KUTeg_000216
N1.HOG0000348	OG0000165	n8		EVM0009839.1	KUTeg_000220, KUTeg_000215
N1.HOG0000349	OG0000166	n1		EVM0016205.1, EVM0009410.1	
N1.HOG0000350	OG0000166	n5		EVM0012702.1	KUTeg_015451
N1.HOG0000351	OG0000166	n6		EVM0009435.1	KUTeg_002232
N1.HOG0000352	OG0000166	n7			KUTeg_002099
N1.HOG0000353	OG0000167	n1			KUTeg_022168
N1.HOG0000354	OG0000167	n5		EVM0001857.1	
N1.HOG0000355	OG0000167	n8		EVM0009248.1, EVM0023656.1	KUTeg_011917, KUTeg_004191
N1.HOG0000356	OG0000167	n11		EVM0007273.1, EVM0004726.1	KUTeg_014636
N1.HOG0000357	OG0000168	n0		EVM0004263.2	KUTeg_008815
N1.HOG0000358	OG0000169	n1		EVM0012211.1, EVM0003290.1, EVM0001220.1	KUTeg_003802, KUTeg_021032
N1.HOG0000359	OG0000169	n10		EVM0019094.1	KUTeg_015356
N1.HOG0000360	OG0000169	n11		EVM0003987.1	KUTeg_015353
N1.HOG0000361	OG0000169	n12		EVM0022751.1	KUTeg_008534
N1.HOG0000362	OG0000170	n0		EVM0015949.1	KUTeg_021391, KUTeg_019787, KUTeg_018510, KUTeg_005679, KUTeg_011679, KUTeg_024139, KUTeg_005697, KUTeg_018186, KUTeg_021916, KUTeg_021915, KUTeg_018509, KUTeg_018188
N1.HOG0000363	OG0000171	n0		EVM0004671.1, EVM0005247.1	KUTeg_020295
N1.HOG0000364	OG0000172	n1		EVM0020003.1	
N1.HOG0000365	OG0000172	n4			KUTeg_012613, KUTeg_011642
N1.HOG0000366	OG0000172	n6			KUTeg_019129, KUTeg_024105, KUTeg_024104
N1.HOG0000367	OG0000172	n10		EVM0023327.1, EVM0000777.1, EVM0004142.1, EVM0004086.1	
N1.HOG0000368	OG0000173	n0		EVM0011714.1, EVM0019541.1, EVM0006283.1, EVM0010021.1, EVM0018769.1, EVM0005678.1, EVM0013503.1, EVM0019471.1, EVM0011754.1, EVM0021456.1, EVM0016329.1, EVM0004483.1	KUTeg_019540
N1.HOG0000369	OG0000174	n0			KUTeg_008107, KUTeg_011731, KUTeg_013617, KUTeg_017984, KUTeg_018762, KUTeg_010553, KUTeg_007016, KUTeg_016812, KUTeg_018318, KUTeg_000026, KUTeg_010664, KUTeg_010011, KUTeg_022699
N1.HOG0000370	OG0000175	n2		EVM0001512.1	KUTeg_009288
N1.HOG0000371	OG0000175	n5		EVM0005850.1	KUTeg_001720
N1.HOG0000372	OG0000175	n6		EVM0007664.1, EVM0009177.1, EVM0012932.1, EVM0008941.1	KUTeg_023870
N1.HOG0000373	OG0000175	n10		EVM0000490.1, EVM0000706.1, EVM0005889.1, EVM0019338.1	
