Orthogroup	Species	Tgra	Orthologs
OG0000051	Sbro	KUTeg_006272, KUTeg_006273	EVM0022587.1, EVM0009085.1, EVM0010112.1, EVM0015381.1, EVM0012247.1, EVM0017517.1, EVM0001257.1, EVM0004920.1, EVM0014552.1
OG0000051	Azeb	KUTeg_018204	mikado.HiC_scaffold_16.0G571.1
OG0000053	Azeb	KUTeg_011580, KUTeg_018730	mikado.HiC_scaffold_11.0G428.1
OG0000053	Sbro	KUTeg_011580	EVM0002259.1, EVM0002302.1, EVM0003088.1
OG0000053	Sbro	KUTeg_018730	EVM0018361.1, EVM0021914.1, EVM0014760.1, EVM0012055.1, EVM0001437.1
OG0000054	Sbro	KUTeg_005028	EVM0000973.1
OG0000054	Sbro	KUTeg_011874	EVM0012640.1, EVM0020209.1
OG0000054	Sbro	KUTeg_010505	EVM0006242.1
OG0000054	Sbro	KUTeg_022020	EVM0001874.1
OG0000057	Azeb	KUTeg_021728, KUTeg_021727, KUTeg_011578, KUTeg_015516, KUTeg_015685, KUTeg_021729, KUTeg_009250, KUTeg_022137, KUTeg_021730, KUTeg_011271, KUTeg_009251, KUTeg_005930, KUTeg_005931, KUTeg_005921, KUTeg_018711, KUTeg_005922	mikado.HiC_scaffold_1.0G1040.1
OG0000057	Sbro	KUTeg_011578, KUTeg_015516, KUTeg_015685, KUTeg_021729, KUTeg_009250	EVM0008236.1, EVM0015047.1
OG0000057	Sbro	KUTeg_022137, KUTeg_021730, KUTeg_011271	EVM0023434.1, EVM0014687.1, EVM0023655.1
OG0000058	Azeb	KUTeg_000455	mikado.HiC_scaffold_4.0G650.1, mikado.HiC_scaffold_3.0G878.1, mikado.HiC_scaffold_3.0G879.1, mikado.HiC_scaffold_3.0G877.1, mikado.HiC_scaffold_3.0G876.1, mikado.HiC_scaffold_14.0G452.1, mikado.HiC_scaffold_11.0G493.2, mikado.HiC_scaffold_11.0G493.1, mikado.HiC_scaffold_11.0G492.1, mikado.HiC_scaffold_2.0G1457.1, mikado.HiC_scaffold_3.0G117.1, mikado.HiC_scaffold_3.0G118.1, mikado.HiC_scaffold_4.0G249.1, mikado.HiC_scaffold_5.0G994.1, mikado.HiC_scaffold_3.0G115.1, mikado.HiC_scaffold_3.0G116.1, mikado.HiC_scaffold_4.0G808.1, mikado.HiC_scaffold_12.3160685G782.1, mikado.HiC_scaffold_5.0G1182.1, mikado.HiC_scaffold_3.0G119.2, mikado.HiC_scaffold_3.0G119.1
OG0000059	Azeb	KUTeg_006568, KUTeg_021487, KUTeg_018649, KUTeg_024378, KUTeg_010543, KUTeg_014627, KUTeg_021482, KUTeg_011155, KUTeg_007066, KUTeg_021686, KUTeg_001325, KUTeg_023042, KUTeg_009263, KUTeg_018729, KUTeg_017221, KUTeg_012417, KUTeg_002815, KUTeg_012681, KUTeg_012799, KUTeg_022396	mikado.HiC_scaffold_12.3160685G1339.1, mikado.HiC_scaffold_17.0G941.1
OG0000060	Azeb	KUTeg_019516	mikado.HiC_scaffold_18.0G685.1, mikado.HiC_scaffold_19.0G1172.1, mikado.HiC_scaffold_19.0G1171.1, mikado.HiC_scaffold_4.0G646.1, mikado.HiC_scaffold_18.0G985.1, mikado.HiC_scaffold_12.3160685G1595.1, mikado.HiC_scaffold_21.0G631.1, mikado.HiC_scaffold_19.0G1173.1, mikado.HiC_scaffold_12.3160685G1380.1, mikado.HiC_scaffold_407G2.1, mikado.HiC_scaffold_19.0G1204.1, mikado.HiC_scaffold_21.0G662.1, mikado.HiC_scaffold_18.0G1204.1, mikado.HiC_scaffold_18.0G674.1, mikado.HiC_scaffold_18.0G673.1, mikado.HiC_scaffold_18.0G675.1, mikado.HiC_scaffold_18.0G1203.1, mikado.HiC_scaffold_18.0G1202.1, mikado.HiC_scaffold_18.0G784.1, mikado.HiC_scaffold_16.0G1671.1
OG0000061	Sbro	KUTeg_011450	EVM0005727.1
OG0000061	Sbro	KUTeg_022610	EVM0002745.1, EVM0015465.1, EVM0021230.1, EVM0006341.1, EVM0006115.1, EVM0013956.1, EVM0020760.1, EVM0010581.1, EVM0011537.1, EVM0004546.1, EVM0020997.1, EVM0001962.1, EVM0010135.1, EVM0014964.1, EVM0023194.1, EVM0015819.1, EVM0020125.1, EVM0015984.1
OG0000063	Azeb	KUTeg_000260, KUTeg_017892, KUTeg_019696	mikado.HiC_scaffold_2.0G180.1, mikado.HiC_scaffold_15.0G377.1, mikado.HiC_scaffold_16.0G1849.1
OG0000063	Sbro	KUTeg_017892	EVM0021990.1, EVM0016474.1
OG0000063	Sbro	KUTeg_019696	EVM0007589.1, EVM0023568.1, EVM0020227.1, EVM0008856.1, EVM0005502.1, EVM0009125.1, EVM0003491.1, EVM0009334.1, EVM0012408.1, EVM0000486.1, EVM0004190.1, EVM0001158.1
OG0000064	Azeb	KUTeg_021868, KUTeg_019255, KUTeg_023895, KUTeg_022012, KUTeg_015028, KUTeg_011555, KUTeg_009274, KUTeg_012983, KUTeg_007932, KUTeg_014484, KUTeg_013899, KUTeg_011557, KUTeg_019252, KUTeg_002733, KUTeg_023894, KUTeg_006312, KUTeg_022017, KUTeg_022243, KUTeg_006313	mikado.HiC_scaffold_2.0G603.1
OG0000066	Azeb	KUTeg_002749, KUTeg_007435, KUTeg_010548, KUTeg_021742, KUTeg_014677, KUTeg_017628, KUTeg_003053, KUTeg_018207	mikado.HiC_scaffold_3.0G862.1
OG0000066	Sbro	KUTeg_007435	EVM0011991.1, EVM0021293.1, EVM0007973.1, EVM0015306.1
OG0000066	Sbro	KUTeg_010548, KUTeg_021742, KUTeg_014677, KUTeg_017628, KUTeg_003053, KUTeg_018207	EVM0005772.1, EVM0011089.1, EVM0006757.1
OG0000067	Azeb	KUTeg_015232	mikado.HiC_scaffold_4.0G397.1
OG0000067	Sbro	KUTeg_015232	EVM0004350.1
OG0000067	Azeb	KUTeg_011148, KUTeg_011152, KUTeg_021293, KUTeg_015657, KUTeg_020434, KUTeg_021287, KUTeg_020435	mikado.HiC_scaffold_4.0G540.1, mikado.HiC_scaffold_4.0G541.1, mikado.HiC_scaffold_4.0G539.1, mikado.HiC_scaffold_4.0G542.2, mikado.HiC_scaffold_4.0G542.1
OG0000067	Sbro	KUTeg_020434, KUTeg_021287	EVM0020800.1
OG0000067	Sbro	KUTeg_020435	EVM0013073.1
OG0000068	Azeb	KUTeg_007069	mikado.HiC_scaffold_12.3160685G583.1
OG0000068	Sbro	KUTeg_007069	EVM0021180.1
OG0000068	Azeb	KUTeg_003672, KUTeg_018738, KUTeg_018737, KUTeg_001953, KUTeg_005903, KUTeg_010581, KUTeg_001952, KUTeg_010580, KUTeg_001995	mikado.HiC_scaffold_9.0G1475.1, mikado.HiC_scaffold_9.0G632.1
OG0000068	Sbro	KUTeg_003672, KUTeg_018738, KUTeg_018737	EVM0017850.1, EVM0008811.1
OG0000068	Sbro	KUTeg_001953, KUTeg_005903, KUTeg_010581, KUTeg_001952, KUTeg_010580, KUTeg_001995	EVM0014266.1, EVM0011395.1, EVM0019131.1
OG0000069	Sbro	KUTeg_024319, KUTeg_024320, KUTeg_024318	EVM0005804.1, EVM0013442.1
OG0000069	Sbro	KUTeg_022363, KUTeg_021950, KUTeg_021949, KUTeg_022365, KUTeg_010608, KUTeg_022366, KUTeg_022364, KUTeg_010607, KUTeg_000917, KUTeg_005771, KUTeg_021951, KUTeg_022362, KUTeg_000918, KUTeg_022361	EVM0018309.1
OG0000070	Azeb	KUTeg_011119	mikado.HiC_scaffold_4353G1.1, mikado.HiC_scaffold_16.0G1738.1, mikado.HiC_scaffold_19.0G1433.1, mikado.HiC_scaffold_15.0G2504.1, mikado.HiC_scaffold_2.0G212.1, mikado.HiC_scaffold_19.0G1158.1, mikado.HiC_scaffold_4.0G140.1, mikado.HiC_scaffold_7.0G431.1, mikado.HiC_scaffold_14.0G295.1, mikado.HiC_scaffold_12.3160685G527.1, mikado.HiC_scaffold_18.0G573.1, mikado.HiC_scaffold_7.0G983.1, mikado.HiC_scaffold_17.0G816.1, mikado.HiC_scaffold_10.0G145.1, mikado.HiC_scaffold_5.0G1331.1, mikado.HiC_scaffold_8.8335562G929.1, mikado.HiC_scaffold_1.0G83.1, mikado.HiC_scaffold_15.0G1613.1
OG0000071	Sbro	KUTeg_017795	EVM0006712.1, EVM0010806.1
OG0000071	Azeb	KUTeg_017795	mikado.HiC_scaffold_14.0G573.1, mikado.HiC_scaffold_1.0G850.1, mikado.HiC_scaffold_21.0G51.1, mikado.HiC_scaffold_1.0G1133.1, mikado.HiC_scaffold_19.0G958.1, mikado.HiC_scaffold_19.0G801.1, mikado.HiC_scaffold_19.0G890.1, mikado.HiC_scaffold_19.0G67.1, mikado.HiC_scaffold_17.0G567.1, mikado.HiC_scaffold_19.0G1294.1, mikado.HiC_scaffold_10.0G648.1, mikado.HiC_scaffold_10.0G649.1, mikado.HiC_scaffold_7.0G1239.1, mikado.HiC_scaffold_15.0G1906.1, mikado.HiC_scaffold_19.0G792.1, mikado.HiC_scaffold_21.0G25.1
OG0000072	Azeb	KUTeg_009563, KUTeg_008308, KUTeg_014931, KUTeg_002718	mikado.HiC_scaffold_2.0G109.1, mikado.HiC_scaffold_17.0G313.1, mikado.HiC_scaffold_2.0G787.1, mikado.HiC_scaffold_2.0G110.1
OG0000072	Sbro	KUTeg_009563	EVM0021979.1
OG0000072	Sbro	KUTeg_008308	EVM0021526.1
OG0000072	Sbro	KUTeg_014931	EVM0010043.1, EVM0004666.1
OG0000072	Sbro	KUTeg_002718	EVM0014562.1, EVM0005376.1
OG0000072	Azeb	KUTeg_024688	mikado.HiC_scaffold_7.0G555.1
OG0000072	Sbro	KUTeg_024688	EVM0000687.1
OG0000073	Sbro	KUTeg_013433	EVM0017308.1
OG0000073	Azeb	KUTeg_013433	mikado.HiC_scaffold_3.0G48.1, mikado.HiC_scaffold_308G1.1, mikado.HiC_scaffold_16.0G1159.1, mikado.HiC_scaffold_15.0G589.1
OG0000073	Sbro	KUTeg_005058	EVM0001767.1
OG0000073	Azeb	KUTeg_005058	mikado.HiC_scaffold_16.0G522.1, mikado.HiC_scaffold_16.0G520.1, mikado.HiC_scaffold_12.3160685G290.1, mikado.HiC_scaffold_21.0G1223.1, mikado.HiC_scaffold_13.0G950.1, mikado.HiC_scaffold_8.8335562G449.1, mikado.HiC_scaffold_5.0G586.1, mikado.HiC_scaffold_13.0G767.1, mikado.HiC_scaffold_7.0G1336.1, mikado.HiC_scaffold_15.0G2384.1, mikado.HiC_scaffold_19.0G243.1
OG0000074	Azeb	KUTeg_007306	mikado.HiC_scaffold_4.0G562.1
OG0000074	Azeb	KUTeg_020903, KUTeg_015300, KUTeg_014669, KUTeg_015663, KUTeg_015596, KUTeg_015534, KUTeg_017237	mikado.HiC_scaffold_4.0G81.1
OG0000074	Sbro	KUTeg_014669, KUTeg_015663, KUTeg_015596	EVM0001185.1
OG0000074	Sbro	KUTeg_015534, KUTeg_017237	EVM0020724.1, EVM0009642.1, EVM0008812.1, EVM0000889.1, EVM0003348.1, EVM0020473.1, EVM0001063.1, EVM0015793.1
OG0000075	Azeb	KUTeg_017808	mikado.HiC_scaffold_5.0G656.1
OG0000075	Sbro	KUTeg_017808	EVM0013922.1
OG0000075	Azeb	KUTeg_000282, KUTeg_017553	mikado.HiC_scaffold_19.0G451.1, mikado.HiC_scaffold_19.0G450.1, mikado.HiC_scaffold_15.0G1132.1
OG0000075	Sbro	KUTeg_000282, KUTeg_017553	EVM0006736.1
OG0000075	Sbro	KUTeg_017815	EVM0000572.1, EVM0022397.1
OG0000077	Azeb	KUTeg_004573	mikado.HiC_scaffold_9.0G170.3, mikado.HiC_scaffold_9.0G170.2, mikado.HiC_scaffold_9.0G170.1
OG0000077	Sbro	KUTeg_004573	EVM0008293.1
OG0000077	Azeb	KUTeg_004575	mikado.HiC_scaffold_16.0G1400.1, mikado.HiC_scaffold_16.0G1399.1, mikado.HiC_scaffold_9.0G167.1, mikado.HiC_scaffold_9.0G166.1, mikado.HiC_scaffold_9.0G169.1
OG0000077	Sbro	KUTeg_004575	EVM0008172.1, EVM0013060.1, EVM0014407.1
OG0000077	Azeb	KUTeg_012027, KUTeg_012026	mikado.HiC_scaffold_15.0G2257.1
OG0000077	Sbro	KUTeg_012027, KUTeg_012026	EVM0021835.1, EVM0007930.1
OG0000078	Azeb	KUTeg_002147, KUTeg_016964, KUTeg_012241, KUTeg_004970, KUTeg_007818, KUTeg_006233, KUTeg_004993, KUTeg_000265, KUTeg_009511, KUTeg_011764, KUTeg_021011, KUTeg_014162, KUTeg_015789, KUTeg_017459, KUTeg_019931, KUTeg_012120, KUTeg_020123	mikado.HiC_scaffold_15.0G1976.1
OG0000078	Sbro	KUTeg_002147, KUTeg_016964, KUTeg_012241, KUTeg_004970, KUTeg_007818, KUTeg_006233, KUTeg_004993, KUTeg_000265, KUTeg_009511, KUTeg_011764, KUTeg_021011, KUTeg_014162, KUTeg_015789, KUTeg_017459, KUTeg_019931, KUTeg_012120, KUTeg_020123	EVM0020689.1
OG0000079	Sbro	KUTeg_017390, KUTeg_000912	EVM0018284.1
OG0000079	Azeb	KUTeg_017390, KUTeg_000912	mikado.HiC_scaffold_21.0G160.1, mikado.HiC_scaffold_15.0G2386.1
OG0000079	Azeb	KUTeg_011755, KUTeg_017589, KUTeg_002817	mikado.HiC_scaffold_21.0G553.1
OG0000079	Azeb	KUTeg_006216, KUTeg_016033, KUTeg_005373, KUTeg_017823, KUTeg_018841, KUTeg_003016, KUTeg_013500	mikado.HiC_scaffold_16.0G416.1
OG0000079	Sbro	KUTeg_006216, KUTeg_016033, KUTeg_005373, KUTeg_017823, KUTeg_018841, KUTeg_003016, KUTeg_013500	EVM0010290.1
OG0000080	Sbro	KUTeg_023899, KUTeg_019133, KUTeg_006877, KUTeg_006529, KUTeg_017668, KUTeg_006532, KUTeg_021189, KUTeg_022530, KUTeg_023149, KUTeg_006531, KUTeg_011605, KUTeg_012412, KUTeg_002049, KUTeg_022529, KUTeg_011604	EVM0010046.1, EVM0010601.1
OG0000080	Azeb	KUTeg_023899	mikado.HiC_scaffold_21.0G555.1
OG0000080	Azeb	KUTeg_019133, KUTeg_006877, KUTeg_006529, KUTeg_017668, KUTeg_006532, KUTeg_021189, KUTeg_022530, KUTeg_023149, KUTeg_006531, KUTeg_011605, KUTeg_012412, KUTeg_002049, KUTeg_022529, KUTeg_011604	mikado.HiC_scaffold_19.0G1133.1
OG0000081	Azeb	KUTeg_023016, KUTeg_023017, KUTeg_022540, KUTeg_021801, KUTeg_022539	mikado.HiC_scaffold_21.0G1183.1
OG0000081	Sbro	KUTeg_023017	EVM0010642.1
OG0000081	Sbro	KUTeg_022540	EVM0004521.1, EVM0001972.1
OG0000081	Sbro	KUTeg_022539	EVM0014290.1
OG0000082	Sbro	KUTeg_023344, KUTeg_001656, KUTeg_022883, KUTeg_023536, KUTeg_018288, KUTeg_020776, KUTeg_014285, KUTeg_004018, KUTeg_017867, KUTeg_017862, KUTeg_018289, KUTeg_022882, KUTeg_001658, KUTeg_023343, KUTeg_014852, KUTeg_007690, KUTeg_004485, KUTeg_004253	EVM0013651.1
OG0000085	Sbro	KUTeg_014545	EVM0017387.1, EVM0002764.1, EVM0020792.1, EVM0012830.1, EVM0006055.1, EVM0012321.1, EVM0019116.1, EVM0000469.1, EVM0020673.1, EVM0005246.1, EVM0021679.1, EVM0005361.1, EVM0001660.1, EVM0012596.1
OG0000085	Azeb	KUTeg_014545	mikado.HiC_scaffold_1.0G265.1
OG0000087	Sbro	KUTeg_019390, KUTeg_018929	EVM0012017.1
OG0000087	Sbro	KUTeg_019391, KUTeg_019393, KUTeg_018928, KUTeg_018925	EVM0017486.1
OG0000087	Azeb	KUTeg_019391, KUTeg_019393, KUTeg_018928, KUTeg_018925	mikado.HiC_scaffold_2.0G1525.1, mikado.HiC_scaffold_2.0G449.1, mikado.HiC_scaffold_2.0G555.1, mikado.HiC_scaffold_2.0G556.1, mikado.HiC_scaffold_2.0G398.1, mikado.HiC_scaffold_3.0G789.1, mikado.HiC_scaffold_2.0G443.1, mikado.HiC_scaffold_2.0G450.1
OG0000088	Azeb	KUTeg_018774, KUTeg_015879	mikado.HiC_scaffold_3.0G771.1
OG0000088	Azeb	KUTeg_000315	mikado.HiC_scaffold_15.0G625.1
OG0000088	Azeb	KUTeg_000098	mikado.HiC_scaffold_17.0G1004.1
OG0000088	Azeb	KUTeg_022816, KUTeg_006602, KUTeg_003771	mikado.HiC_scaffold_7.0G325.1, mikado.HiC_scaffold_18.0G715.1
OG0000088	Azeb	KUTeg_000316	mikado.HiC_scaffold_7.0G1166.1, mikado.HiC_scaffold_9.0G977.1, mikado.HiC_scaffold_11.0G110.1
OG0000090	Azeb	KUTeg_020672	mikado.HiC_scaffold_17.0G571.1
OG0000090	Sbro	KUTeg_020672	EVM0020531.1, EVM0017814.1, EVM0001626.1, EVM0004762.1, EVM0003553.1, EVM0007030.1, EVM0018529.1, EVM0004219.1, EVM0011179.1, EVM0002746.1, EVM0001663.1, EVM0018962.1, EVM0011701.1, EVM0009012.1, EVM0020069.1, EVM0022173.1
OG0000091	Azeb	KUTeg_021792, KUTeg_005860, KUTeg_012044, KUTeg_012273, KUTeg_012284, KUTeg_012272, KUTeg_014878, KUTeg_017392, KUTeg_014881, KUTeg_011736, KUTeg_009010, KUTeg_005053, KUTeg_017394, KUTeg_017397, KUTeg_022534, KUTeg_017399, KUTeg_018666	mikado.HiC_scaffold_19.0G140.1
OG0000092	Azeb	KUTeg_022498	mikado.HiC_scaffold_21.0G249.1
OG0000092	Sbro	KUTeg_022498	EVM0017408.1, EVM0019712.1, EVM0010874.1, EVM0020255.1, EVM0000260.1, EVM0007135.1, EVM0012481.1, EVM0018475.1, EVM0020843.1, EVM0005575.1, EVM0002616.1, EVM0018074.1, EVM0000280.1, EVM0014619.1, EVM0001368.1, EVM0013643.1
OG0000093	Azeb	KUTeg_006191, KUTeg_003335, KUTeg_003342, KUTeg_015790, KUTeg_015764, KUTeg_015791, KUTeg_015783	mikado.HiC_scaffold_12.3160685G1521.1
OG0000093	Sbro	KUTeg_006191, KUTeg_003335, KUTeg_003342	EVM0008514.1, EVM0013274.1
OG0000093	Sbro	KUTeg_015790, KUTeg_015764, KUTeg_015791, KUTeg_015783	EVM0019466.1, EVM0005551.1
OG0000094	Sbro	KUTeg_015116	EVM0003890.1
OG0000094	Sbro	KUTeg_015289, KUTeg_020482, KUTeg_015281, KUTeg_009255, KUTeg_000949, KUTeg_002884, KUTeg_020483, KUTeg_015282, KUTeg_006446, KUTeg_011131, KUTeg_005691, KUTeg_015288, KUTeg_009011, KUTeg_017655, KUTeg_020777	EVM0006419.1
OG0000095	Sbro	KUTeg_003027, KUTeg_024270	EVM0002668.1
OG0000095	Sbro	KUTeg_018423, KUTeg_021789, KUTeg_008455, KUTeg_017372, KUTeg_017371, KUTeg_011423, KUTeg_018456, KUTeg_018034, KUTeg_008946, KUTeg_007472, KUTeg_015470, KUTeg_008200, KUTeg_002181, KUTeg_005258	EVM0014631.1
OG0000097	Azeb	KUTeg_022931	mikado.HiC_scaffold_2.0G112.1, mikado.HiC_scaffold_2.0G111.1
OG0000097	Sbro	KUTeg_022931	EVM0017327.1, EVM0012287.1
OG0000097	Sbro	KUTeg_019521, KUTeg_004656	EVM0015443.1
OG0000097	Sbro	KUTeg_019522	EVM0014957.1
OG0000097	Azeb	KUTeg_019522	mikado.HiC_scaffold_18.0G76.1
OG0000098	Sbro	KUTeg_021689	EVM0012984.1
OG0000098	Azeb	KUTeg_021689	mikado.HiC_scaffold_19.0G373.1
OG0000098	Azeb	KUTeg_009770, KUTeg_002553, KUTeg_002552	mikado.HiC_scaffold_2.0G169.1
OG0000098	Sbro	KUTeg_009770	EVM0007504.1
OG0000098	Sbro	KUTeg_002553	EVM0003931.1
OG0000098	Sbro	KUTeg_002552	EVM0019633.1
OG0000100	Azeb	KUTeg_013281	mikado.HiC_scaffold_16.0G191.1
OG0000100	Sbro	KUTeg_013281	EVM0023515.1, EVM0018410.1
OG0000100	Sbro	KUTeg_011871, KUTeg_018786, KUTeg_015206, KUTeg_019253	EVM0011206.1
OG0000100	Azeb	KUTeg_011871, KUTeg_018786, KUTeg_015206	mikado.HiC_scaffold_2.0G714.1, mikado.HiC_scaffold_2.0G1495.1
OG0000101	Sbro	KUTeg_009352, KUTeg_016550	EVM0019836.1
OG0000101	Azeb	KUTeg_009352, KUTeg_016550	mikado.HiC_scaffold_2.0G829.1
OG0000101	Azeb	KUTeg_009351, KUTeg_009348, KUTeg_009350, KUTeg_002732, KUTeg_009349, KUTeg_009347	mikado.HiC_scaffold_2.0G833.1, mikado.HiC_scaffold_2.0G831.1, mikado.HiC_scaffold_2.0G830.1
OG0000101	Sbro	KUTeg_009351, KUTeg_009348, KUTeg_009350, KUTeg_002732, KUTeg_009349, KUTeg_009347	EVM0002094.1, EVM0006286.1, EVM0013635.1, EVM0008566.1
OG0000102	Azeb	KUTeg_018485, KUTeg_018483	mikado.HiC_scaffold_3.0G1066.1
OG0000102	Sbro	KUTeg_018485, KUTeg_018483	EVM0003119.1
OG0000102	Sbro	KUTeg_020343, KUTeg_023106, KUTeg_014934, KUTeg_000817, KUTeg_020853, KUTeg_007334, KUTeg_002826, KUTeg_017644, KUTeg_015608, KUTeg_015609	EVM0009890.1
OG0000102	Azeb	KUTeg_020343, KUTeg_023106, KUTeg_014934, KUTeg_000817, KUTeg_020853, KUTeg_007334, KUTeg_002826, KUTeg_017644, KUTeg_015608, KUTeg_015609	mikado.HiC_scaffold_4.0G925.1
OG0000103	Azeb	KUTeg_017900	mikado.HiC_scaffold_5.0G582.1
OG0000103	Sbro	KUTeg_017900	EVM0013891.1, EVM0009335.1, EVM0005154.1, EVM0023919.1, EVM0020062.1, EVM0010323.1, EVM0000499.1, EVM0015204.1, EVM0001983.1, EVM0014844.1, EVM0002767.1, EVM0012378.1, EVM0018411.1, EVM0000234.1, EVM0005301.1
OG0000104	Azeb	KUTeg_024730, KUTeg_010841	mikado.HiC_scaffold_9.0G1572.1
OG0000104	Sbro	KUTeg_024730, KUTeg_010841	EVM0010708.1, EVM0023962.1, EVM0009733.1, EVM0010577.1, EVM0002506.1, EVM0023994.1, EVM0001646.1, EVM0017890.1, EVM0014615.1, EVM0011257.1, EVM0007024.1, EVM0013337.1, EVM0020022.1, EVM0020457.1
OG0000105	Azeb	KUTeg_009569	mikado.HiC_scaffold_19.0G592.1
OG0000105	Azeb	KUTeg_018686	mikado.HiC_scaffold_19.0G466.1
OG0000105	Azeb	KUTeg_012048, KUTeg_012043, KUTeg_011738, KUTeg_005662	mikado.HiC_scaffold_21.0G825.1
OG0000105	Sbro	KUTeg_012048, KUTeg_012043, KUTeg_011738, KUTeg_005662	EVM0021403.1
OG0000105	Azeb	KUTeg_021465, KUTeg_009095, KUTeg_014835, KUTeg_000999	mikado.HiC_scaffold_15.0G2033.1
OG0000106	Sbro	KUTeg_014945	EVM0009906.1
OG0000106	Sbro	KUTeg_022216	EVM0012868.1, EVM0007910.1, EVM0014066.1, EVM0021622.1, EVM0010123.1, EVM0023156.1, EVM0007348.1, EVM0018602.1, EVM0013695.1, EVM0014479.1, EVM0018091.1, EVM0012310.1, EVM0020722.1, EVM0023787.1
OG0000107	Sbro	KUTeg_018492	EVM0017265.1
OG0000107	Azeb	KUTeg_018492	mikado.HiC_scaffold_10.0G420.1, mikado.HiC_scaffold_10.0G421.1, mikado.HiC_scaffold_10.0G450.1, mikado.HiC_scaffold_13.0G1377.1, mikado.HiC_scaffold_17.0G792.1, mikado.HiC_scaffold_5.0G811.1, mikado.HiC_scaffold_5.0G810.1, mikado.HiC_scaffold_9.0G410.1, mikado.HiC_scaffold_9.0G407.1, mikado.HiC_scaffold_9.0G408.1, mikado.HiC_scaffold_9.0G409.1, mikado.HiC_scaffold_10.0G756.1, mikado.HiC_scaffold_1.0G261.1, mikado.HiC_scaffold_21.0G1287.1
OG0000108	Azeb	KUTeg_006147	mikado.HiC_scaffold_1.0G323.1, mikado.HiC_scaffold_1.0G322.1, mikado.HiC_scaffold_1.0G324.1, mikado.HiC_scaffold_1.0G330.1, mikado.HiC_scaffold_1.0G332.1, mikado.HiC_scaffold_1.0G336.1, mikado.HiC_scaffold_1.0G328.1, mikado.HiC_scaffold_7.0G1180.1, mikado.HiC_scaffold_7.0G1179.1, mikado.HiC_scaffold_1.0G339.1, mikado.HiC_scaffold_1.0G326.1, mikado.HiC_scaffold_1.0G344.1, mikado.HiC_scaffold_1.0G337.1, mikado.HiC_scaffold_1.0G340.1, mikado.HiC_scaffold_1.0G343.1
OG0000110	Azeb	KUTeg_020928, KUTeg_018010, KUTeg_013064, KUTeg_000015, KUTeg_019790, KUTeg_007300	mikado.HiC_scaffold_12.3160685G1145.1, mikado.HiC_scaffold_14.0G825.1, mikado.HiC_scaffold_14.0G826.1, mikado.HiC_scaffold_137G1.1, mikado.HiC_scaffold_1.0G1020.1, mikado.HiC_scaffold_7.0G586.1, mikado.HiC_scaffold_19.0G1266.1
OG0000110	Sbro	KUTeg_020928, KUTeg_018010, KUTeg_013064, KUTeg_000015, KUTeg_019790, KUTeg_007300	EVM0012379.1, EVM0003556.1, EVM0018943.1
OG0000112	Azeb	KUTeg_000832, KUTeg_017558, KUTeg_017559, KUTeg_006398, KUTeg_006395, KUTeg_006037, KUTeg_006396, KUTeg_006035, KUTeg_006401, KUTeg_006033, KUTeg_006034, KUTeg_006397, KUTeg_006402	mikado.HiC_scaffold_3.0G53.1
OG0000112	Sbro	KUTeg_000832, KUTeg_017558, KUTeg_017559, KUTeg_006398, KUTeg_006395, KUTeg_006037, KUTeg_006396, KUTeg_006035, KUTeg_006401, KUTeg_006033, KUTeg_006034, KUTeg_006397, KUTeg_006402	EVM0015521.1, EVM0016184.1
OG0000113	Azeb	KUTeg_022019, KUTeg_015684, KUTeg_000515	mikado.HiC_scaffold_10.0G423.1, mikado.HiC_scaffold_4.0G837.1, mikado.HiC_scaffold_10.0G75.1, mikado.HiC_scaffold_11.0G173.1, mikado.HiC_scaffold_11.0G174.1, mikado.HiC_scaffold_10.0G51.1, mikado.HiC_scaffold_4354G1.1, mikado.HiC_scaffold_3.0G967.1, mikado.HiC_scaffold_3.0G974.1
OG0000113	Sbro	KUTeg_022019, KUTeg_015684	EVM0015727.1
OG0000113	Sbro	KUTeg_000515	EVM0015755.1, EVM0006384.1, EVM0014022.1
OG0000114	Azeb	KUTeg_022818	mikado.HiC_scaffold_4.0G557.1, mikado.HiC_scaffold_16.0G750.1, mikado.HiC_scaffold_16.0G749.1, mikado.HiC_scaffold_4.0G560.1, mikado.HiC_scaffold_4.0G561.1, mikado.HiC_scaffold_4.0G953.1, mikado.HiC_scaffold_4.0G956.1, mikado.HiC_scaffold_9.0G1383.1, mikado.HiC_scaffold_4.0G559.1, mikado.HiC_scaffold_4.0G558.1, mikado.HiC_scaffold_9.0G1383.2, mikado.HiC_scaffold_4.0G529.1, mikado.HiC_scaffold_4.0G565.1, mikado.HiC_scaffold_4.0G564.1, mikado.HiC_scaffold_4.0G563.1
OG0000119	Azeb	KUTeg_018933	mikado.HiC_scaffold_18.0G468.1
OG0000119	Azeb	KUTeg_020020	mikado.HiC_scaffold_18.0G418.1, mikado.HiC_scaffold_18.0G417.1, mikado.HiC_scaffold_8.8335562G261.1, mikado.HiC_scaffold_8.8335562G260.1, mikado.HiC_scaffold_8.8335562G262.1
OG0000119	Azeb	KUTeg_019045	mikado.HiC_scaffold_18.0G1207.1, mikado.HiC_scaffold_10.0G266.1, mikado.HiC_scaffold_10.0G314.1, mikado.HiC_scaffold_10.0G315.1, mikado.HiC_scaffold_13.0G411.1
