Orthogroup	Species	Sbro	Orthologs
OG0000039	Tgra	EVM0006909.1, EVM0018021.1, EVM0002287.1	KUTeg_008865
OG0000039	Azeb	EVM0007937.1	mikado.HiC_scaffold_15.0G1023.1
OG0000039	Tgra	EVM0007937.1	KUTeg_002763, KUTeg_020140
OG0000039	Azeb	EVM0019477.1	mikado.HiC_scaffold_19.0G1001.1
OG0000039	Azeb	EVM0002327.1	mikado.HiC_scaffold_11.0G232.1
OG0000039	Azeb	EVM0021055.1	mikado.HiC_scaffold_17.0G626.1
OG0000039	Azeb	EVM0016846.1	mikado.HiC_scaffold_17.0G1148.1
OG0000039	Tgra	EVM0005744.1	KUTeg_004466
OG0000039	Azeb	EVM0023907.1	mikado.HiC_scaffold_9.0G968.1
OG0000040	Tgra	EVM0014691.1, EVM0008772.1, EVM0018472.1, EVM0005650.1, EVM0006068.1, EVM0008758.1, EVM0016628.1, EVM0009283.1, EVM0020752.1, EVM0013279.1, EVM0006540.1, EVM0022089.1, EVM0012406.1, EVM0014681.1, EVM0017152.1, EVM0000870.1, EVM0003312.1, EVM0015787.1, EVM0007815.1, EVM0001580.1, EVM0008614.1, EVM0022918.1, EVM0021716.1, EVM0007691.1, EVM0020650.1	KUTeg_003441
OG0000041	Tgra	EVM0016327.1	KUTeg_011088
OG0000041	Azeb	EVM0016327.1	mikado.HiC_scaffold_10.0G627.1, mikado.HiC_scaffold_10.0G626.1
OG0000041	Azeb	EVM0001753.1, EVM0020176.1	mikado.HiC_scaffold_2.0G963.1
OG0000041	Tgra	EVM0001753.1, EVM0020176.1	KUTeg_010375
OG0000041	Tgra	EVM0010456.1	KUTeg_012363
OG0000041	Azeb	EVM0010456.1	mikado.HiC_scaffold_15.0G2420.1
OG0000041	Azeb	EVM0023425.1	mikado.HiC_scaffold_1.0G774.1
OG0000041	Azeb	EVM0002665.1	mikado.HiC_scaffold_11.0G495.1, mikado.HiC_scaffold_12.3160685G454.1
OG0000041	Tgra	EVM0002665.1	KUTeg_013710
OG0000041	Azeb	EVM0005406.1	mikado.HiC_scaffold_1.0G772.1, mikado.HiC_scaffold_1.0G606.1
OG0000041	Tgra	EVM0005406.1	KUTeg_006183
OG0000042	Tgra	EVM0008077.1	KUTeg_017398, KUTeg_017396, KUTeg_017395, KUTeg_022535
OG0000042	Azeb	EVM0008077.1	mikado.HiC_scaffold_19.0G141.1, mikado.HiC_scaffold_21.0G936.1
OG0000042	Azeb	EVM0020710.1, EVM0000196.1, EVM0000016.1	mikado.HiC_scaffold_9.0G319.1, mikado.HiC_scaffold_3.0G292.1, mikado.HiC_scaffold_9.0G1578.1, mikado.HiC_scaffold_21.0G92.1, mikado.HiC_scaffold_15.0G259.1, mikado.HiC_scaffold_2.0G444.1, mikado.HiC_scaffold_19.0G1297.1
OG0000042	Tgra	EVM0020710.1, EVM0000196.1, EVM0000016.1	KUTeg_002813, KUTeg_009013, KUTeg_005752, KUTeg_014482, KUTeg_011256, KUTeg_005866, KUTeg_007734, KUTeg_012497
OG0000043	Azeb	EVM0023631.1, EVM0004048.1, EVM0000644.1, EVM0010906.1, EVM0014308.1	mikado.HiC_scaffold_4.0G418.1
OG0000043	Tgra	EVM0023631.1	KUTeg_002820
OG0000043	Tgra	EVM0004048.1	KUTeg_014628, KUTeg_024381, KUTeg_014574, KUTeg_011154
OG0000043	Tgra	EVM0000644.1	KUTeg_018731
OG0000043	Tgra	EVM0010906.1	KUTeg_022395
OG0000043	Tgra	EVM0014308.1	KUTeg_021923, KUTeg_003035, KUTeg_021481, KUTeg_017304
OG0000044	Azeb	EVM0018838.1	mikado.HiC_scaffold_21.0G718.1, mikado.HiC_scaffold_8.8335562G175.1
OG0000044	Azeb	EVM0007787.1	mikado.HiC_scaffold_21.0G1120.1
OG0000044	Azeb	EVM0005892.1	mikado.HiC_scaffold_21.0G47.1
OG0000045	Tgra	EVM0009924.1, EVM0008750.1, EVM0007615.1, EVM0017589.1, EVM0008444.1, EVM0005381.1, EVM0019710.1, EVM0021658.1, EVM0012456.1, EVM0021448.1, EVM0004336.1, EVM0023215.1, EVM0009574.1, EVM0008086.1, EVM0023995.1, EVM0002757.1, EVM0020890.1, EVM0015344.1, EVM0004989.1, EVM0000117.1, EVM0023826.1, EVM0003592.1, EVM0004146.1, EVM0021562.1	KUTeg_015018
OG0000046	Azeb	EVM0012724.1	mikado.HiC_scaffold_7.0G831.1
OG0000046	Tgra	EVM0012724.1	KUTeg_016920, KUTeg_023295, KUTeg_017919, KUTeg_016919, KUTeg_010889, KUTeg_022293, KUTeg_009741, KUTeg_007615, KUTeg_005166, KUTeg_011589, KUTeg_011740, KUTeg_011625, KUTeg_023542, KUTeg_005874, KUTeg_017920, KUTeg_017793, KUTeg_003803, KUTeg_023296, KUTeg_024854, KUTeg_000022, KUTeg_015188, KUTeg_012507
OG0000047	Azeb	EVM0014580.1, EVM0011552.1, EVM0010469.1, EVM0012766.1, EVM0018596.1, EVM0009957.1, EVM0022419.1, EVM0022524.1, EVM0021014.1, EVM0010397.1, EVM0018498.1, EVM0007479.1, EVM0002636.1, EVM0021039.1, EVM0022528.1, EVM0016199.1, EVM0000679.1, EVM0000917.1, EVM0008418.1, EVM0006360.1, EVM0012393.1, EVM0018755.1, EVM0003157.1	mikado.HiC_scaffold_16.0G1618.1
OG0000051	Azeb	EVM0023155.1, EVM0006306.1, EVM0014108.1, EVM0007464.1, EVM0007486.1, EVM0023105.1	mikado.HiC_scaffold_1.0G996.1
OG0000051	Tgra	EVM0018424.1, EVM0021135.1	KUTeg_022889
OG0000051	Tgra	EVM0022587.1, EVM0009085.1, EVM0010112.1, EVM0015381.1, EVM0012247.1, EVM0017517.1, EVM0001257.1, EVM0004920.1, EVM0014552.1	KUTeg_006272, KUTeg_006273
OG0000053	Azeb	EVM0009071.1, EVM0007886.1, EVM0001657.1, EVM0014729.1, EVM0005995.1, EVM0006214.1, EVM0016062.1, EVM0017527.1, EVM0015360.1, EVM0009457.1, EVM0012235.1, EVM0000026.1, EVM0002259.1, EVM0002302.1, EVM0003088.1, EVM0018361.1, EVM0021914.1, EVM0014760.1, EVM0012055.1, EVM0001437.1	mikado.HiC_scaffold_11.0G428.1
OG0000053	Tgra	EVM0002259.1, EVM0002302.1, EVM0003088.1	KUTeg_011580
OG0000053	Tgra	EVM0018361.1, EVM0021914.1, EVM0014760.1, EVM0012055.1, EVM0001437.1	KUTeg_018730
OG0000054	Tgra	EVM0000973.1	KUTeg_005028
OG0000054	Tgra	EVM0012640.1, EVM0020209.1	KUTeg_011874
OG0000054	Tgra	EVM0006242.1	KUTeg_010505
OG0000054	Tgra	EVM0001874.1	KUTeg_022020
OG0000057	Azeb	EVM0008236.1, EVM0015047.1, EVM0023434.1, EVM0014687.1, EVM0023655.1	mikado.HiC_scaffold_1.0G1040.1
OG0000057	Tgra	EVM0008236.1, EVM0015047.1	KUTeg_011578, KUTeg_015516, KUTeg_015685, KUTeg_021729, KUTeg_009250
OG0000057	Tgra	EVM0023434.1, EVM0014687.1, EVM0023655.1	KUTeg_022137, KUTeg_021730, KUTeg_011271
OG0000061	Tgra	EVM0005727.1	KUTeg_011450
OG0000061	Tgra	EVM0002745.1, EVM0015465.1, EVM0021230.1, EVM0006341.1, EVM0006115.1, EVM0013956.1, EVM0020760.1, EVM0010581.1, EVM0011537.1, EVM0004546.1, EVM0020997.1, EVM0001962.1, EVM0010135.1, EVM0014964.1, EVM0023194.1, EVM0015819.1, EVM0020125.1, EVM0015984.1	KUTeg_022610
OG0000063	Azeb	EVM0021990.1, EVM0016474.1, EVM0007589.1, EVM0023568.1, EVM0020227.1, EVM0008856.1, EVM0005502.1, EVM0009125.1, EVM0003491.1, EVM0009334.1, EVM0012408.1, EVM0000486.1, EVM0004190.1, EVM0001158.1	mikado.HiC_scaffold_2.0G180.1, mikado.HiC_scaffold_15.0G377.1, mikado.HiC_scaffold_16.0G1849.1
OG0000063	Tgra	EVM0021990.1, EVM0016474.1	KUTeg_017892
OG0000063	Tgra	EVM0007589.1, EVM0023568.1, EVM0020227.1, EVM0008856.1, EVM0005502.1, EVM0009125.1, EVM0003491.1, EVM0009334.1, EVM0012408.1, EVM0000486.1, EVM0004190.1, EVM0001158.1	KUTeg_019696
OG0000066	Azeb	EVM0004411.1, EVM0016592.1, EVM0016021.1, EVM0000348.1, EVM0011991.1, EVM0021293.1, EVM0007973.1, EVM0015306.1, EVM0005772.1, EVM0011089.1, EVM0006757.1	mikado.HiC_scaffold_3.0G862.1
OG0000066	Tgra	EVM0011991.1, EVM0021293.1, EVM0007973.1, EVM0015306.1	KUTeg_007435
OG0000066	Tgra	EVM0005772.1, EVM0011089.1, EVM0006757.1	KUTeg_010548, KUTeg_021742, KUTeg_014677, KUTeg_017628, KUTeg_003053, KUTeg_018207
OG0000067	Azeb	EVM0004350.1	mikado.HiC_scaffold_4.0G397.1
OG0000067	Tgra	EVM0004350.1	KUTeg_015232
OG0000067	Azeb	EVM0006417.1	mikado.HiC_scaffold_21.0G306.1
OG0000067	Azeb	EVM0004877.1, EVM0020800.1, EVM0013073.1	mikado.HiC_scaffold_4.0G540.1, mikado.HiC_scaffold_4.0G541.1, mikado.HiC_scaffold_4.0G539.1, mikado.HiC_scaffold_4.0G542.2, mikado.HiC_scaffold_4.0G542.1
OG0000067	Tgra	EVM0020800.1	KUTeg_020434, KUTeg_021287
OG0000067	Tgra	EVM0013073.1	KUTeg_020435
OG0000068	Azeb	EVM0021180.1	mikado.HiC_scaffold_12.3160685G583.1
OG0000068	Tgra	EVM0021180.1	KUTeg_007069
OG0000068	Azeb	EVM0023390.1, EVM0017850.1, EVM0008811.1, EVM0014266.1, EVM0011395.1, EVM0019131.1	mikado.HiC_scaffold_9.0G1475.1, mikado.HiC_scaffold_9.0G632.1
OG0000068	Tgra	EVM0017850.1, EVM0008811.1	KUTeg_003672, KUTeg_018738, KUTeg_018737
OG0000068	Tgra	EVM0014266.1, EVM0011395.1, EVM0019131.1	KUTeg_001953, KUTeg_005903, KUTeg_010581, KUTeg_001952, KUTeg_010580, KUTeg_001995
OG0000069	Tgra	EVM0005804.1, EVM0013442.1	KUTeg_024319, KUTeg_024320, KUTeg_024318
OG0000069	Tgra	EVM0018309.1	KUTeg_022363, KUTeg_021950, KUTeg_021949, KUTeg_022365, KUTeg_010608, KUTeg_022366, KUTeg_022364, KUTeg_010607, KUTeg_000917, KUTeg_005771, KUTeg_021951, KUTeg_022362, KUTeg_000918, KUTeg_022361
OG0000071	Tgra	EVM0006712.1, EVM0010806.1	KUTeg_017795
OG0000071	Azeb	EVM0006712.1, EVM0010806.1	mikado.HiC_scaffold_14.0G573.1, mikado.HiC_scaffold_1.0G850.1, mikado.HiC_scaffold_21.0G51.1, mikado.HiC_scaffold_1.0G1133.1, mikado.HiC_scaffold_19.0G958.1, mikado.HiC_scaffold_19.0G801.1, mikado.HiC_scaffold_19.0G890.1, mikado.HiC_scaffold_19.0G67.1, mikado.HiC_scaffold_17.0G567.1, mikado.HiC_scaffold_19.0G1294.1, mikado.HiC_scaffold_10.0G648.1, mikado.HiC_scaffold_10.0G649.1, mikado.HiC_scaffold_7.0G1239.1, mikado.HiC_scaffold_15.0G1906.1, mikado.HiC_scaffold_19.0G792.1, mikado.HiC_scaffold_21.0G25.1
OG0000072	Azeb	EVM0015883.1, EVM0021860.1, EVM0021979.1, EVM0021526.1, EVM0010043.1, EVM0004666.1, EVM0014562.1, EVM0005376.1	mikado.HiC_scaffold_2.0G109.1, mikado.HiC_scaffold_17.0G313.1, mikado.HiC_scaffold_2.0G787.1, mikado.HiC_scaffold_2.0G110.1
OG0000072	Tgra	EVM0021979.1	KUTeg_009563
OG0000072	Tgra	EVM0021526.1	KUTeg_008308
OG0000072	Tgra	EVM0010043.1, EVM0004666.1	KUTeg_014931
OG0000072	Tgra	EVM0014562.1, EVM0005376.1	KUTeg_002718
OG0000072	Azeb	EVM0000687.1	mikado.HiC_scaffold_7.0G555.1
OG0000072	Tgra	EVM0000687.1	KUTeg_024688
OG0000073	Tgra	EVM0017308.1	KUTeg_013433
OG0000073	Azeb	EVM0017308.1	mikado.HiC_scaffold_3.0G48.1, mikado.HiC_scaffold_308G1.1, mikado.HiC_scaffold_16.0G1159.1, mikado.HiC_scaffold_15.0G589.1
OG0000073	Tgra	EVM0001767.1	KUTeg_005058
OG0000073	Azeb	EVM0001767.1	mikado.HiC_scaffold_16.0G522.1, mikado.HiC_scaffold_16.0G520.1, mikado.HiC_scaffold_12.3160685G290.1, mikado.HiC_scaffold_21.0G1223.1, mikado.HiC_scaffold_13.0G950.1, mikado.HiC_scaffold_8.8335562G449.1, mikado.HiC_scaffold_5.0G586.1, mikado.HiC_scaffold_13.0G767.1, mikado.HiC_scaffold_7.0G1336.1, mikado.HiC_scaffold_15.0G2384.1, mikado.HiC_scaffold_19.0G243.1
OG0000074	Azeb	EVM0001185.1, EVM0020724.1, EVM0009642.1, EVM0008812.1, EVM0000889.1, EVM0003348.1, EVM0020473.1, EVM0001063.1, EVM0015793.1	mikado.HiC_scaffold_4.0G81.1
OG0000074	Tgra	EVM0001185.1	KUTeg_014669, KUTeg_015663, KUTeg_015596
OG0000074	Tgra	EVM0020724.1, EVM0009642.1, EVM0008812.1, EVM0000889.1, EVM0003348.1, EVM0020473.1, EVM0001063.1, EVM0015793.1	KUTeg_015534, KUTeg_017237
OG0000075	Tgra	EVM0013922.1	KUTeg_017808
OG0000075	Azeb	EVM0013922.1	mikado.HiC_scaffold_5.0G656.1
OG0000075	Azeb	EVM0006736.1	mikado.HiC_scaffold_19.0G451.1, mikado.HiC_scaffold_19.0G450.1, mikado.HiC_scaffold_15.0G1132.1
OG0000075	Tgra	EVM0006736.1	KUTeg_000282, KUTeg_017553
OG0000075	Azeb	EVM0010182.1, EVM0001655.1, EVM0003089.1	mikado.HiC_scaffold_5.0G657.1
OG0000075	Tgra	EVM0000572.1, EVM0022397.1	KUTeg_017815
OG0000075	Azeb	EVM0021815.1, EVM0010173.1	mikado.HiC_scaffold_5.0G522.1
OG0000077	Azeb	EVM0008293.1	mikado.HiC_scaffold_9.0G170.3, mikado.HiC_scaffold_9.0G170.2, mikado.HiC_scaffold_9.0G170.1
OG0000077	Tgra	EVM0008293.1	KUTeg_004573
OG0000077	Tgra	EVM0008172.1, EVM0013060.1, EVM0014407.1	KUTeg_004575
OG0000077	Azeb	EVM0008172.1	mikado.HiC_scaffold_16.0G1400.1, mikado.HiC_scaffold_16.0G1399.1
OG0000077	Azeb	EVM0013060.1	mikado.HiC_scaffold_9.0G167.1
OG0000077	Azeb	EVM0014407.1	mikado.HiC_scaffold_9.0G166.1
OG0000077	Azeb	EVM0021835.1, EVM0007930.1	mikado.HiC_scaffold_15.0G2257.1
OG0000077	Tgra	EVM0021835.1, EVM0007930.1	KUTeg_012027, KUTeg_012026
OG0000078	Azeb	EVM0020689.1	mikado.HiC_scaffold_15.0G1976.1
OG0000078	Tgra	EVM0020689.1	KUTeg_002147, KUTeg_016964, KUTeg_012241, KUTeg_004970, KUTeg_007818, KUTeg_006233, KUTeg_004993, KUTeg_000265, KUTeg_009511, KUTeg_011764, KUTeg_021011, KUTeg_014162, KUTeg_015789, KUTeg_017459, KUTeg_019931, KUTeg_012120, KUTeg_020123
OG0000079	Tgra	EVM0018284.1	KUTeg_017390, KUTeg_000912
OG0000079	Azeb	EVM0018284.1	mikado.HiC_scaffold_21.0G160.1, mikado.HiC_scaffold_15.0G2386.1
OG0000079	Tgra	EVM0010290.1	KUTeg_006216, KUTeg_016033, KUTeg_005373, KUTeg_017823, KUTeg_018841, KUTeg_003016, KUTeg_013500
OG0000079	Azeb	EVM0010290.1	mikado.HiC_scaffold_16.0G416.1
OG0000080	Tgra	EVM0010046.1, EVM0010601.1	KUTeg_023899, KUTeg_019133, KUTeg_006877, KUTeg_006529, KUTeg_017668, KUTeg_006532, KUTeg_021189, KUTeg_022530, KUTeg_023149, KUTeg_006531, KUTeg_011605, KUTeg_012412, KUTeg_002049, KUTeg_022529, KUTeg_011604
OG0000080	Azeb	EVM0010046.1, EVM0010601.1	mikado.HiC_scaffold_21.0G555.1, mikado.HiC_scaffold_19.0G1133.1
OG0000081	Azeb	EVM0012963.1, EVM0018023.1, EVM0016784.1, EVM0003222.1, EVM0017992.1, EVM0008147.1, EVM0003616.1, EVM0020848.1, EVM0008419.1, EVM0010642.1, EVM0004521.1, EVM0001972.1, EVM0014290.1	mikado.HiC_scaffold_21.0G1183.1
OG0000081	Tgra	EVM0010642.1	KUTeg_023017
OG0000081	Tgra	EVM0004521.1, EVM0001972.1	KUTeg_022540
OG0000081	Tgra	EVM0014290.1	KUTeg_022539
OG0000082	Tgra	EVM0013651.1	KUTeg_023344, KUTeg_001656, KUTeg_022883, KUTeg_023536, KUTeg_018288, KUTeg_020776, KUTeg_014285, KUTeg_004018, KUTeg_017867, KUTeg_017862, KUTeg_018289, KUTeg_022882, KUTeg_001658, KUTeg_023343, KUTeg_014852, KUTeg_007690, KUTeg_004485, KUTeg_004253
OG0000085	Azeb	EVM0010894.1	mikado.HiC_scaffold_13.0G37.1
OG0000085	Tgra	EVM0017387.1, EVM0002764.1, EVM0020792.1, EVM0012830.1, EVM0006055.1, EVM0012321.1, EVM0019116.1, EVM0000469.1, EVM0020673.1, EVM0005246.1, EVM0021679.1, EVM0005361.1, EVM0001660.1, EVM0012596.1	KUTeg_014545
OG0000085	Azeb	EVM0017387.1, EVM0002764.1, EVM0020792.1, EVM0012830.1, EVM0006055.1, EVM0012321.1, EVM0019116.1, EVM0000469.1, EVM0020673.1, EVM0005246.1, EVM0021679.1, EVM0005361.1, EVM0001660.1, EVM0012596.1	mikado.HiC_scaffold_1.0G265.1
OG0000086	Azeb	EVM0009778.1	mikado.HiC_scaffold_10.0G120.1, mikado.HiC_scaffold_10.0G400.1, mikado.HiC_scaffold_10.0G325.1, mikado.HiC_scaffold_4.0G335.1, mikado.HiC_scaffold_1504G1.1, mikado.HiC_scaffold_4.0G190.1, mikado.HiC_scaffold_15.0G1321.1, mikado.HiC_scaffold_1.0G695.1, mikado.HiC_scaffold_284G1.1, mikado.HiC_scaffold_11.0G474.1, mikado.HiC_scaffold_1.0G696.1
OG0000086	Azeb	EVM0010907.1	mikado.HiC_scaffold_10.0G21.1, mikado.HiC_scaffold_10.0G445.1, mikado.HiC_scaffold_10.0G854.1, mikado.HiC_scaffold_10.0G679.1, mikado.HiC_scaffold_10.0G505.1
OG0000087	Azeb	EVM0007021.1	mikado.HiC_scaffold_2.0G878.1
OG0000087	Tgra	EVM0012017.1	KUTeg_019390, KUTeg_018929
OG0000087	Tgra	EVM0017486.1	KUTeg_019391, KUTeg_019393, KUTeg_018928, KUTeg_018925
OG0000087	Azeb	EVM0017486.1	mikado.HiC_scaffold_2.0G1525.1, mikado.HiC_scaffold_2.0G449.1, mikado.HiC_scaffold_2.0G555.1, mikado.HiC_scaffold_2.0G556.1, mikado.HiC_scaffold_2.0G398.1, mikado.HiC_scaffold_3.0G789.1, mikado.HiC_scaffold_2.0G443.1, mikado.HiC_scaffold_2.0G450.1
OG0000089	Azeb	EVM0001006.1	mikado.HiC_scaffold_4.0G1019.1, mikado.HiC_scaffold_7.0G1337.1, mikado.HiC_scaffold_10.0G80.1, mikado.HiC_scaffold_9.0G578.1, mikado.HiC_scaffold_9.0G579.1, mikado.HiC_scaffold_7.0G1088.1, mikado.HiC_scaffold_9.0G1672.1, mikado.HiC_scaffold_18.0G486.1, mikado.HiC_scaffold_18.0G416.1, mikado.HiC_scaffold_18.0G553.1, mikado.HiC_scaffold_18.0G471.1, mikado.HiC_scaffold_18.0G472.1, mikado.HiC_scaffold_18.0G543.1, mikado.HiC_scaffold_18.0G542.1, mikado.HiC_scaffold_18.0G859.1, mikado.HiC_scaffold_18.0G566.1, mikado.HiC_scaffold_18.0G527.1
OG0000090	Azeb	EVM0020531.1, EVM0017814.1, EVM0001626.1, EVM0004762.1, EVM0003553.1, EVM0007030.1, EVM0018529.1, EVM0004219.1, EVM0011179.1, EVM0002746.1, EVM0001663.1, EVM0018962.1, EVM0011701.1, EVM0009012.1, EVM0020069.1, EVM0022173.1	mikado.HiC_scaffold_17.0G571.1
OG0000090	Tgra	EVM0020531.1, EVM0017814.1, EVM0001626.1, EVM0004762.1, EVM0003553.1, EVM0007030.1, EVM0018529.1, EVM0004219.1, EVM0011179.1, EVM0002746.1, EVM0001663.1, EVM0018962.1, EVM0011701.1, EVM0009012.1, EVM0020069.1, EVM0022173.1	KUTeg_020672
OG0000092	Azeb	EVM0017408.1, EVM0019712.1, EVM0010874.1, EVM0020255.1, EVM0000260.1, EVM0007135.1, EVM0012481.1, EVM0018475.1, EVM0020843.1, EVM0005575.1, EVM0002616.1, EVM0018074.1, EVM0000280.1, EVM0014619.1, EVM0001368.1, EVM0013643.1	mikado.HiC_scaffold_21.0G249.1
OG0000092	Tgra	EVM0017408.1, EVM0019712.1, EVM0010874.1, EVM0020255.1, EVM0000260.1, EVM0007135.1, EVM0012481.1, EVM0018475.1, EVM0020843.1, EVM0005575.1, EVM0002616.1, EVM0018074.1, EVM0000280.1, EVM0014619.1, EVM0001368.1, EVM0013643.1	KUTeg_022498
OG0000093	Azeb	EVM0009411.1, EVM0011437.1, EVM0017277.1, EVM0012891.1, EVM0016624.1, EVM0014980.1, EVM0008514.1, EVM0013274.1, EVM0019466.1, EVM0005551.1	mikado.HiC_scaffold_12.3160685G1521.1
OG0000093	Tgra	EVM0008514.1, EVM0013274.1	KUTeg_006191, KUTeg_003335, KUTeg_003342
OG0000093	Tgra	EVM0019466.1, EVM0005551.1	KUTeg_015790, KUTeg_015764, KUTeg_015791, KUTeg_015783
OG0000094	Tgra	EVM0003890.1	KUTeg_015116
OG0000094	Tgra	EVM0006419.1	KUTeg_015289, KUTeg_020482, KUTeg_015281, KUTeg_009255, KUTeg_000949, KUTeg_002884, KUTeg_020483, KUTeg_015282, KUTeg_006446, KUTeg_011131, KUTeg_005691, KUTeg_015288, KUTeg_009011, KUTeg_017655, KUTeg_020777
OG0000095	Tgra	EVM0002668.1	KUTeg_003027, KUTeg_024270
OG0000095	Tgra	EVM0014631.1	KUTeg_018423, KUTeg_021789, KUTeg_008455, KUTeg_017372, KUTeg_017371, KUTeg_011423, KUTeg_018456, KUTeg_018034, KUTeg_008946, KUTeg_007472, KUTeg_015470, KUTeg_008200, KUTeg_002181, KUTeg_005258
OG0000097	Azeb	EVM0017327.1, EVM0012287.1	mikado.HiC_scaffold_2.0G112.1, mikado.HiC_scaffold_2.0G111.1
OG0000097	Tgra	EVM0017327.1, EVM0012287.1	KUTeg_022931
OG0000097	Tgra	EVM0015443.1	KUTeg_019521, KUTeg_004656
OG0000097	Azeb	EVM0014957.1	mikado.HiC_scaffold_18.0G81.1, mikado.HiC_scaffold_18.0G80.1, mikado.HiC_scaffold_18.0G83.1, mikado.HiC_scaffold_18.0G83.2, mikado.HiC_scaffold_14.0G1201.1, mikado.HiC_scaffold_14.0G1206.1, mikado.HiC_scaffold_18.0G76.1
OG0000097	Tgra	EVM0014957.1	KUTeg_019522
OG0000098	Azeb	EVM0012984.1	mikado.HiC_scaffold_19.0G373.1
OG0000098	Tgra	EVM0012984.1	KUTeg_021689
OG0000098	Azeb	EVM0015125.1, EVM0006556.1, EVM0003062.1, EVM0001403.1, EVM0007504.1, EVM0001937.1, EVM0003931.1, EVM0019633.1, EVM0018836.1, EVM0004285.1	mikado.HiC_scaffold_2.0G169.1
OG0000098	Tgra	EVM0007504.1	KUTeg_009770
OG0000098	Tgra	EVM0003931.1	KUTeg_002553
OG0000098	Tgra	EVM0019633.1	KUTeg_002552
OG0000099	Azeb	EVM0007976.1	mikado.HiC_scaffold_16.0G1564.1, mikado.HiC_scaffold_2.0G440.1, mikado.HiC_scaffold_16.0G917.1, mikado.HiC_scaffold_15.0G1270.1, mikado.HiC_scaffold_21.0G1044.1, mikado.HiC_scaffold_15.0G326.1, mikado.HiC_scaffold_10.0G213.1, mikado.HiC_scaffold_10.0G214.1, mikado.HiC_scaffold_16.0G448.1, mikado.HiC_scaffold_4.0G474.1, mikado.HiC_scaffold_16.0G430.1, mikado.HiC_scaffold_16.0G971.1, mikado.HiC_scaffold_9.0G276.1, mikado.HiC_scaffold_13.0G1022.1, mikado.HiC_scaffold_18.0G490.1, mikado.HiC_scaffold_12.3160685G1024.1
OG0000100	Azeb	EVM0023515.1, EVM0018410.1	mikado.HiC_scaffold_16.0G191.1
OG0000100	Tgra	EVM0023515.1, EVM0018410.1	KUTeg_013281
OG0000100	Azeb	EVM0012043.1, EVM0022507.1	mikado.HiC_scaffold_21.0G161.1, mikado.HiC_scaffold_5.0G1168.1, mikado.HiC_scaffold_7.0G670.1, mikado.HiC_scaffold_21.0G980.1
OG0000100	Tgra	EVM0011206.1	KUTeg_011871, KUTeg_018786, KUTeg_015206, KUTeg_019253
OG0000100	Azeb	EVM0011206.1	mikado.HiC_scaffold_2.0G714.1, mikado.HiC_scaffold_2.0G1495.1
OG0000101	Azeb	EVM0019836.1	mikado.HiC_scaffold_2.0G829.1
OG0000101	Tgra	EVM0019836.1	KUTeg_009352, KUTeg_016550
OG0000101	Tgra	EVM0002094.1, EVM0006286.1, EVM0013635.1, EVM0008566.1	KUTeg_009351, KUTeg_009348, KUTeg_009350, KUTeg_002732, KUTeg_009349, KUTeg_009347
OG0000101	Azeb	EVM0002094.1, EVM0006286.1, EVM0013635.1, EVM0008566.1	mikado.HiC_scaffold_2.0G833.1, mikado.HiC_scaffold_2.0G831.1, mikado.HiC_scaffold_2.0G830.1
OG0000102	Azeb	EVM0003119.1	mikado.HiC_scaffold_3.0G1066.1
OG0000102	Tgra	EVM0003119.1	KUTeg_018485, KUTeg_018483
OG0000102	Azeb	EVM0009890.1	mikado.HiC_scaffold_4.0G925.1
OG0000102	Tgra	EVM0009890.1	KUTeg_020343, KUTeg_023106, KUTeg_014934, KUTeg_000817, KUTeg_020853, KUTeg_007334, KUTeg_002826, KUTeg_017644, KUTeg_015608, KUTeg_015609
OG0000103	Azeb	EVM0013891.1, EVM0009335.1, EVM0005154.1, EVM0023919.1, EVM0020062.1, EVM0010323.1, EVM0000499.1, EVM0015204.1, EVM0001983.1, EVM0014844.1, EVM0002767.1, EVM0012378.1, EVM0018411.1, EVM0000234.1, EVM0005301.1	mikado.HiC_scaffold_5.0G582.1
OG0000103	Tgra	EVM0013891.1, EVM0009335.1, EVM0005154.1, EVM0023919.1, EVM0020062.1, EVM0010323.1, EVM0000499.1, EVM0015204.1, EVM0001983.1, EVM0014844.1, EVM0002767.1, EVM0012378.1, EVM0018411.1, EVM0000234.1, EVM0005301.1	KUTeg_017900
OG0000104	Azeb	EVM0010708.1, EVM0023962.1, EVM0009733.1, EVM0010577.1, EVM0002506.1, EVM0023994.1, EVM0001646.1, EVM0017890.1, EVM0014615.1, EVM0011257.1, EVM0007024.1, EVM0013337.1, EVM0020022.1, EVM0020457.1	mikado.HiC_scaffold_9.0G1572.1
OG0000104	Tgra	EVM0010708.1, EVM0023962.1, EVM0009733.1, EVM0010577.1, EVM0002506.1, EVM0023994.1, EVM0001646.1, EVM0017890.1, EVM0014615.1, EVM0011257.1, EVM0007024.1, EVM0013337.1, EVM0020022.1, EVM0020457.1	KUTeg_024730, KUTeg_010841
OG0000105	Tgra	EVM0021403.1	KUTeg_012048, KUTeg_012043, KUTeg_011738, KUTeg_005662
OG0000105	Azeb	EVM0021403.1	mikado.HiC_scaffold_21.0G825.1
OG0000106	Tgra	EVM0009906.1	KUTeg_014945
