Orthogroup	Species	Azeb	Orthologs
OG0000035	Sbro	mikado.HiC_scaffold_19.0G190.1, mikado.HiC_scaffold_1.0G764.1, mikado.HiC_scaffold_1.0G1136.1, mikado.HiC_scaffold_15.0G1444.1, mikado.HiC_scaffold_10.0G71.1, mikado.HiC_scaffold_1.0G1129.1, mikado.HiC_scaffold_1.0G244.2, mikado.HiC_scaffold_1.0G244.1, mikado.HiC_scaffold_1.0G245.1, mikado.HiC_scaffold_1.0G525.1, mikado.HiC_scaffold_11.0G466.1, mikado.HiC_scaffold_1.0G1138.1, mikado.HiC_scaffold_13.0G1164.1, mikado.HiC_scaffold_1.0G1063.1, mikado.HiC_scaffold_1.0G514.1, mikado.HiC_scaffold_5.0G93.1, mikado.HiC_scaffold_1.0G1131.1, mikado.HiC_scaffold_421G1.1, mikado.HiC_scaffold_1.0G1132.1, mikado.HiC_scaffold_1.0G1124.3, mikado.HiC_scaffold_1.0G1124.2, mikado.HiC_scaffold_1.0G1124.1, mikado.HiC_scaffold_1.0G1128.1, mikado.HiC_scaffold_1.0G1098.1, mikado.HiC_scaffold_1.0G1130.1	EVM0008024.1
OG0000036	Sbro	mikado.HiC_scaffold_13.0G1142.1, mikado.HiC_scaffold_13.0G1147.1, mikado.HiC_scaffold_7.0G14.1, mikado.HiC_scaffold_7.0G8.1, mikado.HiC_scaffold_4.0G809.1, mikado.HiC_scaffold_7.0G10.1, mikado.HiC_scaffold_7.0G1235.1, mikado.HiC_scaffold_3.0G505.1, mikado.HiC_scaffold_3.0G508.1, mikado.HiC_scaffold_17.0G1125.1, mikado.HiC_scaffold_7.0G185.1, mikado.HiC_scaffold_13.0G1098.1, mikado.HiC_scaffold_3.0G464.1, mikado.HiC_scaffold_3.0G467.1, mikado.HiC_scaffold_19.0G387.1, mikado.HiC_scaffold_19.0G379.1, mikado.HiC_scaffold_19.0G968.1, mikado.HiC_scaffold_9.0G366.1, mikado.HiC_scaffold_19.0G966.1, mikado.HiC_scaffold_19.0G768.1, mikado.HiC_scaffold_16.0G1096.1, mikado.HiC_scaffold_19.0G64.1, mikado.HiC_scaffold_19.0G70.1	EVM0020283.1
OG0000036	Tgra	mikado.HiC_scaffold_13.0G1142.1, mikado.HiC_scaffold_13.0G1147.1, mikado.HiC_scaffold_7.0G14.1, mikado.HiC_scaffold_7.0G8.1, mikado.HiC_scaffold_4.0G809.1, mikado.HiC_scaffold_7.0G10.1, mikado.HiC_scaffold_7.0G1235.1, mikado.HiC_scaffold_3.0G505.1, mikado.HiC_scaffold_3.0G508.1, mikado.HiC_scaffold_17.0G1125.1, mikado.HiC_scaffold_7.0G185.1, mikado.HiC_scaffold_13.0G1098.1, mikado.HiC_scaffold_3.0G464.1, mikado.HiC_scaffold_3.0G467.1, mikado.HiC_scaffold_19.0G387.1, mikado.HiC_scaffold_19.0G379.1, mikado.HiC_scaffold_19.0G968.1, mikado.HiC_scaffold_9.0G366.1, mikado.HiC_scaffold_19.0G966.1, mikado.HiC_scaffold_19.0G768.1, mikado.HiC_scaffold_16.0G1096.1, mikado.HiC_scaffold_19.0G64.1, mikado.HiC_scaffold_19.0G70.1	KUTeg_024545, KUTeg_024194
OG0000037	Tgra	mikado.HiC_scaffold_285G6.1, mikado.HiC_scaffold_18.0G284.1	KUTeg_022306, KUTeg_008153
OG0000037	Sbro	mikado.HiC_scaffold_4.0G302.1	EVM0008902.1, EVM0011236.1, EVM0002734.1
OG0000037	Tgra	mikado.HiC_scaffold_4.0G302.1	KUTeg_018725, KUTeg_016414, KUTeg_020464, KUTeg_008970, KUTeg_018201, KUTeg_022695, KUTeg_006601, KUTeg_008152, KUTeg_007704, KUTeg_018773, KUTeg_017797, KUTeg_022209, KUTeg_014487, KUTeg_021772, KUTeg_004627, KUTeg_000018, KUTeg_007293, KUTeg_008996
OG0000038	Tgra	mikado.HiC_scaffold_13.0G974.1	KUTeg_016856
OG0000038	Sbro	mikado.HiC_scaffold_13.0G974.1	EVM0010121.1
OG0000038	Tgra	mikado.HiC_scaffold_13.0G1080.1	KUTeg_012115
OG0000038	Sbro	mikado.HiC_scaffold_13.0G1088.1, mikado.HiC_scaffold_7.0G147.1, mikado.HiC_scaffold_13.0G1082.1, mikado.HiC_scaffold_13.0G1085.1, mikado.HiC_scaffold_13.0G1084.1	EVM0008175.1
OG0000039	Sbro	mikado.HiC_scaffold_19.0G985.1	EVM0006909.1, EVM0018021.1, EVM0002287.1
OG0000039	Tgra	mikado.HiC_scaffold_19.0G985.1	KUTeg_008865
OG0000039	Tgra	mikado.HiC_scaffold_15.0G1023.1	KUTeg_002763, KUTeg_020140
OG0000039	Sbro	mikado.HiC_scaffold_15.0G1023.1	EVM0007937.1
OG0000039	Sbro	mikado.HiC_scaffold_19.0G1001.1	EVM0019477.1
OG0000039	Sbro	mikado.HiC_scaffold_11.0G232.1	EVM0002327.1
OG0000039	Sbro	mikado.HiC_scaffold_17.0G626.1	EVM0021055.1
OG0000039	Sbro	mikado.HiC_scaffold_17.0G1148.1	EVM0016846.1
OG0000039	Tgra	mikado.HiC_scaffold_9.0G969.1	KUTeg_004513
OG0000039	Sbro	mikado.HiC_scaffold_9.0G968.1	EVM0023907.1
OG0000041	Sbro	mikado.HiC_scaffold_10.0G627.1, mikado.HiC_scaffold_10.0G626.1	EVM0016327.1
OG0000041	Tgra	mikado.HiC_scaffold_10.0G627.1, mikado.HiC_scaffold_10.0G626.1	KUTeg_011088
OG0000041	Tgra	mikado.HiC_scaffold_2.0G963.1	KUTeg_010375
OG0000041	Sbro	mikado.HiC_scaffold_2.0G963.1	EVM0001753.1, EVM0020176.1
OG0000041	Tgra	mikado.HiC_scaffold_15.0G2420.1	KUTeg_012363
OG0000041	Sbro	mikado.HiC_scaffold_15.0G2420.1	EVM0010456.1
OG0000041	Sbro	mikado.HiC_scaffold_1.0G774.1	EVM0023425.1
OG0000041	Sbro	mikado.HiC_scaffold_11.0G495.1, mikado.HiC_scaffold_12.3160685G454.1	EVM0002665.1
OG0000041	Tgra	mikado.HiC_scaffold_11.0G495.1, mikado.HiC_scaffold_12.3160685G454.1	KUTeg_013710
OG0000041	Tgra	mikado.HiC_scaffold_1.0G772.1, mikado.HiC_scaffold_1.0G606.1	KUTeg_006183
OG0000041	Sbro	mikado.HiC_scaffold_1.0G772.1, mikado.HiC_scaffold_1.0G606.1	EVM0005406.1
OG0000042	Sbro	mikado.HiC_scaffold_19.0G141.1, mikado.HiC_scaffold_21.0G936.1	EVM0008077.1
OG0000042	Tgra	mikado.HiC_scaffold_19.0G141.1, mikado.HiC_scaffold_21.0G936.1	KUTeg_017398, KUTeg_017396, KUTeg_017395, KUTeg_022535
OG0000042	Sbro	mikado.HiC_scaffold_9.0G319.1, mikado.HiC_scaffold_3.0G292.1, mikado.HiC_scaffold_9.0G1578.1, mikado.HiC_scaffold_21.0G92.1, mikado.HiC_scaffold_15.0G259.1, mikado.HiC_scaffold_2.0G444.1, mikado.HiC_scaffold_19.0G1297.1	EVM0020710.1, EVM0000196.1, EVM0000016.1
OG0000042	Tgra	mikado.HiC_scaffold_21.0G92.1, mikado.HiC_scaffold_15.0G259.1, mikado.HiC_scaffold_2.0G444.1	KUTeg_002813, KUTeg_009013, KUTeg_005752, KUTeg_014482
OG0000042	Tgra	mikado.HiC_scaffold_19.0G1297.1	KUTeg_011256, KUTeg_005866, KUTeg_007734, KUTeg_012497
OG0000043	Tgra	mikado.HiC_scaffold_12.3160685G764.1	KUTeg_022217
OG0000043	Tgra	mikado.HiC_scaffold_4.0G418.1	KUTeg_012052, KUTeg_011869, KUTeg_011756, KUTeg_018732, KUTeg_002820, KUTeg_014628, KUTeg_024381, KUTeg_014574, KUTeg_011154, KUTeg_024122, KUTeg_018731, KUTeg_022395, KUTeg_021923, KUTeg_003035, KUTeg_021481, KUTeg_017304, KUTeg_021431
OG0000043	Sbro	mikado.HiC_scaffold_4.0G418.1	EVM0023631.1, EVM0004048.1, EVM0000644.1, EVM0010906.1, EVM0014308.1
OG0000044	Sbro	mikado.HiC_scaffold_21.0G718.1, mikado.HiC_scaffold_8.8335562G175.1	EVM0018838.1
OG0000044	Sbro	mikado.HiC_scaffold_21.0G1120.1	EVM0007787.1
OG0000044	Sbro	mikado.HiC_scaffold_21.0G47.1	EVM0005892.1
OG0000046	Sbro	mikado.HiC_scaffold_7.0G831.1	EVM0012724.1
OG0000046	Tgra	mikado.HiC_scaffold_7.0G831.1	KUTeg_016920, KUTeg_023295, KUTeg_017919, KUTeg_016919, KUTeg_010889, KUTeg_022293, KUTeg_009741, KUTeg_007615, KUTeg_005166, KUTeg_011589, KUTeg_011740, KUTeg_011625, KUTeg_023542, KUTeg_005874, KUTeg_017920, KUTeg_017793, KUTeg_003803, KUTeg_023296, KUTeg_024854, KUTeg_000022, KUTeg_015188, KUTeg_012507
OG0000047	Sbro	mikado.HiC_scaffold_16.0G1618.1	EVM0014580.1, EVM0011552.1, EVM0010469.1, EVM0012766.1, EVM0018596.1, EVM0009957.1, EVM0022419.1, EVM0022524.1, EVM0021014.1, EVM0010397.1, EVM0018498.1, EVM0007479.1, EVM0002636.1, EVM0021039.1, EVM0022528.1, EVM0016199.1, EVM0000679.1, EVM0000917.1, EVM0008418.1, EVM0006360.1, EVM0012393.1, EVM0018755.1, EVM0003157.1
OG0000050	Tgra	mikado.HiC_scaffold_1.0G641.1	KUTeg_006092, KUTeg_006086, KUTeg_006087, KUTeg_006084, KUTeg_015792, KUTeg_017312, KUTeg_006487, KUTeg_010626, KUTeg_006083, KUTeg_006085, KUTeg_006089, KUTeg_010631, KUTeg_006289, KUTeg_006088, KUTeg_001086, KUTeg_017311, KUTeg_006445, KUTeg_006294, KUTeg_006288, KUTeg_006292, KUTeg_006295, KUTeg_006453
OG0000051	Sbro	mikado.HiC_scaffold_1.0G996.1	EVM0023155.1, EVM0006306.1, EVM0014108.1, EVM0007464.1, EVM0007486.1, EVM0023105.1
OG0000051	Tgra	mikado.HiC_scaffold_16.0G571.1	KUTeg_018204
OG0000053	Sbro	mikado.HiC_scaffold_11.0G428.1	EVM0009071.1, EVM0007886.1, EVM0001657.1, EVM0014729.1, EVM0005995.1, EVM0006214.1, EVM0016062.1, EVM0017527.1, EVM0015360.1, EVM0009457.1, EVM0012235.1, EVM0000026.1, EVM0002259.1, EVM0002302.1, EVM0003088.1, EVM0018361.1, EVM0021914.1, EVM0014760.1, EVM0012055.1, EVM0001437.1
OG0000053	Tgra	mikado.HiC_scaffold_11.0G428.1	KUTeg_011580, KUTeg_018730
OG0000057	Tgra	mikado.HiC_scaffold_1.0G1040.1	KUTeg_021728, KUTeg_021727, KUTeg_011578, KUTeg_015516, KUTeg_015685, KUTeg_021729, KUTeg_009250, KUTeg_022137, KUTeg_021730, KUTeg_011271, KUTeg_009251, KUTeg_005930, KUTeg_005931, KUTeg_005921, KUTeg_018711, KUTeg_005922
OG0000057	Sbro	mikado.HiC_scaffold_1.0G1040.1	EVM0008236.1, EVM0015047.1, EVM0023434.1, EVM0014687.1, EVM0023655.1
OG0000058	Tgra	mikado.HiC_scaffold_4.0G650.1, mikado.HiC_scaffold_3.0G878.1, mikado.HiC_scaffold_3.0G879.1, mikado.HiC_scaffold_3.0G877.1, mikado.HiC_scaffold_3.0G876.1, mikado.HiC_scaffold_14.0G452.1, mikado.HiC_scaffold_11.0G493.2, mikado.HiC_scaffold_11.0G493.1, mikado.HiC_scaffold_11.0G492.1, mikado.HiC_scaffold_2.0G1457.1, mikado.HiC_scaffold_3.0G117.1, mikado.HiC_scaffold_3.0G118.1, mikado.HiC_scaffold_4.0G249.1, mikado.HiC_scaffold_5.0G994.1, mikado.HiC_scaffold_3.0G115.1, mikado.HiC_scaffold_3.0G116.1, mikado.HiC_scaffold_4.0G808.1, mikado.HiC_scaffold_12.3160685G782.1, mikado.HiC_scaffold_5.0G1182.1, mikado.HiC_scaffold_3.0G119.2, mikado.HiC_scaffold_3.0G119.1	KUTeg_000455
OG0000059	Tgra	mikado.HiC_scaffold_12.3160685G1339.1, mikado.HiC_scaffold_17.0G941.1	KUTeg_006568, KUTeg_021487, KUTeg_018649, KUTeg_024378, KUTeg_010543, KUTeg_014627, KUTeg_021482, KUTeg_011155, KUTeg_007066, KUTeg_021686, KUTeg_001325, KUTeg_023042, KUTeg_009263, KUTeg_018729, KUTeg_017221, KUTeg_012417, KUTeg_002815, KUTeg_012681, KUTeg_012799, KUTeg_022396
OG0000060	Tgra	mikado.HiC_scaffold_18.0G685.1, mikado.HiC_scaffold_19.0G1172.1, mikado.HiC_scaffold_19.0G1171.1, mikado.HiC_scaffold_4.0G646.1, mikado.HiC_scaffold_18.0G985.1, mikado.HiC_scaffold_12.3160685G1595.1, mikado.HiC_scaffold_21.0G631.1, mikado.HiC_scaffold_19.0G1173.1, mikado.HiC_scaffold_12.3160685G1380.1, mikado.HiC_scaffold_407G2.1, mikado.HiC_scaffold_19.0G1204.1, mikado.HiC_scaffold_21.0G662.1, mikado.HiC_scaffold_18.0G1204.1, mikado.HiC_scaffold_18.0G674.1, mikado.HiC_scaffold_18.0G673.1, mikado.HiC_scaffold_18.0G675.1, mikado.HiC_scaffold_18.0G1203.1, mikado.HiC_scaffold_18.0G1202.1, mikado.HiC_scaffold_18.0G784.1, mikado.HiC_scaffold_16.0G1671.1	KUTeg_019516
OG0000063	Tgra	mikado.HiC_scaffold_2.0G180.1, mikado.HiC_scaffold_15.0G377.1, mikado.HiC_scaffold_16.0G1849.1	KUTeg_000260, KUTeg_017892, KUTeg_019696
OG0000063	Sbro	mikado.HiC_scaffold_2.0G180.1, mikado.HiC_scaffold_15.0G377.1, mikado.HiC_scaffold_16.0G1849.1	EVM0021990.1, EVM0016474.1, EVM0007589.1, EVM0023568.1, EVM0020227.1, EVM0008856.1, EVM0005502.1, EVM0009125.1, EVM0003491.1, EVM0009334.1, EVM0012408.1, EVM0000486.1, EVM0004190.1, EVM0001158.1
OG0000064	Tgra	mikado.HiC_scaffold_2.0G603.1	KUTeg_021868, KUTeg_019255, KUTeg_023895, KUTeg_022012, KUTeg_015028, KUTeg_011555, KUTeg_009274, KUTeg_012983, KUTeg_007932, KUTeg_014484, KUTeg_013899, KUTeg_011557, KUTeg_019252, KUTeg_002733, KUTeg_023894, KUTeg_006312, KUTeg_022017, KUTeg_022243, KUTeg_006313
OG0000066	Tgra	mikado.HiC_scaffold_3.0G862.1	KUTeg_002749, KUTeg_007435, KUTeg_010548, KUTeg_021742, KUTeg_014677, KUTeg_017628, KUTeg_003053, KUTeg_018207
OG0000066	Sbro	mikado.HiC_scaffold_3.0G862.1	EVM0004411.1, EVM0016592.1, EVM0016021.1, EVM0000348.1, EVM0011991.1, EVM0021293.1, EVM0007973.1, EVM0015306.1, EVM0005772.1, EVM0011089.1, EVM0006757.1
OG0000067	Tgra	mikado.HiC_scaffold_4.0G397.1	KUTeg_015232
OG0000067	Sbro	mikado.HiC_scaffold_4.0G397.1	EVM0004350.1
OG0000067	Sbro	mikado.HiC_scaffold_21.0G306.1	EVM0006417.1
OG0000067	Tgra	mikado.HiC_scaffold_4.0G540.1, mikado.HiC_scaffold_4.0G541.1, mikado.HiC_scaffold_4.0G539.1, mikado.HiC_scaffold_4.0G542.2, mikado.HiC_scaffold_4.0G542.1	KUTeg_011148, KUTeg_011152, KUTeg_021293, KUTeg_015657, KUTeg_020434, KUTeg_021287, KUTeg_020435
OG0000067	Sbro	mikado.HiC_scaffold_4.0G540.1, mikado.HiC_scaffold_4.0G541.1, mikado.HiC_scaffold_4.0G539.1, mikado.HiC_scaffold_4.0G542.2, mikado.HiC_scaffold_4.0G542.1	EVM0004877.1, EVM0020800.1, EVM0013073.1
OG0000068	Tgra	mikado.HiC_scaffold_12.3160685G583.1	KUTeg_007069
OG0000068	Sbro	mikado.HiC_scaffold_12.3160685G583.1	EVM0021180.1
OG0000068	Sbro	mikado.HiC_scaffold_9.0G1475.1, mikado.HiC_scaffold_9.0G632.1	EVM0023390.1, EVM0017850.1, EVM0008811.1, EVM0014266.1, EVM0011395.1, EVM0019131.1
OG0000068	Tgra	mikado.HiC_scaffold_9.0G1475.1, mikado.HiC_scaffold_9.0G632.1	KUTeg_003672, KUTeg_018738, KUTeg_018737, KUTeg_001953, KUTeg_005903, KUTeg_010581, KUTeg_001952, KUTeg_010580, KUTeg_001995
OG0000070	Tgra	mikado.HiC_scaffold_4353G1.1, mikado.HiC_scaffold_16.0G1738.1, mikado.HiC_scaffold_19.0G1433.1, mikado.HiC_scaffold_15.0G2504.1, mikado.HiC_scaffold_2.0G212.1, mikado.HiC_scaffold_19.0G1158.1, mikado.HiC_scaffold_4.0G140.1, mikado.HiC_scaffold_7.0G431.1, mikado.HiC_scaffold_14.0G295.1, mikado.HiC_scaffold_12.3160685G527.1, mikado.HiC_scaffold_18.0G573.1, mikado.HiC_scaffold_7.0G983.1, mikado.HiC_scaffold_17.0G816.1, mikado.HiC_scaffold_10.0G145.1, mikado.HiC_scaffold_5.0G1331.1, mikado.HiC_scaffold_8.8335562G929.1, mikado.HiC_scaffold_1.0G83.1, mikado.HiC_scaffold_15.0G1613.1	KUTeg_011119
OG0000071	Sbro	mikado.HiC_scaffold_14.0G573.1, mikado.HiC_scaffold_1.0G850.1, mikado.HiC_scaffold_21.0G51.1, mikado.HiC_scaffold_1.0G1133.1, mikado.HiC_scaffold_19.0G958.1, mikado.HiC_scaffold_19.0G801.1, mikado.HiC_scaffold_19.0G890.1, mikado.HiC_scaffold_19.0G67.1, mikado.HiC_scaffold_17.0G567.1, mikado.HiC_scaffold_19.0G1294.1, mikado.HiC_scaffold_10.0G648.1, mikado.HiC_scaffold_10.0G649.1, mikado.HiC_scaffold_7.0G1239.1, mikado.HiC_scaffold_15.0G1906.1, mikado.HiC_scaffold_19.0G792.1, mikado.HiC_scaffold_21.0G25.1	EVM0006712.1, EVM0010806.1
OG0000071	Tgra	mikado.HiC_scaffold_14.0G573.1, mikado.HiC_scaffold_1.0G850.1, mikado.HiC_scaffold_21.0G51.1, mikado.HiC_scaffold_1.0G1133.1, mikado.HiC_scaffold_19.0G958.1, mikado.HiC_scaffold_19.0G801.1, mikado.HiC_scaffold_19.0G890.1, mikado.HiC_scaffold_19.0G67.1, mikado.HiC_scaffold_17.0G567.1, mikado.HiC_scaffold_19.0G1294.1, mikado.HiC_scaffold_10.0G648.1, mikado.HiC_scaffold_10.0G649.1, mikado.HiC_scaffold_7.0G1239.1, mikado.HiC_scaffold_15.0G1906.1, mikado.HiC_scaffold_19.0G792.1, mikado.HiC_scaffold_21.0G25.1	KUTeg_017795
OG0000072	Sbro	mikado.HiC_scaffold_2.0G109.1, mikado.HiC_scaffold_17.0G313.1, mikado.HiC_scaffold_2.0G787.1, mikado.HiC_scaffold_2.0G110.1	EVM0015883.1, EVM0021860.1, EVM0021979.1, EVM0021526.1, EVM0010043.1, EVM0004666.1, EVM0014562.1, EVM0005376.1
OG0000072	Tgra	mikado.HiC_scaffold_2.0G109.1, mikado.HiC_scaffold_17.0G313.1, mikado.HiC_scaffold_2.0G787.1, mikado.HiC_scaffold_2.0G110.1	KUTeg_009563, KUTeg_008308, KUTeg_014931, KUTeg_002718
OG0000072	Sbro	mikado.HiC_scaffold_7.0G555.1	EVM0000687.1
OG0000072	Tgra	mikado.HiC_scaffold_7.0G555.1	KUTeg_024688
OG0000073	Sbro	mikado.HiC_scaffold_3.0G48.1, mikado.HiC_scaffold_308G1.1, mikado.HiC_scaffold_16.0G1159.1, mikado.HiC_scaffold_15.0G589.1	EVM0017308.1
OG0000073	Tgra	mikado.HiC_scaffold_3.0G48.1, mikado.HiC_scaffold_308G1.1, mikado.HiC_scaffold_16.0G1159.1, mikado.HiC_scaffold_15.0G589.1	KUTeg_013433
OG0000073	Sbro	mikado.HiC_scaffold_16.0G522.1, mikado.HiC_scaffold_16.0G520.1, mikado.HiC_scaffold_12.3160685G290.1, mikado.HiC_scaffold_21.0G1223.1, mikado.HiC_scaffold_13.0G950.1, mikado.HiC_scaffold_8.8335562G449.1, mikado.HiC_scaffold_5.0G586.1, mikado.HiC_scaffold_13.0G767.1, mikado.HiC_scaffold_7.0G1336.1, mikado.HiC_scaffold_15.0G2384.1, mikado.HiC_scaffold_19.0G243.1	EVM0001767.1
OG0000073	Tgra	mikado.HiC_scaffold_16.0G522.1, mikado.HiC_scaffold_16.0G520.1, mikado.HiC_scaffold_12.3160685G290.1, mikado.HiC_scaffold_21.0G1223.1, mikado.HiC_scaffold_13.0G950.1, mikado.HiC_scaffold_8.8335562G449.1, mikado.HiC_scaffold_5.0G586.1, mikado.HiC_scaffold_13.0G767.1, mikado.HiC_scaffold_7.0G1336.1, mikado.HiC_scaffold_15.0G2384.1, mikado.HiC_scaffold_19.0G243.1	KUTeg_005058
OG0000074	Tgra	mikado.HiC_scaffold_4.0G562.1	KUTeg_007306
OG0000074	Tgra	mikado.HiC_scaffold_4.0G81.1	KUTeg_020903, KUTeg_015300, KUTeg_014669, KUTeg_015663, KUTeg_015596, KUTeg_015534, KUTeg_017237
OG0000074	Sbro	mikado.HiC_scaffold_4.0G81.1	EVM0001185.1, EVM0020724.1, EVM0009642.1, EVM0008812.1, EVM0000889.1, EVM0003348.1, EVM0020473.1, EVM0001063.1, EVM0015793.1
OG0000075	Tgra	mikado.HiC_scaffold_5.0G656.1	KUTeg_017808
OG0000075	Sbro	mikado.HiC_scaffold_5.0G656.1	EVM0013922.1
OG0000075	Sbro	mikado.HiC_scaffold_19.0G451.1, mikado.HiC_scaffold_19.0G450.1, mikado.HiC_scaffold_15.0G1132.1	EVM0006736.1
OG0000075	Tgra	mikado.HiC_scaffold_19.0G451.1, mikado.HiC_scaffold_19.0G450.1, mikado.HiC_scaffold_15.0G1132.1	KUTeg_000282, KUTeg_017553
OG0000075	Sbro	mikado.HiC_scaffold_5.0G657.1	EVM0010182.1, EVM0001655.1, EVM0003089.1
OG0000075	Sbro	mikado.HiC_scaffold_5.0G522.1	EVM0021815.1, EVM0010173.1
OG0000077	Tgra	mikado.HiC_scaffold_9.0G170.3, mikado.HiC_scaffold_9.0G170.2, mikado.HiC_scaffold_9.0G170.1	KUTeg_004573
OG0000077	Sbro	mikado.HiC_scaffold_9.0G170.3, mikado.HiC_scaffold_9.0G170.2, mikado.HiC_scaffold_9.0G170.1	EVM0008293.1
OG0000077	Tgra	mikado.HiC_scaffold_16.0G1400.1, mikado.HiC_scaffold_16.0G1399.1, mikado.HiC_scaffold_9.0G167.1, mikado.HiC_scaffold_9.0G166.1, mikado.HiC_scaffold_9.0G169.1	KUTeg_004575
OG0000077	Sbro	mikado.HiC_scaffold_16.0G1400.1, mikado.HiC_scaffold_16.0G1399.1	EVM0008172.1
OG0000077	Sbro	mikado.HiC_scaffold_9.0G167.1	EVM0013060.1
OG0000077	Sbro	mikado.HiC_scaffold_9.0G166.1	EVM0014407.1
OG0000077	Tgra	mikado.HiC_scaffold_15.0G2257.1	KUTeg_012027, KUTeg_012026
OG0000077	Sbro	mikado.HiC_scaffold_15.0G2257.1	EVM0021835.1, EVM0007930.1
OG0000078	Sbro	mikado.HiC_scaffold_15.0G1976.1	EVM0020689.1
OG0000078	Tgra	mikado.HiC_scaffold_15.0G1976.1	KUTeg_002147, KUTeg_016964, KUTeg_012241, KUTeg_004970, KUTeg_007818, KUTeg_006233, KUTeg_004993, KUTeg_000265, KUTeg_009511, KUTeg_011764, KUTeg_021011, KUTeg_014162, KUTeg_015789, KUTeg_017459, KUTeg_019931, KUTeg_012120, KUTeg_020123
OG0000079	Sbro	mikado.HiC_scaffold_21.0G160.1, mikado.HiC_scaffold_15.0G2386.1	EVM0018284.1
OG0000079	Tgra	mikado.HiC_scaffold_21.0G160.1, mikado.HiC_scaffold_15.0G2386.1	KUTeg_017390, KUTeg_000912
OG0000079	Tgra	mikado.HiC_scaffold_21.0G553.1	KUTeg_011755, KUTeg_017589, KUTeg_002817
OG0000079	Tgra	mikado.HiC_scaffold_16.0G416.1	KUTeg_006216, KUTeg_016033, KUTeg_005373, KUTeg_017823, KUTeg_018841, KUTeg_003016, KUTeg_013500
OG0000079	Sbro	mikado.HiC_scaffold_16.0G416.1	EVM0010290.1
OG0000080	Sbro	mikado.HiC_scaffold_21.0G555.1, mikado.HiC_scaffold_19.0G1133.1	EVM0010046.1, EVM0010601.1
OG0000080	Tgra	mikado.HiC_scaffold_21.0G555.1	KUTeg_023899
OG0000080	Tgra	mikado.HiC_scaffold_19.0G1133.1	KUTeg_019133, KUTeg_006877, KUTeg_006529, KUTeg_017668, KUTeg_006532, KUTeg_021189, KUTeg_022530, KUTeg_023149, KUTeg_006531, KUTeg_011605, KUTeg_012412, KUTeg_002049, KUTeg_022529, KUTeg_011604
OG0000081	Tgra	mikado.HiC_scaffold_21.0G1183.1	KUTeg_023016, KUTeg_023017, KUTeg_022540, KUTeg_021801, KUTeg_022539
OG0000081	Sbro	mikado.HiC_scaffold_21.0G1183.1	EVM0012963.1, EVM0018023.1, EVM0016784.1, EVM0003222.1, EVM0017992.1, EVM0008147.1, EVM0003616.1, EVM0020848.1, EVM0008419.1, EVM0010642.1, EVM0004521.1, EVM0001972.1, EVM0014290.1
OG0000085	Sbro	mikado.HiC_scaffold_13.0G37.1	EVM0010894.1
OG0000085	Sbro	mikado.HiC_scaffold_1.0G265.1	EVM0017387.1, EVM0002764.1, EVM0020792.1, EVM0012830.1, EVM0006055.1, EVM0012321.1, EVM0019116.1, EVM0000469.1, EVM0020673.1, EVM0005246.1, EVM0021679.1, EVM0005361.1, EVM0001660.1, EVM0012596.1
OG0000085	Tgra	mikado.HiC_scaffold_1.0G265.1	KUTeg_014545
OG0000086	Sbro	mikado.HiC_scaffold_10.0G120.1, mikado.HiC_scaffold_10.0G400.1, mikado.HiC_scaffold_10.0G325.1, mikado.HiC_scaffold_4.0G335.1, mikado.HiC_scaffold_1504G1.1, mikado.HiC_scaffold_4.0G190.1, mikado.HiC_scaffold_15.0G1321.1, mikado.HiC_scaffold_1.0G695.1, mikado.HiC_scaffold_284G1.1, mikado.HiC_scaffold_11.0G474.1, mikado.HiC_scaffold_1.0G696.1	EVM0009778.1
OG0000086	Sbro	mikado.HiC_scaffold_10.0G21.1, mikado.HiC_scaffold_10.0G445.1, mikado.HiC_scaffold_10.0G854.1, mikado.HiC_scaffold_10.0G679.1, mikado.HiC_scaffold_10.0G505.1	EVM0010907.1
OG0000087	Sbro	mikado.HiC_scaffold_2.0G878.1	EVM0007021.1
OG0000087	Tgra	mikado.HiC_scaffold_2.0G1525.1, mikado.HiC_scaffold_2.0G449.1, mikado.HiC_scaffold_2.0G555.1, mikado.HiC_scaffold_2.0G556.1, mikado.HiC_scaffold_2.0G398.1, mikado.HiC_scaffold_3.0G789.1, mikado.HiC_scaffold_2.0G443.1, mikado.HiC_scaffold_2.0G450.1	KUTeg_019391, KUTeg_019393, KUTeg_018928, KUTeg_018925
OG0000087	Sbro	mikado.HiC_scaffold_2.0G1525.1, mikado.HiC_scaffold_2.0G449.1, mikado.HiC_scaffold_2.0G555.1, mikado.HiC_scaffold_2.0G556.1, mikado.HiC_scaffold_2.0G398.1, mikado.HiC_scaffold_3.0G789.1, mikado.HiC_scaffold_2.0G443.1, mikado.HiC_scaffold_2.0G450.1	EVM0017486.1
OG0000088	Tgra	mikado.HiC_scaffold_3.0G771.1	KUTeg_018774, KUTeg_015879
OG0000088	Tgra	mikado.HiC_scaffold_15.0G625.1	KUTeg_000315
OG0000088	Tgra	mikado.HiC_scaffold_17.0G1004.1	KUTeg_000098
OG0000088	Tgra	mikado.HiC_scaffold_7.0G325.1, mikado.HiC_scaffold_18.0G715.1	KUTeg_022816, KUTeg_006602, KUTeg_003771
