Orthogroup	Sbro	Tgra
OG0000173	EVM0011714.1, EVM0019541.1, EVM0006283.1, EVM0010021.1, EVM0018769.1, EVM0005678.1, EVM0013503.1, EVM0019471.1, EVM0011754.1, EVM0021456.1, EVM0016329.1, EVM0004483.1	KUTeg_019540
OG0000175	EVM0001512.1	KUTeg_009288
OG0000175	EVM0005850.1	KUTeg_001720
OG0000175	EVM0007664.1, EVM0009177.1, EVM0012932.1, EVM0008941.1	KUTeg_023870
OG0000176	EVM0009710.1, EVM0019501.1, EVM0021578.1, EVM0011233.1, EVM0002037.1	KUTeg_009915
OG0000176	EVM0017661.1	KUTeg_009916
OG0000176	EVM0013916.1, EVM0007689.1, EVM0007584.1	KUTeg_009295
OG0000177	EVM0000898.1	KUTeg_008092, KUTeg_002916, KUTeg_006849, KUTeg_005055, KUTeg_004084, KUTeg_020407, KUTeg_022448, KUTeg_019481
OG0000177	EVM0010044.1	KUTeg_021841
OG0000178	EVM0002705.1	KUTeg_014917
OG0000178	EVM0012948.1, EVM0007422.1, EVM0008273.1, EVM0006825.1, EVM0019019.1	KUTeg_007534, KUTeg_007535
OG0000178	EVM0020406.1	KUTeg_006821
OG0000179	EVM0023396.1	KUTeg_014577, KUTeg_023045
OG0000179	EVM0013977.1	KUTeg_022893, KUTeg_014828, KUTeg_014829, KUTeg_023654
OG0000180	EVM0022548.1, EVM0004833.1, EVM0006251.1	KUTeg_023561
OG0000180	EVM0010935.1, EVM0018329.1, EVM0013403.1, EVM0023762.1, EVM0003909.1, EVM0015714.1	KUTeg_023820
OG0000182	EVM0022119.1, EVM0012698.1, EVM0009787.1, EVM0001422.1	KUTeg_024486, KUTeg_024910, KUTeg_007719, KUTeg_023545
OG0000182	EVM0017458.1, EVM0022702.1, EVM0019481.1, EVM0017507.1, EVM0010318.1	KUTeg_024132
OG0000183	EVM0002594.1	KUTeg_022974
OG0000183	EVM0014441.1	KUTeg_023169, KUTeg_023171
OG0000183	EVM0006338.1, EVM0002370.1, EVM0020043.1, EVM0018644.1, EVM0019631.1, EVM0020831.1, EVM0008118.1, EVM0012515.1	KUTeg_023173
OG0000185	EVM0014880.1, EVM0018131.1, EVM0010825.1, EVM0005229.1, EVM0010274.1, EVM0005950.1, EVM0019568.1, EVM0003717.1, EVM0018036.1, EVM0006371.1, EVM0001349.1, EVM0022342.1, EVM0018809.1	KUTeg_011209
OG0000186	EVM0000919.1	KUTeg_025014
OG0000186	EVM0002899.1, EVM0021910.1, EVM0001419.1, EVM0018641.1, EVM0014689.1, EVM0020902.1, EVM0019593.1, EVM0006482.1, EVM0023906.1, EVM0022606.1, EVM0008112.1	KUTeg_013594
OG0000187	EVM0007804.1	KUTeg_011826, KUTeg_015194, KUTeg_015193, KUTeg_022920, KUTeg_022919, KUTeg_023694, KUTeg_022921, KUTeg_022918, KUTeg_023693, KUTeg_023237, KUTeg_023238, KUTeg_023236, KUTeg_022922
OG0000188	EVM0020583.1	KUTeg_022273, KUTeg_022000, KUTeg_002858, KUTeg_012805, KUTeg_014488, KUTeg_005699, KUTeg_018124, KUTeg_018121, KUTeg_017242, KUTeg_001278, KUTeg_011753
OG0000188	EVM0014655.1	KUTeg_021479
OG0000189	EVM0000910.1	KUTeg_000069, KUTeg_002262
OG0000189	EVM0021305.1, EVM0013802.1, EVM0015529.1, EVM0014539.1, EVM0020302.1, EVM0018524.1, EVM0018422.1, EVM0007256.1	KUTeg_001593, KUTeg_006113, KUTeg_016209
OG0000190	EVM0016863.1, EVM0015607.1, EVM0007677.1, EVM0004801.1, EVM0004739.1, EVM0002580.1, EVM0019256.1, EVM0022544.1	KUTeg_021601
OG0000190	EVM0004174.1, EVM0012884.1, EVM0010865.1, EVM0020811.1	KUTeg_012102
OG0000191	EVM0006161.1, EVM0009619.1	KUTeg_014767
OG0000191	EVM0016651.1, EVM0017722.1, EVM0012385.1	KUTeg_005972, KUTeg_006341, KUTeg_014766, KUTeg_002759, KUTeg_006340, KUTeg_014761, KUTeg_014762, KUTeg_006339
OG0000192	EVM0004186.1	KUTeg_017236, KUTeg_004618, KUTeg_017258, KUTeg_017234, KUTeg_010570
OG0000192	EVM0016656.1	KUTeg_002737, KUTeg_010574, KUTeg_010592, KUTeg_011282, KUTeg_002266, KUTeg_001012, KUTeg_010554
OG0000194	EVM0012735.1	KUTeg_002469
OG0000194	EVM0001698.1, EVM0019963.1	KUTeg_002018
OG0000197	EVM0019569.1, EVM0011259.1	KUTeg_018192, KUTeg_018197
OG0000200	EVM0017051.1	KUTeg_010854
OG0000203	EVM0000175.1, EVM0002225.1	KUTeg_009207, KUTeg_009338, KUTeg_009339, KUTeg_000973, KUTeg_002720, KUTeg_008031, KUTeg_008030, KUTeg_000972
OG0000204	EVM0008533.1	KUTeg_013255
OG0000205	EVM0006108.1	KUTeg_005585
OG0000205	EVM0002846.1	KUTeg_015785
OG0000205	EVM0010510.1	KUTeg_005582
OG0000205	EVM0006997.1	KUTeg_005581
OG0000207	EVM0020466.1	KUTeg_017915, KUTeg_000700, KUTeg_013110, KUTeg_016311, KUTeg_013113, KUTeg_015101, KUTeg_015100, KUTeg_002484, KUTeg_023177, KUTeg_017353
OG0000208	EVM0014073.1, EVM0021918.1	KUTeg_007193
OG0000209	EVM0014181.1, EVM0003350.1	KUTeg_000507
OG0000210	EVM0022290.1, EVM0021186.1, EVM0016123.1, EVM0007947.1, EVM0002304.1, EVM0018473.1	KUTeg_011885, KUTeg_012365
OG0000211	EVM0007759.1	KUTeg_014727
OG0000211	EVM0010811.1, EVM0014042.1, EVM0012314.1, EVM0001988.1	KUTeg_008751, KUTeg_008749
OG0000212	EVM0006477.1, EVM0022749.1	KUTeg_024840, KUTeg_004263
OG0000212	EVM0021632.1, EVM0011971.1, EVM0002802.1, EVM0001044.1, EVM0006402.1	KUTeg_015486
OG0000214	EVM0001351.1	KUTeg_024376
OG0000214	EVM0015548.1, EVM0004812.1, EVM0014926.1, EVM0020993.1, EVM0023371.1, EVM0008810.1, EVM0021134.1, EVM0002010.1	KUTeg_024375
OG0000216	EVM0010565.1, EVM0023453.1, EVM0015478.1	KUTeg_018867, KUTeg_019123
OG0000217	EVM0014622.1, EVM0014894.1	KUTeg_004235
OG0000217	EVM0003043.1, EVM0001676.1, EVM0020897.1, EVM0023088.1	KUTeg_017440, KUTeg_017888
OG0000218	EVM0005228.1	KUTeg_021750, KUTeg_021939
OG0000218	EVM0005676.1	KUTeg_012045
OG0000220	EVM0008716.1, EVM0006993.1, EVM0007520.1, EVM0014709.1, EVM0012581.1, EVM0024045.1, EVM0020363.1, EVM0001340.1, EVM0002253.1	KUTeg_017776
OG0000221	EVM0014310.1	KUTeg_019454, KUTeg_002874
OG0000221	EVM0004803.1	KUTeg_019455, KUTeg_015902, KUTeg_011532, KUTeg_022733, KUTeg_015032, KUTeg_010311, KUTeg_020617
OG0000222	EVM0013244.1, EVM0008192.1, EVM0022921.1, EVM0022350.1, EVM0006256.1, EVM0007328.1, EVM0014398.1	KUTeg_008224
OG0000223	EVM0001572.1, EVM0005004.1	KUTeg_023490
OG0000224	EVM0017595.1	KUTeg_019810
OG0000224	EVM0014013.1	KUTeg_019746
OG0000224	EVM0021800.1	KUTeg_019745
OG0000226	EVM0005276.1	KUTeg_021987
OG0000226	EVM0008665.1, EVM0022766.1, EVM0008943.1, EVM0016218.1, EVM0011768.1, EVM0014341.1, EVM0017240.1	KUTeg_001172
OG0000227	EVM0002496.1	KUTeg_002077
OG0000227	EVM0019904.1	KUTeg_001906, KUTeg_002078
OG0000227	EVM0010720.1	KUTeg_002076, KUTeg_001903
OG0000228	EVM0000190.1	KUTeg_001637, KUTeg_017782
OG0000228	EVM0018154.1	KUTeg_007417
OG0000228	EVM0012348.1, EVM0002692.1	KUTeg_007416
OG0000229	EVM0007729.1	KUTeg_006958
OG0000229	EVM0016347.1	KUTeg_006643
OG0000230	EVM0011441.1, EVM0002276.1, EVM0009487.1, EVM0002879.1, EVM0020547.1, EVM0010377.1, EVM0021407.1, EVM0002429.1, EVM0020535.1, EVM0020157.1, EVM0015974.1	KUTeg_011274, KUTeg_011277
OG0000231	EVM0008163.1	KUTeg_009778
OG0000231	EVM0018159.1, EVM0015820.1, EVM0004945.1, EVM0018961.1, EVM0009228.1, EVM0010244.1, EVM0003358.1, EVM0021367.1, EVM0015185.1	KUTeg_005211, KUTeg_005212
OG0000232	EVM0013360.1	KUTeg_003843, KUTeg_003844, KUTeg_004580, KUTeg_004577
OG0000232	EVM0015026.1	KUTeg_003845, KUTeg_003837, KUTeg_013041, KUTeg_013429, KUTeg_004579, KUTeg_003842, KUTeg_003838
OG0000233	EVM0007022.1, EVM0022500.1, EVM0013534.1, EVM0015426.1, EVM0015960.1, EVM0018438.1, EVM0019495.1, EVM0014041.1, EVM0015505.1, EVM0009554.1, EVM0000850.1, EVM0021089.1	KUTeg_012466
OG0000234	EVM0020517.1, EVM0022653.1, EVM0017231.1, EVM0023990.1, EVM0021971.1, EVM0012031.1, EVM0019714.1, EVM0003285.1, EVM0022541.1, EVM0005299.1, EVM0022201.1, EVM0010624.1	KUTeg_016845
OG0000235	EVM0006483.1, EVM0011110.1, EVM0008080.1	KUTeg_011251, KUTeg_011912, KUTeg_010502, KUTeg_005701, KUTeg_011255, KUTeg_001304, KUTeg_023130, KUTeg_018122, KUTeg_011156, KUTeg_014632
OG0000237	EVM0018244.1	KUTeg_022421
OG0000238	EVM0018463.1	KUTeg_000046
OG0000238	EVM0023820.1, EVM0022506.1	KUTeg_011645, KUTeg_008402
OG0000240	EVM0019186.1, EVM0024042.2	KUTeg_022106
OG0000244	EVM0009658.1	KUTeg_011603
OG0000248	EVM0018378.1	KUTeg_017446, KUTeg_010148, KUTeg_015003
OG0000248	EVM0001390.1	KUTeg_021965
OG0000248	EVM0002443.1	KUTeg_023023, KUTeg_023028
OG0000249	EVM0017033.1, EVM0021585.1, EVM0013959.1, EVM0001715.1, EVM0011528.1, EVM0001252.1, EVM0018499.1	KUTeg_010900
OG0000250	EVM0022443.1, EVM0007401.1	KUTeg_011728, KUTeg_011313, KUTeg_005855, KUTeg_015880, KUTeg_011729, KUTeg_009375, KUTeg_011735, KUTeg_001402, KUTeg_001403
OG0000251	EVM0016683.1	KUTeg_021992
OG0000251	EVM0008830.1	KUTeg_010034, KUTeg_021533
OG0000252	EVM0019932.1, EVM0009377.1	KUTeg_000681
OG0000252	EVM0015998.1	KUTeg_000810
OG0000252	EVM0000963.1, EVM0020665.1	KUTeg_014594, KUTeg_000473
OG0000254	EVM0006934.1	KUTeg_016266
OG0000255	EVM0010723.1	KUTeg_008667
OG0000256	EVM0014826.1, EVM0013326.1, EVM0015220.1, EVM0009653.1, EVM0001411.1	KUTeg_024707, KUTeg_024068
OG0000256	EVM0019616.1	KUTeg_024067, KUTeg_025054
OG0000257	EVM0002537.1	KUTeg_001327
OG0000257	EVM0008501.1, EVM0017899.1	KUTeg_017518
OG0000258	EVM0012759.1, EVM0023737.1	KUTeg_020681
OG0000259	EVM0004502.1	KUTeg_018495
OG0000260	EVM0000218.1	KUTeg_021192
OG0000260	EVM0017840.1, EVM0022278.1	KUTeg_021193
OG0000263	EVM0020030.1, EVM0020262.1, EVM0014704.1, EVM0003356.1, EVM0008029.1, EVM0001425.1, EVM0013383.1, EVM0014948.1, EVM0012048.1, EVM0003640.1	KUTeg_024134
OG0000264	EVM0016370.1, EVM0020757.1, EVM0007967.1, EVM0016213.1, EVM0014286.1, EVM0021725.1, EVM0010075.1, EVM0011976.1, EVM0018464.1, EVM0012109.1	KUTeg_022574
OG0000266	EVM0023896.1	KUTeg_002927
OG0000266	EVM0001250.1	KUTeg_013077
OG0000266	EVM0018258.1	KUTeg_005072
OG0000267	EVM0005512.1	KUTeg_022674, KUTeg_013619, KUTeg_013206, KUTeg_013622, KUTeg_013624, KUTeg_013207, KUTeg_013805, KUTeg_013623, KUTeg_013618, KUTeg_013200
OG0000268	EVM0003054.1, EVM0012964.1, EVM0008763.1, EVM0015887.1, EVM0007887.1, EVM0004855.1, EVM0008572.1, EVM0014791.1, EVM0007004.1, EVM0021499.1	KUTeg_016567
OG0000269	EVM0008474.1, EVM0011693.1	KUTeg_002104
OG0000271	EVM0010598.1	KUTeg_010702, KUTeg_010968
OG0000271	EVM0012499.1, EVM0012778.1	KUTeg_005834, KUTeg_011025
OG0000271	EVM0009945.1	KUTeg_000963
OG0000274	EVM0022510.1, EVM0020984.1	KUTeg_006941
OG0000274	EVM0012119.1, EVM0013621.1	KUTeg_007640, KUTeg_007645
OG0000276	EVM0000227.1	KUTeg_023700, KUTeg_007906, KUTeg_007698
OG0000277	EVM0012764.1	KUTeg_019737
OG0000277	EVM0016247.1, EVM0015070.1, EVM0010833.1	KUTeg_009122
OG0000278	EVM0009694.1	KUTeg_011562
OG0000278	EVM0009893.1, EVM0023887.1	KUTeg_012779, KUTeg_011652
OG0000278	EVM0015551.1	KUTeg_012029
OG0000280	EVM0002292.1	KUTeg_007410, KUTeg_007411
OG0000281	EVM0016597.1	KUTeg_008810
OG0000281	EVM0000317.1	KUTeg_001511
OG0000281	EVM0004247.1	KUTeg_008809
OG0000282	EVM0009707.1	KUTeg_019166
OG0000282	EVM0012816.1, EVM0005617.1, EVM0008271.1	KUTeg_022716, KUTeg_022712
OG0000283	EVM0006439.1, EVM0020299.1, EVM0009113.1, EVM0006116.1, EVM0012563.1, EVM0006801.1, EVM0012821.1	KUTeg_011579, KUTeg_010458, KUTeg_006071
OG0000285	EVM0000947.1	KUTeg_023749, KUTeg_023742, KUTeg_022799, KUTeg_023384, KUTeg_023385, KUTeg_023061
OG0000285	EVM0002026.1	KUTeg_023850, KUTeg_022798
OG0000286	EVM0005525.1	KUTeg_023526
OG0000286	EVM0007642.1	KUTeg_022926
OG0000286	EVM0013422.1, EVM0003114.1	KUTeg_022994
OG0000287	EVM0009041.1	KUTeg_022819
OG0000287	EVM0022515.1, EVM0002619.1, EVM0005468.1, EVM0004371.1, EVM0015438.1, EVM0012823.1	KUTeg_023818, KUTeg_022726
OG0000288	EVM0002947.1, EVM0015760.1, EVM0023383.1, EVM0003752.1, EVM0013248.1, EVM0023726.1	KUTeg_008025
OG0000291	EVM0005120.1, EVM0019227.1, EVM0016989.1, EVM0010344.1, EVM0009639.1, EVM0010541.1, EVM0020806.1, EVM0022829.1, EVM0021123.1, EVM0001824.1, EVM0001347.1	KUTeg_001108
OG0000294	EVM0018785.1	KUTeg_007638, KUTeg_006973, KUTeg_007794, KUTeg_010661, KUTeg_023513, KUTeg_018008, KUTeg_023518, KUTeg_023517, KUTeg_018009, KUTeg_023520, KUTeg_007639
OG0000295	EVM0011417.1	KUTeg_014925
OG0000295	EVM0018418.1	KUTeg_002714
OG0000295	EVM0000242.1	KUTeg_015290, KUTeg_020314
OG0000297	EVM0002051.1, EVM0018014.1, EVM0002597.1, EVM0018156.1	KUTeg_018863
OG0000297	EVM0023707.1, EVM0014575.1	KUTeg_007068, KUTeg_011507, KUTeg_005791, KUTeg_003051, KUTeg_010630
OG0000298	EVM0007302.1	KUTeg_020474
OG0000298	EVM0005435.1, EVM0007236.1	KUTeg_020473, KUTeg_021489, KUTeg_021935, KUTeg_021932, KUTeg_021933, KUTeg_022527, KUTeg_020471, KUTeg_020468
OG0000299	EVM0006444.1	KUTeg_002730, KUTeg_012792, KUTeg_021898, KUTeg_004971, KUTeg_021743, KUTeg_014531, KUTeg_009067, KUTeg_018712, KUTeg_018739, KUTeg_018740, KUTeg_020122
OG0000302	EVM0008719.1, EVM0004535.1	KUTeg_010147, KUTeg_009401, KUTeg_009402
OG0000302	EVM0014282.1, EVM0005095.1	KUTeg_009409, KUTeg_009410
OG0000303	EVM0013218.1	KUTeg_018674, KUTeg_015603, KUTeg_010064, KUTeg_001162, KUTeg_015602, KUTeg_009306, KUTeg_010063
OG0000304	EVM0019651.1	KUTeg_008846
OG0000305	EVM0020965.1	KUTeg_023669, KUTeg_022775, KUTeg_008862
OG0000305	EVM0022145.1	KUTeg_000436
OG0000305	EVM0015924.1	KUTeg_015315, KUTeg_021938
OG0000306	EVM0005488.1, EVM0016043.1, EVM0004925.1, EVM0019817.1	KUTeg_006040
OG0000311	EVM0010381.1, EVM0004869.1	KUTeg_009918
OG0000313	EVM0015785.1, EVM0008012.1, EVM0009859.1	KUTeg_009119
OG0000314	EVM0007797.1	KUTeg_016195
OG0000317	EVM0005084.1	KUTeg_000791
OG0000318	EVM0002462.1	KUTeg_011112
OG0000318	EVM0002319.1	KUTeg_000176, KUTeg_011111
OG0000319	EVM0012887.1, EVM0008835.1, EVM0003721.1, EVM0021382.1	KUTeg_007689
OG0000319	EVM0008427.1	KUTeg_008690
OG0000320	EVM0017076.1	KUTeg_016080
OG0000321	EVM0010314.1	KUTeg_008296
OG0000325	EVM0005917.1, EVM0009659.1	KUTeg_024468, KUTeg_024469, KUTeg_024470
OG0000326	EVM0008158.1	KUTeg_023914, KUTeg_024958, KUTeg_024956, KUTeg_024957
OG0000326	EVM0022393.1	KUTeg_024955, KUTeg_024953
OG0000326	EVM0010460.1	KUTeg_024959
OG0000327	EVM0019624.1	KUTeg_024890
OG0000327	EVM0006002.1	KUTeg_003083
OG0000327	EVM0015203.1	KUTeg_003296
OG0000327	EVM0006337.1	KUTeg_024892
OG0000328	EVM0011990.1	KUTeg_012596
OG0000328	EVM0005023.1, EVM0017321.1	KUTeg_003835
OG0000329	EVM0001682.1	KUTeg_023773, KUTeg_023772
OG0000330	EVM0006679.1	KUTeg_017360
OG0000331	EVM0021966.1, EVM0004750.1, EVM0010269.1, EVM0012353.1, EVM0002425.1	KUTeg_021573
OG0000332	EVM0000829.1	KUTeg_008148, KUTeg_011421
OG0000332	EVM0013478.1	KUTeg_008847
OG0000332	EVM0012012.1	KUTeg_008586
OG0000334	EVM0012222.1, EVM0000865.1, EVM0006007.1, EVM0006408.1, EVM0015056.1, EVM0019398.1, EVM0009783.1	KUTeg_001523, KUTeg_002038, KUTeg_002039
OG0000335	EVM0016679.1	KUTeg_001478, KUTeg_001998
OG0000336	EVM0016158.1, EVM0023281.1, EVM0022913.1, EVM0013410.1, EVM0001708.1, EVM0023997.1, EVM0022727.1	KUTeg_009893, KUTeg_009896
OG0000338	EVM0014573.1, EVM0017176.1	KUTeg_001910, KUTeg_001157, KUTeg_001183, KUTeg_001156, KUTeg_001191, KUTeg_001190, KUTeg_001184, KUTeg_001182
OG0000342	EVM0006654.1	KUTeg_008620
OG0000343	EVM0016014.1	KUTeg_002235, KUTeg_002097
OG0000343	EVM0020332.1	KUTeg_008193
OG0000343	EVM0016086.1	KUTeg_002102
OG0000344	EVM0003702.1	KUTeg_016907, KUTeg_010880, KUTeg_009256, KUTeg_015538, KUTeg_015537, KUTeg_012137, KUTeg_010927, KUTeg_015623, KUTeg_021906
OG0000345	EVM0017774.1, EVM0023176.1, EVM0017215.1	KUTeg_013327
OG0000346	EVM0019704.1	KUTeg_008459
OG0000346	EVM0021221.1	KUTeg_008461, KUTeg_008805, KUTeg_008460
OG0000348	EVM0021871.1, EVM0006881.1, EVM0002568.1, EVM0000159.1	KUTeg_010563
OG0000349	EVM0018228.1, EVM0021228.1, EVM0016134.1, EVM0020924.1, EVM0006684.1, EVM0015827.1	KUTeg_005807, KUTeg_005253, KUTeg_000310, KUTeg_002178
OG0000350	EVM0022859.1	KUTeg_012606, KUTeg_005848, KUTeg_014752
OG0000350	EVM0004257.1	KUTeg_017269
OG0000351	EVM0005964.1	KUTeg_015662, KUTeg_017692, KUTeg_017693, KUTeg_004680, KUTeg_024123, KUTeg_011659, KUTeg_015661, KUTeg_001419, KUTeg_010564
OG0000353	EVM0017148.1, EVM0010997.1, EVM0009927.1, EVM0008198.1, EVM0016572.1, EVM0017877.1, EVM0010788.1, EVM0002124.1, EVM0019537.1	KUTeg_018834
OG0000354	EVM0001123.1	KUTeg_011017
OG0000354	EVM0008720.1	KUTeg_006861, KUTeg_007736
OG0000354	EVM0019040.1	KUTeg_006862
OG0000356	EVM0010097.1	KUTeg_022900
OG0000358	EVM0014342.1, EVM0023370.1, EVM0003405.1, EVM0012334.1, EVM0010643.1	KUTeg_019785
OG0000359	EVM0005069.1	KUTeg_007880, KUTeg_007878, KUTeg_000868, KUTeg_007879
OG0000359	EVM0001997.1	KUTeg_000867, KUTeg_012135, KUTeg_010994
OG0000360	EVM0003617.1	KUTeg_022145, KUTeg_008991, KUTeg_022146, KUTeg_021869, KUTeg_008992
OG0000360	EVM0010929.1, EVM0000135.1, EVM0012117.1	KUTeg_011820, KUTeg_023467
OG0000361	EVM0021061.1, EVM0001558.1, EVM0021582.1	KUTeg_008565, KUTeg_001427
OG0000361	EVM0008168.1, EVM0021074.1, EVM0023636.1	KUTeg_022295, KUTeg_022445, KUTeg_022635
OG0000362	EVM0004230.1, EVM0014054.1, EVM0003944.1, EVM0022938.1, EVM0022896.1, EVM0022220.1, EVM0001125.1, EVM0008191.1, EVM0014440.1	KUTeg_006476, KUTeg_006479
OG0000363	EVM0008675.1, EVM0008603.1, EVM0011806.1, EVM0013329.1, EVM0017008.1, EVM0001175.1, EVM0010616.1, EVM0020002.1, EVM0002203.1, EVM0008317.1	KUTeg_016222
OG0000364	EVM0023297.1, EVM0001081.1, EVM0002409.1, EVM0013139.1, EVM0016397.1, EVM0009116.1, EVM0004393.1, EVM0022847.1, EVM0015395.1, EVM0006222.1	KUTeg_015291
OG0000365	EVM0000956.1, EVM0018054.1, EVM0001160.1, EVM0010220.1, EVM0020582.1, EVM0010876.1, EVM0018413.1, EVM0007471.1, EVM0010410.1, EVM0015962.1	KUTeg_007169
OG0000366	EVM0015328.1	KUTeg_024222, KUTeg_024220, KUTeg_018776
OG0000366	EVM0003792.1	KUTeg_010324, KUTeg_008592, KUTeg_008593, KUTeg_020591, KUTeg_010323, KUTeg_007717
OG0000367	EVM0012678.1	KUTeg_011160, KUTeg_007439, KUTeg_007444, KUTeg_007344, KUTeg_007336, KUTeg_007314, KUTeg_006645, KUTeg_006646, KUTeg_007307, KUTeg_007309
OG0000368	EVM0018489.1, EVM0007435.1, EVM0000120.1, EVM0015075.1, EVM0016369.1, EVM0020651.1, EVM0017737.1, EVM0015608.1, EVM0014762.1, EVM0017622.1	KUTeg_010685
OG0000369	EVM0011321.1	KUTeg_001277, KUTeg_022231, KUTeg_001276, KUTeg_021940, KUTeg_005702, KUTeg_009161, KUTeg_014630, KUTeg_011913, KUTeg_001292, KUTeg_011254
OG0000370	EVM0016275.1, EVM0018433.1, EVM0003718.1, EVM0002760.1, EVM0019446.1, EVM0009621.1, EVM0022236.1, EVM0003497.1, EVM0015449.1, EVM0018870.1	KUTeg_022437
OG0000371	EVM0007799.1	KUTeg_012018, KUTeg_011364, KUTeg_012015, KUTeg_011890, KUTeg_002709, KUTeg_012020, KUTeg_012019, KUTeg_002710, KUTeg_012021, KUTeg_012014
OG0000381	Sbro-opn5a	Tgra-opn5a, KUTeg_009497
OG0000381	EVM0013183.1, Sbro-opn5b	KUTeg_010374, Tgra-opn5b
OG0000382	EVM0002609.1, EVM0007575.1, EVM0020195.1, EVM0002753.1, EVM0010571.1, EVM0016781.1	KUTeg_002867, KUTeg_005147, KUTeg_012727
OG0000384	EVM0005009.1	KUTeg_019122
OG0000384	EVM0008256.1, EVM0004405.1, EVM0018859.1	KUTeg_018954, KUTeg_002758, KUTeg_004869
OG0000386	EVM0022408.1, EVM0015996.1, EVM0000359.1	KUTeg_000905
OG0000393	EVM0006452.1, EVM0018286.2	KUTeg_009920
OG0000394	EVM0016258.1	KUTeg_003792, KUTeg_003012
OG0000394	EVM0021121.1	KUTeg_009362
OG0000396	EVM0001079.1, EVM0007421.1, EVM0013620.1, EVM0016573.1, EVM0021820.1	KUTeg_014606
OG0000397	EVM0017212.1	KUTeg_007691
OG0000398	EVM0000749.1	KUTeg_013564
OG0000398	EVM0006277.1	KUTeg_015697
OG0000399	EVM0001005.1, EVM0003146.1	KUTeg_000753
OG0000400	EVM0017812.1, EVM0010987.1	KUTeg_022387, KUTeg_022394
OG0000401	EVM0006481.1, EVM0016853.1, EVM0003948.1, EVM0007163.1, EVM0018557.1, EVM0012482.1, EVM0012580.1, EVM0010916.1	KUTeg_000503
OG0000402	EVM0001372.1, EVM0010985.1, EVM0012440.1	KUTeg_000614
OG0000402	EVM0007702.1, EVM0023179.1	KUTeg_000114
OG0000403	EVM0011269.1	KUTeg_013361
OG0000403	EVM0019181.1	KUTeg_014241
OG0000403	EVM0016239.1, EVM0021718.1	KUTeg_013963
OG0000404	EVM0014474.1	KUTeg_000622
OG0000404	EVM0009015.1, EVM0013704.1	KUTeg_000621, KUTeg_006483, KUTeg_001212
OG0000405	EVM0013316.1, EVM0007628.1	KUTeg_022104
OG0000409	EVM0012176.1	KUTeg_015622, KUTeg_008853
OG0000409	EVM0005812.1, EVM0014853.1	KUTeg_018102, KUTeg_023906
OG0000410	EVM0009803.1	KUTeg_008117
OG0000410	EVM0009321.1, EVM0021660.1, EVM0000968.1	KUTeg_008869
OG0000411	EVM0007087.1	KUTeg_014995, KUTeg_015151
OG0000411	EVM0020052.1	KUTeg_015157
OG0000413	EVM0010435.1	KUTeg_016370
OG0000413	EVM0012543.1	KUTeg_015185, KUTeg_022570
OG0000414	EVM0009912.1	KUTeg_018133, KUTeg_020386, KUTeg_020391, KUTeg_020922, KUTeg_020392
OG0000416	EVM0018024.1	KUTeg_022332
OG0000416	EVM0017780.1, EVM0003508.1	KUTeg_011082
OG0000419	EVM0021899.1, EVM0012616.1, EVM0020918.1, EVM0014107.1, EVM0011125.1, EVM0007876.1, EVM0001036.1, EVM0001522.1	KUTeg_022359
OG0000423	EVM0004757.1	KUTeg_006205, KUTeg_006001, KUTeg_006214
OG0000424	EVM0007731.1	KUTeg_013788
OG0000424	EVM0014836.1	KUTeg_013786, KUTeg_013787
OG0000424	EVM0022635.1	KUTeg_013785, KUTeg_013199
OG0000425	EVM0005090.1	KUTeg_005312
OG0000425	EVM0010631.1	KUTeg_003769
OG0000425	EVM0020727.1	KUTeg_020507
OG0000426	EVM0008671.1, EVM0002273.1	KUTeg_004482
OG0000427	EVM0014097.1	KUTeg_003420, KUTeg_011802
OG0000427	EVM0016320.1, EVM0010313.1, EVM0015232.1, EVM0000823.1, EVM0017333.1	KUTeg_011801
OG0000429	EVM0010937.1, EVM0012227.1	KUTeg_018296, KUTeg_001159, KUTeg_004821, KUTeg_021818, KUTeg_022559, KUTeg_022556, KUTeg_022565
OG0000430	EVM0020082.1	KUTeg_011127
OG0000430	EVM0012451.1	KUTeg_002846, KUTeg_010895, KUTeg_002848
OG0000432	EVM0007537.1	KUTeg_016552
OG0000433	EVM0020430.1	KUTeg_011103, KUTeg_000229
OG0000434	EVM0018963.1, EVM0008063.1	KUTeg_006175
OG0000435	EVM0015451.1, EVM0022808.1, EVM0022762.1	KUTeg_001550
OG0000435	EVM0022825.1	KUTeg_017355, KUTeg_001945
OG0000436	EVM0013827.1	KUTeg_023846, KUTeg_023455
OG0000436	EVM0021285.1	KUTeg_001571
OG0000438	EVM0007914.1	KUTeg_016333, KUTeg_016336
OG0000438	EVM0011856.1	KUTeg_016332, KUTeg_016335, KUTeg_016331
OG0000439	EVM0014955.1	KUTeg_016997
OG0000440	EVM0016654.1, EVM0010317.1, EVM0008261.1, EVM0011847.1, EVM0016642.1	KUTeg_006497
OG0000440	EVM0012938.1	KUTeg_010067
OG0000441	EVM0019006.1	KUTeg_016605
OG0000442	EVM0009910.1	KUTeg_001818
OG0000444	EVM0020039.1	KUTeg_021840, KUTeg_021993, KUTeg_022108, KUTeg_022107
OG0000444	EVM0003044.1	KUTeg_021839, KUTeg_021837, KUTeg_021838
OG0000445	EVM0016768.1	KUTeg_004877
