0_0: Azeb-opn5a
0_568: mikado.HiC_scaffold_1.0G543.1
0_569: mikado.HiC_scaffold_1.0G544.1
0_570: mikado.HiC_scaffold_1.0G545.1
0_571: mikado.HiC_scaffold_1.0G546.1
0_572: mikado.HiC_scaffold_1.0G547.1
0_573: mikado.HiC_scaffold_1.0G548.1
0_574: mikado.HiC_scaffold_1.0G549.1
0_575: mikado.HiC_scaffold_1.0G550.1
0_576: mikado.HiC_scaffold_1.0G551.1
0_577: mikado.HiC_scaffold_1.0G552.1
0_578: mikado.HiC_scaffold_1.0G553.1
0_579: mikado.HiC_scaffold_1.0G554.1
0_580: mikado.HiC_scaffold_1.0G555.1
0_581: mikado.HiC_scaffold_1.0G556.1
0_582: mikado.HiC_scaffold_1.0G557.1
0_583: mikado.HiC_scaffold_1.0G558.1
0_584: mikado.HiC_scaffold_1.0G559.1
0_585: mikado.HiC_scaffold_1.0G560.1
0_586: mikado.HiC_scaffold_1.0G560.2
0_587: mikado.HiC_scaffold_1.0G561.1
0_588: mikado.HiC_scaffold_1.0G562.1
0_589: mikado.HiC_scaffold_1.0G563.1
0_590: mikado.HiC_scaffold_1.0G564.1
0_591: mikado.HiC_scaffold_1.0G565.1
0_592: mikado.HiC_scaffold_1.0G565.3
0_593: mikado.HiC_scaffold_1.0G566.1
0_594: mikado.HiC_scaffold_1.0G567.1
0_595: mikado.HiC_scaffold_1.0G568.1
0_596: mikado.HiC_scaffold_1.0G569.1
0_597: mikado.HiC_scaffold_1.0G570.1
0_598: mikado.HiC_scaffold_1.0G571.1
0_599: mikado.HiC_scaffold_1.0G572.1
0_600: mikado.HiC_scaffold_1.0G573.1
0_601: mikado.HiC_scaffold_1.0G574.1
0_602: mikado.HiC_scaffold_1.0G575.1
0_603: mikado.HiC_scaffold_1.0G576.1
0_604: mikado.HiC_scaffold_1.0G577.1
0_605: mikado.HiC_scaffold_1.0G578.1
0_606: mikado.HiC_scaffold_1.0G579.1
0_607: mikado.HiC_scaffold_1.0G580.1
0_608: mikado.HiC_scaffold_1.0G581.1
0_609: mikado.HiC_scaffold_1.0G582.1
0_610: mikado.HiC_scaffold_1.0G583.1
0_611: mikado.HiC_scaffold_1.0G584.1
0_612: mikado.HiC_scaffold_1.0G585.1
0_613: mikado.HiC_scaffold_1.0G586.1
0_614: mikado.HiC_scaffold_1.0G587.1
0_615: mikado.HiC_scaffold_1.0G588.1
0_616: mikado.HiC_scaffold_1.0G589.1
0_617: mikado.HiC_scaffold_1.0G590.1
0_618: mikado.HiC_scaffold_1.0G591.1
0_619: mikado.HiC_scaffold_1.0G592.1
0_620: mikado.HiC_scaffold_1.0G593.1
0_621: mikado.HiC_scaffold_1.0G594.1
0_622: mikado.HiC_scaffold_1.0G595.1
0_623: mikado.HiC_scaffold_1.0G596.1
0_624: mikado.HiC_scaffold_1.0G597.1
0_625: mikado.HiC_scaffold_1.0G598.1
0_626: mikado.HiC_scaffold_1.0G599.1
0_627: mikado.HiC_scaffold_1.0G600.1
0_628: mikado.HiC_scaffold_1.0G601.1
0_629: mikado.HiC_scaffold_1.0G602.1
0_630: mikado.HiC_scaffold_1.0G603.1
0_631: mikado.HiC_scaffold_1.0G604.1
0_632: mikado.HiC_scaffold_1.0G605.1
0_633: mikado.HiC_scaffold_1.0G606.1
0_634: mikado.HiC_scaffold_1.0G607.1
0_635: mikado.HiC_scaffold_1.0G608.1
0_636: mikado.HiC_scaffold_1.0G609.1
0_637: mikado.HiC_scaffold_1.0G609.2
0_638: mikado.HiC_scaffold_1.0G610.1
0_639: mikado.HiC_scaffold_1.0G611.1
0_640: mikado.HiC_scaffold_1.0G612.1
0_641: mikado.HiC_scaffold_1.0G613.1
0_642: mikado.HiC_scaffold_1.0G614.1
0_643: mikado.HiC_scaffold_1.0G615.1
0_644: mikado.HiC_scaffold_1.0G616.1
0_645: mikado.HiC_scaffold_1.0G617.1
0_646: mikado.HiC_scaffold_1.0G618.1
0_647: mikado.HiC_scaffold_1.0G619.1
0_648: mikado.HiC_scaffold_1.0G620.1
0_649: mikado.HiC_scaffold_1.0G620.2
0_650: mikado.HiC_scaffold_1.0G621.1
0_651: mikado.HiC_scaffold_1.0G622.1
0_652: mikado.HiC_scaffold_1.0G623.1
0_653: mikado.HiC_scaffold_1.0G624.1
0_654: mikado.HiC_scaffold_1.0G625.1
0_655: mikado.HiC_scaffold_1.0G626.1
0_656: mikado.HiC_scaffold_1.0G627.1
0_657: mikado.HiC_scaffold_1.0G628.1
0_658: mikado.HiC_scaffold_1.0G629.1
0_659: mikado.HiC_scaffold_1.0G630.1
0_660: mikado.HiC_scaffold_1.0G631.1
0_661: mikado.HiC_scaffold_1.0G632.1
0_662: mikado.HiC_scaffold_1.0G633.1
0_663: mikado.HiC_scaffold_1.0G634.1
0_664: mikado.HiC_scaffold_1.0G635.1
0_665: mikado.HiC_scaffold_1.0G636.1
0_666: mikado.HiC_scaffold_1.0G637.1
0_667: mikado.HiC_scaffold_1.0G638.1
0_668: mikado.HiC_scaffold_1.0G639.1
0_669: mikado.HiC_scaffold_1.0G640.1
0_670: mikado.HiC_scaffold_1.0G641.1
0_671: mikado.HiC_scaffold_1.0G642.1
0_672: mikado.HiC_scaffold_1.0G643.1
0_673: mikado.HiC_scaffold_1.0G644.1
0_674: mikado.HiC_scaffold_1.0G645.1
0_675: mikado.HiC_scaffold_1.0G646.1
0_676: mikado.HiC_scaffold_1.0G647.1
0_677: mikado.HiC_scaffold_1.0G647.2
0_678: mikado.HiC_scaffold_1.0G647.3
0_679: mikado.HiC_scaffold_1.0G648.1
0_680: mikado.HiC_scaffold_1.0G649.1
0_681: mikado.HiC_scaffold_1.0G650.1
0_682: mikado.HiC_scaffold_1.0G651.1
0_683: mikado.HiC_scaffold_1.0G652.1
0_684: mikado.HiC_scaffold_1.0G653.1
0_685: mikado.HiC_scaffold_1.0G654.1
0_686: mikado.HiC_scaffold_1.0G655.1
0_687: mikado.HiC_scaffold_1.0G656.1
0_688: mikado.HiC_scaffold_1.0G657.1
0_689: mikado.HiC_scaffold_1.0G658.1
0_690: mikado.HiC_scaffold_1.0G659.1
0_691: mikado.HiC_scaffold_1.0G660.1
0_692: mikado.HiC_scaffold_1.0G661.1
0_693: mikado.HiC_scaffold_1.0G662.1
0_694: mikado.HiC_scaffold_1.0G663.1
0_695: mikado.HiC_scaffold_1.0G664.1
0_696: mikado.HiC_scaffold_1.0G665.1
0_697: mikado.HiC_scaffold_1.0G666.1
0_698: mikado.HiC_scaffold_1.0G667.1
0_699: mikado.HiC_scaffold_1.0G668.1
0_700: mikado.HiC_scaffold_1.0G669.1
0_701: mikado.HiC_scaffold_1.0G670.1
0_702: mikado.HiC_scaffold_1.0G671.1
0_703: mikado.HiC_scaffold_1.0G672.1
0_704: mikado.HiC_scaffold_1.0G673.1
0_705: mikado.HiC_scaffold_1.0G676.1
0_706: mikado.HiC_scaffold_1.0G677.1
0_707: mikado.HiC_scaffold_1.0G678.1
0_708: mikado.HiC_scaffold_1.0G679.1
0_709: mikado.HiC_scaffold_1.0G680.1
0_710: mikado.HiC_scaffold_1.0G681.1
0_711: mikado.HiC_scaffold_1.0G682.1
0_712: mikado.HiC_scaffold_1.0G683.1
0_713: mikado.HiC_scaffold_1.0G684.1
0_714: mikado.HiC_scaffold_1.0G685.1
0_715: mikado.HiC_scaffold_1.0G686.1
0_716: mikado.HiC_scaffold_1.0G687.1
0_717: mikado.HiC_scaffold_1.0G688.1
0_718: mikado.HiC_scaffold_1.0G689.1
0_719: mikado.HiC_scaffold_1.0G690.1
0_720: mikado.HiC_scaffold_1.0G691.1
0_721: mikado.HiC_scaffold_1.0G692.1
0_722: mikado.HiC_scaffold_1.0G693.1
0_723: mikado.HiC_scaffold_1.0G694.1
0_724: mikado.HiC_scaffold_1.0G695.1
0_725: mikado.HiC_scaffold_1.0G696.1
0_726: mikado.HiC_scaffold_1.0G697.1
0_727: mikado.HiC_scaffold_1.0G698.1
0_728: mikado.HiC_scaffold_1.0G699.1
0_729: mikado.HiC_scaffold_1.0G700.1
0_730: mikado.HiC_scaffold_1.0G701.1
0_731: mikado.HiC_scaffold_1.0G702.1
0_732: mikado.HiC_scaffold_1.0G703.1
0_733: mikado.HiC_scaffold_1.0G704.1
0_734: mikado.HiC_scaffold_1.0G705.1
0_735: mikado.HiC_scaffold_1.0G706.1
0_736: mikado.HiC_scaffold_1.0G707.1
0_737: mikado.HiC_scaffold_1.0G708.1
0_738: mikado.HiC_scaffold_1.0G709.1
0_739: mikado.HiC_scaffold_1.0G710.1
0_740: mikado.HiC_scaffold_1.0G711.1
0_741: mikado.HiC_scaffold_1.0G712.1
0_742: mikado.HiC_scaffold_1.0G713.1
0_743: mikado.HiC_scaffold_1.0G714.1
0_744: mikado.HiC_scaffold_1.0G715.1
0_745: mikado.HiC_scaffold_1.0G716.1
0_746: mikado.HiC_scaffold_1.0G717.1
0_747: mikado.HiC_scaffold_1.0G718.1
0_748: mikado.HiC_scaffold_1.0G719.1
0_749: mikado.HiC_scaffold_1.0G720.1
0_750: mikado.HiC_scaffold_1.0G721.1
0_751: mikado.HiC_scaffold_1.0G722.1
0_752: mikado.HiC_scaffold_1.0G723.1
0_753: mikado.HiC_scaffold_1.0G724.1
0_754: mikado.HiC_scaffold_1.0G725.1
0_755: mikado.HiC_scaffold_1.0G726.1
0_756: mikado.HiC_scaffold_1.0G727.1
0_757: mikado.HiC_scaffold_1.0G728.1
0_758: mikado.HiC_scaffold_1.0G729.1
0_759: mikado.HiC_scaffold_1.0G731.1
0_760: mikado.HiC_scaffold_1.0G730.1
0_761: mikado.HiC_scaffold_1.0G732.1
0_762: mikado.HiC_scaffold_1.0G733.1
0_763: mikado.HiC_scaffold_1.0G734.1
0_764: mikado.HiC_scaffold_1.0G735.1
0_765: mikado.HiC_scaffold_1.0G736.1
0_766: mikado.HiC_scaffold_1.0G737.1
0_767: mikado.HiC_scaffold_1.0G738.1
0_768: mikado.HiC_scaffold_1.0G739.1
0_769: mikado.HiC_scaffold_1.0G740.1
0_770: mikado.HiC_scaffold_1.0G741.1
0_771: mikado.HiC_scaffold_1.0G742.1
0_772: mikado.HiC_scaffold_1.0G743.1
0_773: mikado.HiC_scaffold_1.0G744.1
0_774: mikado.HiC_scaffold_1.0G745.1
0_775: mikado.HiC_scaffold_1.0G746.1
0_776: mikado.HiC_scaffold_1.0G747.1
0_777: mikado.HiC_scaffold_1.0G748.1
0_778: mikado.HiC_scaffold_1.0G749.1
0_779: mikado.HiC_scaffold_1.0G749.2
0_780: mikado.HiC_scaffold_1.0G750.1
0_781: mikado.HiC_scaffold_1.0G751.1
0_782: mikado.HiC_scaffold_1.0G752.1
0_783: mikado.HiC_scaffold_1.0G753.1
0_784: mikado.HiC_scaffold_1.0G754.1
0_785: mikado.HiC_scaffold_1.0G755.1
0_786: mikado.HiC_scaffold_1.0G756.1
0_787: mikado.HiC_scaffold_1.0G757.1
0_788: mikado.HiC_scaffold_1.0G758.1
0_789: mikado.HiC_scaffold_1.0G759.1
0_790: mikado.HiC_scaffold_1.0G760.1
0_791: mikado.HiC_scaffold_1.0G761.1
0_792: mikado.HiC_scaffold_1.0G762.1
0_793: mikado.HiC_scaffold_1.0G763.1
0_794: mikado.HiC_scaffold_1.0G764.1
0_795: mikado.HiC_scaffold_1.0G765.1
0_796: mikado.HiC_scaffold_1.0G766.1
0_797: mikado.HiC_scaffold_1.0G767.1
0_798: mikado.HiC_scaffold_1.0G768.1
0_799: mikado.HiC_scaffold_1.0G769.1
0_800: mikado.HiC_scaffold_1.0G770.1
0_801: mikado.HiC_scaffold_1.0G771.1
0_802: mikado.HiC_scaffold_1.0G772.1
0_803: mikado.HiC_scaffold_1.0G773.1
0_804: mikado.HiC_scaffold_1.0G774.1
0_805: mikado.HiC_scaffold_1.0G775.1
0_806: mikado.HiC_scaffold_1.0G776.1
0_807: mikado.HiC_scaffold_1.0G777.1
0_808: mikado.HiC_scaffold_1.0G778.1
0_809: mikado.HiC_scaffold_1.0G778.2
0_810: mikado.HiC_scaffold_1.0G779.1
0_811: mikado.HiC_scaffold_1.0G780.2
0_812: mikado.HiC_scaffold_1.0G780.1
0_813: mikado.HiC_scaffold_1.0G781.1
0_814: mikado.HiC_scaffold_1.0G782.1
0_815: mikado.HiC_scaffold_1.0G783.1
0_816: mikado.HiC_scaffold_1.0G784.1
0_817: mikado.HiC_scaffold_1.0G784.3
0_818: mikado.HiC_scaffold_1.0G784.5
0_819: mikado.HiC_scaffold_1.0G784.6
0_820: mikado.HiC_scaffold_1.0G784.7
0_821: mikado.HiC_scaffold_1.0G785.1
0_822: mikado.HiC_scaffold_1.0G786.1
0_823: mikado.HiC_scaffold_1.0G787.1
0_824: mikado.HiC_scaffold_1.0G788.1
0_825: mikado.HiC_scaffold_1.0G789.1
0_826: mikado.HiC_scaffold_1.0G790.1
0_827: mikado.HiC_scaffold_1.0G791.1
0_828: mikado.HiC_scaffold_1.0G792.1
0_829: mikado.HiC_scaffold_1.0G793.1
0_830: mikado.HiC_scaffold_1.0G794.1
0_831: mikado.HiC_scaffold_1.0G795.1
0_832: mikado.HiC_scaffold_1.0G796.1
0_833: mikado.HiC_scaffold_1.0G797.1
0_834: mikado.HiC_scaffold_1.0G798.1
0_835: mikado.HiC_scaffold_1.0G800.1
0_836: mikado.HiC_scaffold_1.0G799.1
0_837: mikado.HiC_scaffold_1.0G801.1
0_838: mikado.HiC_scaffold_1.0G802.1
0_839: mikado.HiC_scaffold_1.0G803.1
0_840: mikado.HiC_scaffold_1.0G804.1
0_841: mikado.HiC_scaffold_1.0G805.1
0_842: mikado.HiC_scaffold_1.0G806.1
0_843: mikado.HiC_scaffold_1.0G807.1
0_844: mikado.HiC_scaffold_1.0G808.1
0_845: mikado.HiC_scaffold_1.0G809.1
0_846: mikado.HiC_scaffold_1.0G810.1
0_847: mikado.HiC_scaffold_1.0G811.1
0_848: mikado.HiC_scaffold_1.0G812.1
0_849: mikado.HiC_scaffold_1.0G813.1
0_850: mikado.HiC_scaffold_1.0G814.1
0_851: mikado.HiC_scaffold_1.0G814.2
0_852: mikado.HiC_scaffold_1.0G815.1
0_853: mikado.HiC_scaffold_1.0G817.1
0_854: mikado.HiC_scaffold_1.0G818.1
0_855: mikado.HiC_scaffold_1.0G819.1
0_856: mikado.HiC_scaffold_1.0G820.1
0_857: mikado.HiC_scaffold_1.0G821.1
0_858: mikado.HiC_scaffold_1.0G822.1
0_859: mikado.HiC_scaffold_1.0G824.1
0_860: mikado.HiC_scaffold_1.0G826.1
0_861: mikado.HiC_scaffold_1.0G827.1
0_862: mikado.HiC_scaffold_1.0G828.1
0_863: mikado.HiC_scaffold_1.0G829.1
0_864: mikado.HiC_scaffold_1.0G830.1
0_865: mikado.HiC_scaffold_1.0G830.2
0_866: mikado.HiC_scaffold_1.0G832.1
0_867: mikado.HiC_scaffold_1.0G831.1
0_868: mikado.HiC_scaffold_1.0G831.2
0_869: mikado.HiC_scaffold_1.0G834.1
0_870: mikado.HiC_scaffold_1.0G835.1
0_871: mikado.HiC_scaffold_1.0G836.1
0_872: mikado.HiC_scaffold_1.0G837.1
0_873: mikado.HiC_scaffold_1.0G838.1
0_874: mikado.HiC_scaffold_1.0G839.1
0_875: mikado.HiC_scaffold_1.0G840.1
0_876: mikado.HiC_scaffold_1.0G841.1
0_877: mikado.HiC_scaffold_1.0G843.1
0_878: mikado.HiC_scaffold_1.0G844.1
0_879: mikado.HiC_scaffold_1.0G845.1
0_880: mikado.HiC_scaffold_1.0G846.1
0_881: mikado.HiC_scaffold_1.0G847.1
0_882: mikado.HiC_scaffold_1.0G848.1
0_883: mikado.HiC_scaffold_1.0G849.1
0_884: mikado.HiC_scaffold_1.0G850.1
0_885: mikado.HiC_scaffold_1.0G851.1
0_886: mikado.HiC_scaffold_1.0G852.1
0_887: mikado.HiC_scaffold_1.0G853.1
0_888: mikado.HiC_scaffold_1.0G854.1
0_889: mikado.HiC_scaffold_1.0G855.1
0_890: mikado.HiC_scaffold_1.0G856.1
0_891: mikado.HiC_scaffold_1.0G857.1
0_892: mikado.HiC_scaffold_1.0G858.1
0_893: mikado.HiC_scaffold_1.0G859.1
0_894: mikado.HiC_scaffold_1.0G860.1
0_895: mikado.HiC_scaffold_1.0G861.1
0_896: mikado.HiC_scaffold_1.0G863.1
0_897: mikado.HiC_scaffold_1.0G864.1
0_898: mikado.HiC_scaffold_1.0G866.1
0_899: mikado.HiC_scaffold_1.0G867.1
0_900: mikado.HiC_scaffold_1.0G868.1
0_901: mikado.HiC_scaffold_1.0G869.1
0_902: mikado.HiC_scaffold_1.0G871.1
0_903: mikado.HiC_scaffold_1.0G872.1
0_904: mikado.HiC_scaffold_1.0G873.1
0_905: mikado.HiC_scaffold_1.0G874.1
0_906: mikado.HiC_scaffold_1.0G875.1
0_907: mikado.HiC_scaffold_1.0G876.1
0_908: mikado.HiC_scaffold_1.0G877.1
0_909: mikado.HiC_scaffold_1.0G878.1
0_910: mikado.HiC_scaffold_1.0G879.1
0_911: mikado.HiC_scaffold_1.0G880.1
0_912: mikado.HiC_scaffold_1.0G881.1
0_913: mikado.HiC_scaffold_1.0G882.1
0_914: mikado.HiC_scaffold_1.0G882.2
0_915: mikado.HiC_scaffold_1.0G883.1
0_916: mikado.HiC_scaffold_1.0G884.1
0_917: mikado.HiC_scaffold_1.0G885.1
0_918: mikado.HiC_scaffold_1.0G886.1
0_919: mikado.HiC_scaffold_1.0G887.1
0_920: mikado.HiC_scaffold_1.0G888.1
0_921: mikado.HiC_scaffold_1.0G889.1
0_922: mikado.HiC_scaffold_1.0G890.1
0_923: mikado.HiC_scaffold_1.0G891.1
0_924: mikado.HiC_scaffold_1.0G892.1
0_925: mikado.HiC_scaffold_1.0G893.1
0_926: mikado.HiC_scaffold_1.0G896.1
0_927: mikado.HiC_scaffold_1.0G896.2
0_928: mikado.HiC_scaffold_1.0G895.1
0_929: mikado.HiC_scaffold_1.0G897.1
0_930: mikado.HiC_scaffold_1.0G898.1
0_931: mikado.HiC_scaffold_1.0G899.1
0_932: mikado.HiC_scaffold_1.0G900.1
0_933: mikado.HiC_scaffold_1.0G901.1
0_934: mikado.HiC_scaffold_1.0G902.1
0_935: mikado.HiC_scaffold_1.0G903.1
0_936: mikado.HiC_scaffold_1.0G904.1
0_937: mikado.HiC_scaffold_1.0G905.1
0_938: mikado.HiC_scaffold_1.0G906.1
0_939: mikado.HiC_scaffold_1.0G908.1
0_940: mikado.HiC_scaffold_1.0G907.1
0_941: mikado.HiC_scaffold_1.0G909.1
0_942: mikado.HiC_scaffold_1.0G910.1
0_943: mikado.HiC_scaffold_1.0G911.1
0_944: mikado.HiC_scaffold_1.0G911.2
0_945: mikado.HiC_scaffold_1.0G912.1
0_946: mikado.HiC_scaffold_1.0G913.1
0_947: mikado.HiC_scaffold_1.0G914.1
0_948: mikado.HiC_scaffold_1.0G915.1
0_949: mikado.HiC_scaffold_1.0G916.1
0_950: mikado.HiC_scaffold_1.0G917.1
0_951: mikado.HiC_scaffold_1.0G918.1
0_952: mikado.HiC_scaffold_1.0G919.1
0_953: mikado.HiC_scaffold_1.0G920.1
0_954: mikado.HiC_scaffold_1.0G921.1
0_955: mikado.HiC_scaffold_1.0G922.1
0_956: mikado.HiC_scaffold_1.0G923.1
0_957: mikado.HiC_scaffold_1.0G924.1
0_958: mikado.HiC_scaffold_1.0G926.1
0_959: mikado.HiC_scaffold_1.0G927.1
0_960: mikado.HiC_scaffold_1.0G928.1
0_961: mikado.HiC_scaffold_1.0G929.1
0_962: mikado.HiC_scaffold_1.0G930.1
0_963: mikado.HiC_scaffold_1.0G931.1
0_964: mikado.HiC_scaffold_1.0G932.1
0_965: mikado.HiC_scaffold_1.0G933.1
0_966: mikado.HiC_scaffold_1.0G934.1
0_967: mikado.HiC_scaffold_1.0G936.1
0_968: mikado.HiC_scaffold_1.0G935.1
0_969: mikado.HiC_scaffold_1.0G937.1
0_970: mikado.HiC_scaffold_1.0G938.1
0_971: mikado.HiC_scaffold_1.0G939.1
0_972: mikado.HiC_scaffold_1.0G939.2
0_973: mikado.HiC_scaffold_1.0G940.1
0_974: mikado.HiC_scaffold_1.0G941.1
0_975: mikado.HiC_scaffold_1.0G942.1
0_976: mikado.HiC_scaffold_1.0G943.1
0_977: mikado.HiC_scaffold_1.0G944.1
0_978: mikado.HiC_scaffold_1.0G945.1
0_979: mikado.HiC_scaffold_1.0G946.1
0_980: mikado.HiC_scaffold_1.0G947.1
0_981: mikado.HiC_scaffold_1.0G948.1
0_982: mikado.HiC_scaffold_1.0G949.1
0_983: mikado.HiC_scaffold_1.0G950.1
0_984: mikado.HiC_scaffold_1.0G951.1
0_985: mikado.HiC_scaffold_1.0G952.1
0_986: mikado.HiC_scaffold_1.0G953.1
0_987: mikado.HiC_scaffold_1.0G954.1
0_988: mikado.HiC_scaffold_1.0G955.1
0_989: mikado.HiC_scaffold_1.0G956.1
0_990: mikado.HiC_scaffold_1.0G957.1
0_991: mikado.HiC_scaffold_1.0G958.1
0_992: mikado.HiC_scaffold_1.0G959.1
0_993: mikado.HiC_scaffold_1.0G960.1
0_994: mikado.HiC_scaffold_1.0G962.1
0_995: mikado.HiC_scaffold_1.0G961.1
0_996: mikado.HiC_scaffold_1.0G963.1
0_997: mikado.HiC_scaffold_1.0G964.1
0_998: mikado.HiC_scaffold_1.0G965.1
0_999: mikado.HiC_scaffold_1.0G966.1
0_1000: mikado.HiC_scaffold_1.0G967.1
0_1001: mikado.HiC_scaffold_1.0G968.1
0_1002: mikado.HiC_scaffold_1.0G969.1
0_1003: mikado.HiC_scaffold_1.0G970.1
0_1004: mikado.HiC_scaffold_1.0G970.2
0_1005: mikado.HiC_scaffold_1.0G971.1
0_1006: mikado.HiC_scaffold_1.0G972.1
0_1007: mikado.HiC_scaffold_1.0G973.1
0_1008: mikado.HiC_scaffold_1.0G974.1
0_1009: mikado.HiC_scaffold_1.0G975.2
0_1010: mikado.HiC_scaffold_1.0G975.1
0_1011: mikado.HiC_scaffold_1.0G976.1
0_1012: mikado.HiC_scaffold_1.0G977.1
0_1013: mikado.HiC_scaffold_1.0G978.1
0_1014: mikado.HiC_scaffold_1.0G979.1
0_1015: mikado.HiC_scaffold_1.0G980.1
0_1016: mikado.HiC_scaffold_1.0G981.1
0_1017: mikado.HiC_scaffold_1.0G982.1
0_1018: mikado.HiC_scaffold_1.0G983.1
0_1019: mikado.HiC_scaffold_1.0G984.1
0_1020: mikado.HiC_scaffold_1.0G985.1
0_1021: mikado.HiC_scaffold_1.0G986.1
0_1022: mikado.HiC_scaffold_1.0G987.1
0_1023: mikado.HiC_scaffold_1.0G988.1
0_1024: mikado.HiC_scaffold_1.0G989.1
0_1025: mikado.HiC_scaffold_1.0G990.1
0_1026: mikado.HiC_scaffold_1.0G991.1
0_1027: mikado.HiC_scaffold_1.0G992.1
0_1028: mikado.HiC_scaffold_1.0G993.1
0_1029: mikado.HiC_scaffold_1.0G994.1
0_1030: mikado.HiC_scaffold_1.0G995.1
0_1031: mikado.HiC_scaffold_1.0G996.1
0_1032: mikado.HiC_scaffold_1.0G997.1
0_1033: mikado.HiC_scaffold_1.0G998.1
0_1034: mikado.HiC_scaffold_1.0G999.1
0_1035: mikado.HiC_scaffold_1.0G1000.1
0_1036: mikado.HiC_scaffold_1.0G1001.1
0_1037: mikado.HiC_scaffold_1.0G1001.2
0_1038: mikado.HiC_scaffold_1.0G1002.1
0_1039: mikado.HiC_scaffold_1.0G1003.1
0_1040: mikado.HiC_scaffold_1.0G1004.1
0_1041: mikado.HiC_scaffold_1.0G1005.1
0_1042: mikado.HiC_scaffold_1.0G1006.1
0_1043: mikado.HiC_scaffold_1.0G1007.1
0_1044: mikado.HiC_scaffold_1.0G1008.1
0_1045: mikado.HiC_scaffold_1.0G1010.1
0_1046: mikado.HiC_scaffold_1.0G1012.1
0_1047: mikado.HiC_scaffold_1.0G1013.1
0_1048: mikado.HiC_scaffold_1.0G1014.1
0_1049: mikado.HiC_scaffold_1.0G1015.1
0_1050: mikado.HiC_scaffold_1.0G1016.1
0_1051: mikado.HiC_scaffold_1.0G1017.1
0_1052: mikado.HiC_scaffold_1.0G1018.1
0_1053: mikado.HiC_scaffold_1.0G1019.1
0_1054: mikado.HiC_scaffold_1.0G1020.1
0_1055: mikado.HiC_scaffold_1.0G1021.1
0_1056: mikado.HiC_scaffold_1.0G1021.2
0_1057: mikado.HiC_scaffold_1.0G1022.1
0_1058: mikado.HiC_scaffold_1.0G1023.1
0_1059: mikado.HiC_scaffold_1.0G1024.1
0_1060: mikado.HiC_scaffold_1.0G1025.1
0_1061: mikado.HiC_scaffold_1.0G1026.1
0_1062: mikado.HiC_scaffold_1.0G1027.1
0_1063: mikado.HiC_scaffold_1.0G1028.1
0_1064: mikado.HiC_scaffold_1.0G1029.1
0_1065: mikado.HiC_scaffold_1.0G1030.1
0_1066: mikado.HiC_scaffold_1.0G1031.1
0_1067: mikado.HiC_scaffold_1.0G1032.1
0_1068: mikado.HiC_scaffold_1.0G1033.1
0_1069: mikado.HiC_scaffold_1.0G1034.1
0_1070: mikado.HiC_scaffold_1.0G1035.1
0_1071: mikado.HiC_scaffold_1.0G1036.1
0_1072: mikado.HiC_scaffold_1.0G1037.1
0_1073: mikado.HiC_scaffold_1.0G1037.2
0_1074: mikado.HiC_scaffold_1.0G1038.1
0_1075: mikado.HiC_scaffold_1.0G1039.1
0_1076: mikado.HiC_scaffold_1.0G1040.1
0_1077: mikado.HiC_scaffold_1.0G1041.1
0_1078: mikado.HiC_scaffold_1.0G1042.1
0_1079: mikado.HiC_scaffold_1.0G1043.1
0_1080: mikado.HiC_scaffold_1.0G1044.1
0_1081: mikado.HiC_scaffold_1.0G1045.1
0_1082: mikado.HiC_scaffold_1.0G1046.1
0_1083: mikado.HiC_scaffold_1.0G1047.1
0_1084: mikado.HiC_scaffold_1.0G1049.1
0_1085: mikado.HiC_scaffold_1.0G1050.1
0_1086: mikado.HiC_scaffold_1.0G1051.1
0_1087: mikado.HiC_scaffold_1.0G1052.1
0_1088: mikado.HiC_scaffold_1.0G1053.1
0_1089: mikado.HiC_scaffold_1.0G1054.1
0_1090: mikado.HiC_scaffold_1.0G1055.1
0_1091: mikado.HiC_scaffold_1.0G1056.1
0_1092: mikado.HiC_scaffold_1.0G1057.1
0_1093: mikado.HiC_scaffold_1.0G1058.1
0_1094: mikado.HiC_scaffold_1.0G1059.1
0_1095: mikado.HiC_scaffold_1.0G1060.1
0_1096: mikado.HiC_scaffold_1.0G1061.1
0_1097: mikado.HiC_scaffold_1.0G1062.1
0_1098: mikado.HiC_scaffold_1.0G1063.1
0_1099: mikado.HiC_scaffold_1.0G1064.2
0_1100: mikado.HiC_scaffold_1.0G1064.1
0_1101: mikado.HiC_scaffold_1.0G1065.1
0_1102: mikado.HiC_scaffold_1.0G1066.1
0_1103: mikado.HiC_scaffold_1.0G1067.1
0_1104: mikado.HiC_scaffold_1.0G1068.1
0_1105: mikado.HiC_scaffold_1.0G1069.1
0_1106: mikado.HiC_scaffold_1.0G1069.3
0_1107: mikado.HiC_scaffold_1.0G1070.1
0_1108: mikado.HiC_scaffold_1.0G1071.1
0_1109: mikado.HiC_scaffold_1.0G1072.1
0_1110: mikado.HiC_scaffold_1.0G1072.2
0_1111: mikado.HiC_scaffold_1.0G1072.4
0_1112: mikado.HiC_scaffold_1.0G1072.5
0_1113: mikado.HiC_scaffold_1.0G1072.6
0_1114: mikado.HiC_scaffold_1.0G1072.7
0_1115: mikado.HiC_scaffold_1.0G1073.1
0_1116: mikado.HiC_scaffold_1.0G1074.1
0_1117: mikado.HiC_scaffold_1.0G1075.1
0_1118: mikado.HiC_scaffold_1.0G1076.1
